date,FR FP Equity_2001-08-08,ALO FP Equity_2002-04-03,DSY FP Equity_2002-08-06,SW FP Equity_2005-01-03,CO FP Equity_2005-09-01,TFI FP Equity_2005-12-19,HO FP Equity_2006-07-28,PUB FP Equity_2006-12-18,VANTI FP Equity_2007-06-18,AF FP Equity_2009-09-21,DEXB BB Equity_2010-09-20,MMB FP Equity_2010-09-20,SEV FP Equity_2011-09-16,SEV FP Equity_2011-12-16,UG FP Equity_2012-09-21,ALU FP Equity_2012-12-21,STMPA FP Equity_2013-12-20,VK FP Equity_2014-06-18,GTO NA Equity_2015-03-18,EDF FP Equity_2015-12-18,ALO FP Equity_2016-03-18,LI FP Equity_2017-03-20,SOLB BB Equity_2018-09-24,WLN FP Equity_2019-06-24,FR FP Equity_2019-06-24,SW FP Equity_2020-06-22,AC FP Equity_2020-09-21,ATO FP Equity_2021-09-17,VIV FP Equity_2023-06-16,WLN FP Equity_2023-12-15
2002-02-28,-0.7716434802969614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-01,-0.6154886831574977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-04,-0.15274351246543555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-05,-0.6377259308870956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-06,-0.4791559595496643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-07,-0.22838588609036714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-08,-0.6066903910335772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-11,-0.4718200057757462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-12,-0.5436819149483338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-13,-0.4805785964060014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-14,-0.5748740551379762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-15,-0.6736226980760667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-18,-0.6490364453046098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-19,-0.3123920410474387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-20,1.559696602519486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-21,-0.3696063046960967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-22,-0.34618242343361605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-25,-0.8020768808298905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-26,-0.3203654243585373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-27,0.704711702607721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-28,-0.08423637950755904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-02,0.09053841816089347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-03,0.18437510407718125,0.22457624037241072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-04,0.2897935979510289,0.03412423291321012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-05,-0.48105501432998404,-0.5418570803591723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-08,-0.43015108253555934,-0.5845415734817473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-09,-0.47059146511066124,-0.6476459849222577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-10,-0.2545557873313589,-0.7131839389583357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-11,-0.49570045421537684,-0.6933958057373264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-12,-0.5370738218916115,-0.1508133046259063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-15,-0.6185898109404588,-0.7827582977803309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-16,-0.30999010068069277,-0.21972467908692966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-17,-0.17011071030543296,-0.715757878242109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-18,-0.6567561801839584,-0.6066891510462155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-19,-0.8267866493594169,-0.6651643716839395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-22,-0.7796587707402621,-0.7570540041146486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-23,-0.4250428236839675,-0.8905517550583549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-24,4.563048429137377,-0.7893023434139244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-25,4.081784717289026,-0.8004716799422985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-26,1.008377399460315,-0.7378040581984284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-29,0.2398822034982347,-0.949744558769131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-30,-0.33849577313232176,-0.69064247068529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-02,-0.0346073067874953,-0.5699598174483707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-03,0.11493498601817204,-0.7647329229779058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-06,-0.8092694680989064,-0.947178419301369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-07,0.0741791971322853,0.32776780620368845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-10,-0.4257375998231089,-0.8313472516235618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-13,-0.44814468172005245,-0.7525925093561082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-14,-0.5211601398474686,-0.8973531946203258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-15,-0.6149306566076477,-0.8072497200562351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-16,-0.4974054128044444,-0.5371732908443059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-17,-0.6013373063043832,-0.5862458332802457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-21,0.13801699330742437,-0.9778940947543979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-22,0.43581128037463934,-0.683595336918959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-23,0.8479657199445246,-0.8338236932071922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-24,-0.09779002831715823,-0.6465540106806569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-27,-0.45379332201319866,-0.7259873369411053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-28,-0.6633708901562917,1.151830067535755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-29,-0.049510806381712034,-0.5066799101476029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-30,-0.42517957327325884,-0.0945376321034068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-31,-0.6111171075772495,-0.6763025089482678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-03,-0.7392360332734559,-0.6918748416150967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-04,-0.6137572569059866,-0.16528196332711723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-05,1.2174035579691687,-0.212810142192793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-06,-0.293509569532552,-0.031721813855319476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-07,0.28841948514250487,1.1852327796047228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-10,-0.8294488550735237,-0.02811829885803676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-11,-0.007839677502988241,0.15531777409887856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-12,-0.44677277455006537,-0.0044263577233046286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-13,-0.5169297251335855,1.438582503380131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-14,1.3761036619802804,1.7347688166903368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-17,-0.6621136761902263,2.6830353481884854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-18,-0.6932043570071686,-0.18786633058822566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-19,-0.6529271916838015,-0.2674400535368799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-20,-0.1265052364297981,-0.5368885975598886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-21,-0.3488313953165011,-0.8406992310212716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-24,-0.5215593604226577,-0.14837196221432733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-25,-0.7293856515674071,-0.4447883700968706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-26,1.3612641259036353,-0.021098464447745758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-27,1.171135878379427,-0.23374484836748308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-28,-0.6167767760630805,-0.07170367072993244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-01,-0.4540866719386139,-0.6140794767170495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-02,-0.42404146378818913,-0.1055002735074779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-03,-0.4351336199905446,-0.35261014447373834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-04,2.6656346438891156,-0.6012136802061885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-05,-0.5281453970940105,-0.5812695506649506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-08,-0.6080953827816187,-0.8463618974455731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-09,-0.736068736334386,-0.5760865729253524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-10,-0.5635613350819251,-0.6267658774596476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-11,-0.5491232252190061,-0.6667594340582778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-12,-0.32161381577045484,-0.8079868026693157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-15,-0.520114667180951,-0.4130665183783667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-16,-0.4496621610334787,0.5769407285049732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-17,-0.3759761887908277,-0.12938331013449017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-18,-0.3736338006645797,0.09442851040561555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-19,0.10953778851823888,-0.6762089111561307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-22,-0.7029179891239261,-0.581772638797688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-23,-0.4973282154556509,-0.87255367961197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-24,-0.4350784790271207,0.09944379210096789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-25,-0.062325566281430725,-0.11778108381748144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-26,0.2413313080170153,0.4456659251245258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-29,-0.06208294604236548,-0.13947627205328636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-30,0.611190423002218,-0.5692968330873986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-31,0.6469614687945825,-0.4945589960658338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-01,0.2668681909979005,-0.5569536242493036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-02,-0.3696526231053728,-0.777033232827938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-05,-0.2841179606421902,-0.6511832014834432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-06,-0.4074682958214962,-0.10897899144857767,4.375178240743237,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-07,-0.6181155986550132,-0.1454626308420623,0.7904587058694411,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-08,-0.6306281860751688,-0.7964196755243583,-0.9781042541848421,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-09,-0.27291552251298684,-0.7787452924424478,0.2754940178142637,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-12,-0.7323588523152248,-0.9485667865514044,-1.5733796978293988,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-13,-0.7727418882883658,-0.9227727950015906,-1.6221001499864338,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-14,-0.6754577893388146,-0.6259507966864528,-0.969639096438519,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-16,-0.8366657043664462,0.6995967351927856,-1.6482560996917943,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-19,-0.7072498632105092,0.008856728944168234,-0.9186150111898617,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-20,-0.8717199176342998,0.17732885488314656,-0.8242437673569174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-21,-0.7394279238261712,-0.04516089684302103,-0.875434380298945,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-22,-0.6541932282040147,-0.10391691085715671,-0.7154734289705552,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-23,-0.9526668519406123,-0.1882836207448374,-1.1764997971430953,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-26,-0.8867800175646404,-0.5738285261900421,-1.2781871576381076,,,,,,,,,,,,,,,,,,,,,,,,,,,
