date,LR FP Equity,2061Q FP Equity,FR FP Equity,ALO FP Equity,DSY FP Equity,SW FP Equity,CO FP Equity,TFI FP Equity,HO FP Equity,PUB FP Equity,VANTI FP Equity,AF FP Equity,EDEN FP Equity,DEXB BB Equity,MMB FP Equity,SEV FP Equity,SEV FP Equity.1,UG FP Equity,ALU FP Equity,STMPA FP Equity,VK FP Equity,GTO NA Equity,EDF FP Equity,ALO FP Equity.1,LI FP Equity,NOKIA FP Equity,SOLB BB Equity,WLN FP Equity,FR FP Equity.1,SW FP Equity.1,AC FP Equity,ATO FP Equity,VIV FP Equity,WLN FP Equity.1
10/6/2006,677161.0,,2744346,2022191,3503270,377770,200852,741016,776900.0,539405,5401.0,236782.0,,1416.0,497440.0,,,1529977.0,22630369.0,3780058,68633,199993.0,2092354.0,2022191,369495,,122603,,2744346,377770,1370853,1984441,4046770,
10/9/2006,198903.0,,1912221,1769891,3906040,387975,131836,590382,353634.0,465879,7440.0,259986.0,,2359.0,784989.0,,,2986507.0,9604026.0,3479270,65084,361126.0,1740644.0,1769891,420396,,127088,,1912221,387975,1356897,725670,3842574,
10/10/2006,210881.0,,2679768,1298047,4638160,422013,202256,779785,611203.0,2194068,10119.0,446739.0,,2039.0,1088147.0,,,1592639.0,8783223.0,4376064,80498,684240.0,890503.0,1298047,368138,,128752,,2679768,422013,625174,521724,3402784,
10/11/2006,276484.0,,1915944,2428639,3698410,245876,189915,822750,395031.0,877591,6924.0,286615.0,,2724.0,464854.0,,,1883080.0,8831551.0,7201773,104924,641061.0,1486315.0,2428639,399308,,115624,,1915944,245876,552618,883673,4097713,
10/12/2006,539030.0,,3582120,2412831,4022740,312169,322489,1110526,697668.0,1001313,20555.0,399832.0,,4425.0,1058454.0,,,4247604.0,9424751.0,8261807,59937,651391.0,1484318.0,2412831,268188,,131357,,3582120,312169,872281,763984,7145423,
10/13/2006,573713.0,,2714952,4687046,1883910,246808,179213,1106730,406746.0,768845,7546.0,299017.0,,3121.0,420866.0,,,1893110.0,9462727.0,5660093,54311,397227.0,682226.0,4687046,209327,,144720,,2714952,246808,863921,861828,5210608,
10/16/2006,146540.0,,3448629,1767048,1785600,207125,215177,924166,386942.0,682471,9926.0,359626.0,,2131.0,275337.0,,,1465742.0,9722750.0,4630826,41721,665433.0,814132.0,1767048,198448,,156387,,3448629,207125,845947,585827,4897802,
10/17/2006,207900.0,,2606376,1290480,2480960,622034,158191,1161012,438760.0,1982579,6544.0,717443.0,,1784.0,334018.0,,,2583473.0,16871710.0,8837780,111146,323212.0,1056185.0,1290480,208845,,171062,,2606376,622034,1664881,463842,4855761,
10/18/2006,412403.0,,2930823,2324837,1539830,222669,235553,783732,713296.0,2857330,7608.0,429629.0,,2559.0,308367.0,,,2322907.0,14671205.0,5368609,133355,433525.0,821442.0,2324837,183582,,225136,,2930823,222669,789837,525872,6510548,
10/19/2006,751012.0,,3392676,2130139,2531710,428234,514067,1471364,480407.0,1084084,10207.0,477501.0,,1576.0,429987.0,,,2851400.0,11103377.0,8518456,56570,344057.0,972670.0,2130139,239729,,279891,,3392676,428234,848949,8927394,3990175,
10/20/2006,275028.0,,15086076,1418974,5233460,153544,447798,969540,251108.0,1075380,10971.0,291728.0,,1954.0,762369.0,,,3182899.0,9243995.0,5426961,129659,175057.0,467291.0,1418974,235315,,141794,,15086076,153544,1609061,2493598,6980422,
10/23/2006,211891.0,,2726931,1340594,2769980,223103,647539,1029049,220911.0,827340,7563.0,467254.0,,1527.0,322340.0,,,2202284.0,11543865.0,4950020,56495,816025.0,554120.0,1340594,458240,,215167,,2726931,223103,809159,762757,5653376,
10/24/2006,272175.0,,1604919,1592956,4121650,307447,276007,865703,567596.0,1010546,6334.0,600049.0,,1431.0,581560.0,,,2730786.0,68539610.0,9713601,58733,748562.0,1081766.0,1592956,425127,,112008,,1604919,307447,990614,1020167,5837214,
10/25/2006,568552.0,,2460324,1556881,4304330,304859,1060415,1207777,431836.0,1951230,9391.0,621324.0,,959.0,339989.0,,,5856014.0,27398193.0,11796674,89280,395077.0,1705170.0,1556881,460976,,94982,,2460324,304859,1382870,1827213,8170182,
10/26/2006,279557.0,,1328973,2284694,12711730,118508,331554,1096409,398859.0,1204902,8246.0,277118.0,,918.0,874672.0,,,3934553.0,20822176.0,5799931,197465,2219027.0,1523703.0,2284694,327641,,152616,,1328973,118508,1334806,1766975,7471934,
10/27/2006,184060.0,,1405866,1711427,8078350,144373,253170,1989325,310649.0,876970,5587.0,432187.0,,1130.0,755822.0,,,7665772.0,10759488.0,4937430,98248,703165.0,1002433.0,1711427,311886,,415694,,1405866,144373,1218061,673212,7308257,
10/30/2006,181292.0,,1402047,2148479,7619110,172203,276048,719171,197703.0,634790,5107.0,279739.0,,938.0,558439.0,,,2060812.0,10273634.0,3395387,52692,243245.0,1053437.0,2148479,186774,,268176,,1402047,172203,625177,657201,6282382,
10/31/2006,1050583.0,,6441279,1294020,4921620,221437,337925,723481,696175.0,718795,8324.0,691528.0,,1771.0,671391.0,,,3460716.0,16783296.0,6571604,52429,267681.0,1078182.0,1294020,512420,,252853,,6441279,221437,636913,1728983,8501825,
11/1/2006,572296.0,,1697220,860762,2734430,217931,390545,370663,339291.0,973933,8390.0,303940.0,,940.0,448018.0,,,2021298.0,9814718.0,3658848,79251,229683.0,589344.0,860762,195429,,185755,,1697220,217931,720071,641446,4963537,
11/2/2006,520710.0,,6012516,1177489,4318700,325698,287433,581383,441948.0,1057028,11985.0,473656.0,,1173.0,541777.0,,,2658377.0,10173059.0,4328622,97706,276614.0,688088.0,1177489,235306,,239144,,6012516,325698,695136,776312,10925268,
11/3/2006,387650.0,,2303673,1797925,3158090,340714,570777,1279512,615453.0,4901748,6734.0,295928.0,,1614.0,442670.0,,,2016131.0,16052656.0,3780796,48051,415280.0,809926.0,1797925,305095,,170935,,2303673,340714,518941,595117,9524718,
11/6/2006,249627.0,,1749498,1932141,1920940,102552,483302,1689946,428838.0,2099731,7289.0,188027.0,,1333.0,417931.0,,,2061004.0,17793580.0,4195794,51516,308063.0,1219836.0,1932141,182616,,157497,,1749498,102552,1162131,862225,9394980,
11/7/2006,5418462.0,,1370994,1508587,2907890,376557,529670,960916,537734.0,1659385,9920.0,488742.0,,1233.0,390495.0,,,2722789.0,26135432.0,7720495,123486,619346.0,1188612.0,1508587,131269,,202601,,1370994,376557,746938,593318,14465716,
11/8/2006,3873902.0,,1451322,1570987,1602020,364640,412250,626707,366161.0,1123177,7092.0,721391.0,,1251.0,817772.0,,,3550137.0,14902283.0,5574488,179232,295520.0,739922.0,1570987,111603,,212782,,1451322,364640,918007,398580,5762100,
11/9/2006,1323417.0,,1355151,801287,3117500,275529,412497,847198,432309.0,1399901,7478.0,675270.0,,1279.0,412927.0,,,2013658.0,23425639.0,5433296,118502,408357.0,708039.0,801287,169104,,182683,,1355151,275529,552180,465495,4459751,
11/10/2006,952998.0,,1423719,1879376,2306340,207600,275759,554347,258748.0,1154211,6796.0,748710.0,,1180.0,552055.0,,,1230193.0,12373857.0,2826173,100223,330626.0,1588153.0,1879376,246184,,236349,,1423719,207600,754926,562086,8338150,
11/13/2006,503573.0,,1315485,7805326,2140430,165497,310005,550303,390408.0,884874,7901.0,953056.0,,1283.0,446950.0,,,1583421.0,10719918.0,3684535,45394,231467.0,1229003.0,7805326,151897,,118003,,1315485,165497,889930,530516,4380634,
11/14/2006,878199.0,,1307556,4012187,7436710,381371,311388,994723,360509.0,1128022,16030.0,773465.0,,1271.0,515848.0,,,1439218.0,13461975.0,4786275,92923,595189.0,1341938.0,4012187,122950,,127823,,1307556,381371,656323,607077,7974235,
11/15/2006,589283.0,,2197536,2895728,3023250,197912,249480,433390,491417.0,1291720,10690.0,848521.0,,2305.0,343183.0,,,2592504.0,14480725.0,7688767,61935,930720.0,774970.0,2895728,108682,,181215,,2197536,197912,974830,515356,4490240,
11/16/2006,708926.0,,3938307,3594352,3463920,501945,191735,562304,435814.0,901319,7769.0,489935.0,,2647.0,440463.0,,,6697665.0,18253875.0,6777283,53636,1528945.0,1431156.0,3594352,180553,,163512,,3938307,501945,1017840,504271,5531833,
11/17/2006,843076.0,,1178607,2661319,3986860,466259,265141,748305,369240.0,1096556,8777.0,383865.0,,2703.0,570276.0,,,2664766.0,19998095.0,5800842,154984,838447.0,890870.0,2661319,165480,,288025,,1178607,466259,973324,581232,8038680,
11/20/2006,732803.0,,1480998,1636766,1701260,309201,280657,1028945,373078.0,580898,6089.0,261182.0,,4968.0,937476.0,,,1639643.0,13948243.0,4429615,93063,476588.0,777458.0,1636766,190009,,259848,,1480998,309201,547044,700493,4308999,
11/21/2006,565860.0,,1460382,1603739,3390780,302736,369379,904977,344523.0,807119,6261.0,234293.0,,1413.0,507888.0,,,1688710.0,13081730.0,3623148,69345,418251.0,1425385.0,1603739,400921,,290645,,1460382,302736,690052,934526,4833360,
11/22/2006,861985.0,,2296548,2889135,2706880,618082,282187,932712,292911.0,720174,4323.0,687588.0,,1738.0,1262952.0,,,2655974.0,16345213.0,4176124,90914,303553.0,944098.0,2889135,181706,,191453,,2296548,618082,1364504,681683,4155876,
11/23/2006,266036.0,,2286393,1436812,1749820,190761,140308,649873,653158.0,968347,6279.0,1716553.0,,870.0,555366.0,,,1614828.0,11546010.0,2723685,40181,209267.0,791219.0,1436812,122340,,152288,,2286393,190761,500611,476742,5121382,
11/24/2006,1297550.0,,2150349,2800059,5209870,195404,220847,342905,472298.0,722932,6071.0,729887.0,,1649.0,744076.0,,,2995485.0,12454208.0,9216565,61510,382736.0,884912.0,2800059,151989,,297742,,2150349,195404,968802,791539,5618382,
11/27/2006,806622.0,,1822083,3389655,3822930,390583,312937,631107,501918.0,1328761,6691.0,333752.0,,1913.0,616527.0,,,2491929.0,12758148.0,4954138,116918,636477.0,1312892.0,3389655,314153,,271706,,1822083,390583,1234071,654869,5596705,
11/28/2006,1599725.0,,2135712,2787234,2109790,452538,255441,663825,354428.0,1126494,10734.0,442238.0,,1657.0,956133.0,,,2215131.0,17268946.0,8433707,111553,357143.0,1364942.0,2787234,176941,,343698,,2135712,452538,1388887,614375,6065972,
11/29/2006,1476491.0,,1442376,6177278,4317610,656918,215338,557479,390152.0,1188495,6895.0,517505.0,,1401.0,945839.0,,,2885827.0,21645902.0,5832017,96385,450003.0,1733385.0,6177278,502531,,182920,,1442376,656918,707752,436529,6315847,
11/30/2006,878055.0,,1327659,5646272,4778150,340879,172469,749288,428617.0,1584392,10646.0,578755.0,,2297.0,850113.0,,,2259652.0,60596826.0,4480211,126860,290747.0,1428778.0,5646272,234137,,171632,,1327659,340879,1331516,560296,5251377,
12/1/2006,945733.0,,2202594,3392448,3892780,411610,272952,804297,567143.0,1671778,12114.0,426077.0,,2504.0,869413.0,,,2533856.0,108808032.0,6365142,67853,796721.0,12886397.0,3392448,244087,,215249,,2202594,411610,1907698,486824,9171827,
12/4/2006,755501.0,,3643623,2867283,3467670,342328,259622,580355,477491.0,1251592,12243.0,359647.0,,1639.0,618565.0,,,1782430.0,26390549.0,4270973,70562,207021.0,4440426.0,2867283,278755,,460260,,3643623,342328,906041,405839,6004255,
12/5/2006,688190.0,,2494329,4048650,3996500,478112,341692,1013607,428422.0,1024963,9992.0,239686.0,,2168.0,429763.0,,,1806221.0,31431062.0,5756883,74336,385311.0,7069229.0,4048650,198642,,305606,,2494329,478112,1056769,380908,6831185,
12/6/2006,296148.0,,1691553,2868074,2226550,505832,334063,1234187,485726.0,801017,11459.0,367377.0,,2237.0,467706.0,,,2782061.0,25042378.0,3189994,64918,209595.0,3153859.0,2868074,254370,,291351,,1691553,505832,968931,581786,4331457,
12/7/2006,513304.0,,2845104,1503368,1585610,446198,286410,1071165,499577.0,869569,6218.0,157675.0,,1247.0,471130.0,,,1610060.0,42857783.0,5342493,76408,281262.0,3060578.0,1503368,322262,,273871,,2845104,446198,1626005,302889,4059860,
12/8/2006,400326.0,,1094355,2975940,3830200,539186,190713,1827652,492835.0,779259,8537.0,231699.0,,1908.0,764084.0,,,2072176.0,21151370.0,5253325,71867,416761.0,2096975.0,2975940,207417,,231007,,1094355,539186,1524541,444069,4913360,
12/11/2006,861373.0,,1337799,3325608,3666360,449480,233141,869176,495123.0,1975066,8765.0,201267.0,,1393.0,623582.0,,,2321494.0,27820766.0,5127320,94461,821992.0,3129342.0,3325608,268086,,402146,,1337799,449480,1446821,514429,4758015,
12/12/2006,1207423.0,,2865183,2435308,2800030,480266,309851,936722,539085.0,1269539,6433.0,297790.0,,1726.0,1714287.0,,,1346756.0,17400808.0,4205820,94184,860473.0,3125682.0,2435308,263595,,349044,,2865183,480266,982533,1066458,6129545,
12/13/2006,1989379.0,,3034836,2132115,3662980,441807,293517,909112,778956.0,1864855,6372.0,398060.0,,2275.0,1930928.0,,,1695536.0,20737066.0,11626270,172951,518331.0,7407251.0,2132115,199885,,252169,,3034836,441807,1276245,480979,6419640,
12/14/2006,1275455.0,,2011785,2209166,3578180,248921,232375,592495,618985.0,2243230,5525.0,298878.0,,2549.0,1163772.0,,,1975516.0,15697124.0,8995746,209053,349850.0,3126042.0,2209166,211242,,227546,,2011785,248921,1178980,505952,5906702,
12/15/2006,2337458.0,,2498154,2367245,5589100,509818,319622,791800,641664.0,10341796,10653.0,230033.0,,2969.0,672120.0,,,2524700.0,36281878.0,6390650,724578,255989.0,2006302.0,2367245,442785,,211721,,2498154,509818,871018,915928,9936657,
12/18/2006,1689640.0,,2123004,1354769,5101010,392707,287103,692075,344751.0,1766704,9880.0,199935.0,,1377.0,445111.0,,,1539922.0,16978317.0,4788875,191241,229979.0,1378646.0,1354769,316300,,184386,,2123004,392707,1061201,418236,7446402,
12/19/2006,855363.0,,2810841,1983356,7966730,246819,181802,498185,245998.0,1090445,12774.0,204278.0,,1531.0,543793.0,,,1770946.0,23068399.0,4565203,134007,387550.0,1462154.0,1983356,184806,,287150,,2810841,246819,835925,327758,4320407,
12/20/2006,785460.0,,2712165,1548477,3877810,323255,272269,709344,372121.0,1819509,4560.0,248194.0,,1358.0,667208.0,,,1145459.0,11394500.0,4106071,137707,464726.0,1346162.0,1548477,299999,,210303,,2712165,323255,572981,252808,6009668,
12/21/2006,562570.0,,1104618,1457871,5777270,211507,259470,642994,302563.0,4563745,5021.0,211925.0,,1222.0,673240.0,,,1366131.0,13476403.0,3411933,91969,368597.0,1273180.0,1457871,175664,,166372,,1104618,211507,950347,338458,4278377,
12/22/2006,292491.0,,784170,2036833,2739120,211792,156281,581654,179224.0,962001,4083.0,67178.0,,1236.0,210845.0,,,867285.0,10390395.0,2480461,67320,253354.0,709311.0,2036833,160616,,118060,,784170,211792,623543,1026247,2475459,
12/27/2006,172481.0,,498471,834930,1810610,113847,132867,866005,224986.0,1273235,2813.0,61392.0,,630.0,256031.0,,,1090662.0,6090199.0,1664792,39286,257045.0,556423.0,834930,104743,,72132,,498471,113847,805262,185968,2516667,
12/28/2006,212605.0,,840015,1073419,2224720,170066,101314,358363,242694.0,471486,2358.0,138446.0,,775.0,278569.0,,,1800214.0,11254981.0,1808222,37853,143615.0,437802.0,1073419,161575,,58354,,840015,170066,324558,332900,2365368,
12/29/2006,116902.0,,409227,1182314,1145730,99600,53342,199044,183401.0,471286,2200.0,123934.0,,515.0,149702.0,,,755807.0,6053640.0,911784,37627,231135.0,286686.0,1182314,371608,,104279,,409227,99600,251350,103076,1566904,
1/2/2007,341743.0,,792999,1147152,3219360,176483,210382,669227,409944.0,515513,3140.0,141090.0,,1279.0,425320.0,,,1364990.0,14423433.0,2432600,69429,418813.0,868624.0,1147152,330543,,116985,,792999,176483,656568,246755,5062738,
1/3/2007,299286.0,,688476,1671217,4574160,247620,130473,739760,370870.0,696868,5620.0,128425.0,,2151.0,628676.0,,,3205482.0,29215101.0,4934720,91147,521908.0,1016235.0,1671217,294651,,278527,,688476,247620,712987,500599,3878718,
1/4/2007,356104.0,,921831,3780117,12352200,226838,88788,455048,372695.0,726205,6922.0,247349.0,,2252.0,434500.0,,,3998494.0,23277925.0,3319358,219138,270923.0,1420108.0,3780117,331376,,413799,,921831,226838,972183,382281,6977395,
1/5/2007,482679.0,,4513503,6324032,5714160,190178,234742,528651,535102.0,758585,5884.0,560723.0,,1030.0,540942.0,,,4392557.0,14450399.0,9763576,203092,395009.0,2928325.0,6324032,400326,,188160,,4513503,190178,895802,458108,6239539,
1/8/2007,419853.0,,1624890,2548440,4558640,253201,162886,575215,420892.0,811764,7965.0,338424.0,,2201.0,376750.0,,,3135951.0,13239694.0,8047930,94844,253551.0,2355700.0,2548440,235599,,272457,,1624890,253201,545618,443164,5116885,
1/9/2007,735169.0,,1908528,3371257,7757620,300228,239541,692196,365852.0,1196420,8784.0,310092.0,,1476.0,694297.0,,,3531703.0,17225788.0,8344666,107772,220669.0,2034101.0,3371257,558749,,181085,,1908528,300228,1037873,382928,12242295,
1/10/2007,1083444.0,,2050929,3114696,4236200,1253836,751165,1142430,564058.0,894041,12122.0,337796.0,,1738.0,432952.0,,,1785499.0,20452319.0,6195975,218877,358988.0,1386572.0,3114696,558971,,116001,,2050929,1253836,1100308,458672,7917782,
1/11/2007,646381.0,,3105432,2488455,7163790,496419,515603,1465787,1083315.0,1183632,9838.0,333064.0,,1164.0,851140.0,,,2312905.0,24484670.0,4521486,148050,316298.0,1856601.0,2488455,557966,,271509,,3105432,496419,3066242,453882,8438421,
1/12/2007,338643.0,,1863825,1496578,5742360,1332500,570699,1377409,589624.0,901042,6368.0,229927.0,,2067.0,559306.0,,,1014493.0,17764288.0,3642545,107319,461703.0,896614.0,1496578,337523,,170754,,1863825,1332500,2891505,388668,5683090,
1/15/2007,455987.0,,934128,2274062,3818920,882066,407234,905280,644919.0,628541,9457.0,230303.0,,1184.0,325045.0,,,1061431.0,16142250.0,2158961,137146,378304.0,969861.0,2274062,424668,,119039,,934128,882066,1446643,298233,6757223,
1/16/2007,605857.0,,3820569,1865464,5044800,583709,428444,1896033,385070.0,612780,9257.0,234966.0,,1376.0,498538.0,,,2146914.0,21360941.0,10100753,147747,670416.0,1551236.0,1865464,242292,,136921,,3820569,583709,885769,299630,6538769,
1/17/2007,413923.0,,4166220,3806998,4829260,442353,364612,1739011,414452.0,641023,8759.0,140099.0,,1507.0,927997.0,,,1739030.0,13407769.0,5275462,336111,630351.0,2177369.0,3806998,253984,,297514,,4166220,442353,1774095,296719,4818174,
1/18/2007,746589.0,,6049353,4611253,5444520,545768,401445,1473235,677741.0,774838,11795.0,277667.0,,3596.0,1017883.0,,,2920728.0,19473689.0,4711444,326994,520757.0,2015477.0,4611253,301446,,188262,,6049353,545768,1607364,782347,5490733,
1/19/2007,1650153.0,,2833992,2421970,8780910,436914,258669,1181883,647882.0,627462,7848.0,236346.0,,2504.0,538503.0,,,2666124.0,19250493.0,6599180,358875,683102.0,1974696.0,2421970,421000,,199087,,2833992,436914,1657643,860684,8534812,
1/22/2007,644161.0,,2375850,2995443,3292210,370911,268238,839208,576254.0,1188463,9139.0,269600.0,,2232.0,594418.0,,,1779540.0,16632429.0,5507838,202051,813387.0,1507444.0,2995443,624960,,163667,,2375850,370911,1493816,561373,7820698,
1/23/2007,451913.0,,3589254,1551246,5417960,500095,388495,985621,324784.0,985844,8309.0,251004.0,,1652.0,485782.0,,,1761991.0,133882309.0,6432183,114154,721617.0,879487.0,1551246,481188,,222267,,3589254,500095,1133706,591385,7137338,
1/24/2007,458781.0,,2418663,1558025,13029350,754644,1550762,1159496,360503.0,750226,9888.0,544080.0,,1593.0,626616.0,,,1382801.0,30998496.0,12612522,144108,1988046.0,1274874.0,1558025,426620,,243499,,2418663,754644,987045,813613,4897614,
1/25/2007,1099969.0,,2394270,1737260,9020220,571746,604325,809330,622837.0,1792096,10841.0,630557.0,,1972.0,1956702.0,,,3996168.0,17894050.0,7734031,143548,967349.0,843560.0,1737260,436959,,229649,,2394270,571746,1018047,417530,5473870,
1/26/2007,486178.0,,2655684,1830858,5423100,458269,875281,1230432,380612.0,923140,6735.0,387827.0,,1323.0,1453619.0,,,2074945.0,18270895.0,8961642,126102,367967.0,1142306.0,1830858,253984,,248907,,2655684,458269,719035,304098,6007744,
1/29/2007,177149.0,,1530954,1457370,4961610,634209,375087,1327816,389557.0,300268,6508.0,318442.0,,951.0,660586.0,,,1563555.0,14520577.0,4294089,121526,583608.0,1581704.0,1457370,357584,,121828,,1530954,634209,644559,371949,4819623,
1/30/2007,249781.0,,2169222,1365838,6207680,456963,303147,923909,325971.0,1149337,5395.0,770157.0,,1062.0,529801.0,,,2530953.0,14801300.0,3319936,126325,407809.0,1032998.0,1365838,569782,,163209,,2169222,456963,909326,644314,7558503,
1/31/2007,390195.0,,1425495,1566917,7786570,587285,410699,1205364,557917.0,1171052,5571.0,476857.0,,1404.0,870207.0,,,4261725.0,15934537.0,3589673,98022,958300.0,796284.0,1566917,435605,,133256,,1425495,587285,994596,428533,8768320,
2/1/2007,2027678.0,,1297950,2031456,7812730,527988,284515,1266344,497790.0,771185,7783.0,323407.0,,1714.0,659763.0,,,1926136.0,16608057.0,3472145,109187,2295551.0,2416529.0,2031456,831856,,248906,,1297950,527988,966601,777580,7153795,
2/2/2007,1542820.0,,1633431,1514423,5020360,257252,1210442,1017088,295839.0,1491993,3911.0,247711.0,,2725.0,549227.0,,,1985704.0,16326464.0,4230984,547477,819336.0,922218.0,1514423,497100,,314008,,1633431,257252,2640026,1372154,4569985,
2/5/2007,1705792.0,,2509947,1085511,4488020,384386,469187,3607821,283133.0,1534115,3997.0,215238.0,,1429.0,292614.0,,,1493823.0,14994040.0,6158156,189097,500783.0,832791.0,1085511,541036,,354670,,2509947,384386,2330228,2433244,7194396,
2/6/2007,1140993.0,,2167755,1300846,3146320,450220,278093,5298951,447298.0,740032,6875.0,175591.0,,1440.0,596240.0,,,3943719.0,15912515.0,4584964,214453,438430.0,1019825.0,1300846,557552,,349941,,2167755,450220,1226195,1817156,7195415,
2/7/2007,868070.0,,1908843,3124354,5276790,475299,178343,1974937,386987.0,3076048,9282.0,277435.0,,1171.0,852818.0,,,10774090.0,20528046.0,5626267,240862,459908.0,2448532.0,3124354,451122,,248191,,1908843,475299,2158392,1098589,8667946,
2/8/2007,1710426.0,,1269876,1980564,2756610,353402,504722,927410,354051.0,1353109,8444.0,189687.0,,1174.0,407916.0,,,4448071.0,27187356.0,4315211,213649,416362.0,986123.0,1980564,563724,,165461,,1269876,353402,1871620,729237,7297108,
2/9/2007,1124022.0,,1155315,1438425,2750450,377733,178408,1627650,354406.0,954379,17749.0,326862.0,,1186.0,471998.0,,,3203652.0,34957537.0,6128096,179655,350905.0,822719.0,1438425,362950,,170771,,1155315,377733,837581,460060,5237262,
2/12/2007,444756.0,,1313979,1038440,3213530,555119,203540,2288119,476169.0,489944,7829.0,204525.0,,962.0,398220.0,,,1055260.0,16369690.0,4006239,129964,385957.0,868219.0,1038440,701090,,157236,,1313979,555119,1558139,444565,4448651,
2/13/2007,485735.0,,4973028,768608,9290500,677847,338175,1036081,323515.0,845263,8647.0,301074.0,,1013.0,686729.0,,,2169580.0,15779600.0,4193176,121392,489662.0,1698879.0,768608,427829,,192754,,4973028,677847,767274,458999,4810012,
2/14/2007,317551.0,,3502044,983022,13721430,394809,198896,914307,453848.0,533147,13515.0,446020.0,,1221.0,557821.0,,,1801737.0,12691636.0,3554756,166531,1031596.0,1196000.0,983022,349996,,204870,,3502044,394809,2123062,670384,10750267,
2/15/2007,1716209.0,,2319957,1511480,6622900,771206,279010,865416,566275.0,459017,26583.0,465229.0,,1716.0,501994.0,,,3634906.0,13015696.0,4443656,162606,375725.0,1065618.0,1511480,285047,,665883,,2319957,771206,2319429,390217,6656310,
2/16/2007,553412.0,,3003843,912327,5530140,515859,194320,1178622,329126.0,505917,11462.0,358890.0,,2132.0,323638.0,,,1783034.0,9630032.0,5378170,126084,425057.0,1868011.0,912327,347177,,392891,,3003843,515859,2131226,336988,5480875,
2/19/2007,830709.0,,2364669,712044,3421120,332179,295495,1052771,355481.0,543002,6906.0,345567.0,,806.0,357867.0,,,2082320.0,6373789.0,2739937,68823,274223.0,1291422.0,712044,335592,,415543,,2364669,332179,1311258,294997,6953879,
2/20/2007,1203522.0,,1942806,1564248,4854550,478396,514541,1982487,252131.0,600797,8007.0,596842.0,,1714.0,542693.0,,,1692855.0,7217369.0,4363718,85441,482693.0,1314612.0,1564248,682862,,502197,,1942806,478396,1173128,323997,7962108,
2/21/2007,1437406.0,,1708197,1723712,6925060,407831,618012,5130239,192796.0,571971,5631.0,235448.0,,1838.0,409551.0,,,1273346.0,9886556.0,4062679,90690,329867.0,1813417.0,1723712,569285,,310540,,1708197,407831,702157,408196,8540409,
2/22/2007,1473119.0,,1506600,1725803,4175880,311708,252502,2336086,172665.0,366488,8077.0,173106.0,,1370.0,558603.0,,,1422311.0,11350960.0,4359988,156238,576889.0,1022045.0,1725803,304709,,291386,,1506600,311708,698905,352839,5730287,
2/23/2007,430080.0,,1323534,1531066,3533700,413166,350136,1038947,262000.0,307852,10598.0,331281.0,,1546.0,498341.0,,,1040863.0,26281379.0,9269254,86607,152097.0,1204312.0,1531066,299632,,252347,,1323534,413166,1202041,652881,6099726,
2/26/2007,695175.0,,1289526,2367748,4286010,887996,303859,784332,284272.0,739669,6291.0,384324.0,,1843.0,344214.0,,,1462970.0,9038607.0,5108134,131543,450340.0,1274267.0,2367748,380673,,162297,,1289526,887996,870596,303939,4339411,
2/27/2007,2560164.0,,3512556,6392822,5870170,1072921,580642,2124775,1155407.0,1070750,22551.0,418312.0,,2027.0,694047.0,,,2230538.0,23400145.0,8080044,214482,511994.0,1856726.0,6392822,695585,,363772,,3512556,1072921,2396249,941924,10468731,
2/28/2007,1705920.0,,2839242,4782750,7830970,1074983,615995,2568012,870174.0,1677703,21006.0,570943.0,,3312.0,1015283.0,,,3220347.0,28152588.0,8641140,233823,445024.0,1615524.0,4782750,919303,,436986,,2839242,1074983,3640844,1049901,12732711,
3/1/2007,1370403.0,,2405307,5192449,9458900,783781,656178,1764155,881612.0,2606517,24781.0,468186.0,,7050.0,1480163.0,,,4657023.0,38615814.0,10720966,210250,796136.0,2169803.0,5192449,737137,,657369,,2405307,783781,4615133,970204,14356743,
3/2/2007,855294.0,,2701746,2982220,7107390,878890,596124,3109525,440801.0,1150925,16879.0,343185.0,,2718.0,1105206.0,,,3113220.0,19870375.0,5884318,233692,320193.0,1286255.0,2982220,470100,,450666,,2701746,878890,2068189,686403,9231566,
3/5/2007,448300.0,,2134743,3817233,7715050,583202,479628,2100977,864107.0,1713404,11992.0,405558.0,,2345.0,714286.0,,,3790849.0,25005365.0,8645246,220512,466416.0,1432334.0,3817233,574112,,416050,,2134743,583202,1908336,923392,10731388,
3/6/2007,614440.0,,2087106,2333507,3991900,651211,487343,1432734,664079.0,1205495,20054.0,454527.0,,3663.0,1328002.0,,,2544321.0,17957328.0,5466157,127699,340347.0,1504509.0,2333507,443007,,307982,,2087106,651211,2069349,796702,9778194,
3/7/2007,684544.0,,1222446,1443847,6378730,785527,1398373,1103446,671482.0,1291283,11910.0,487484.0,,2760.0,1040746.0,,,1533137.0,15104475.0,4328395,728654,430789.0,1084551.0,1443847,500159,,278528,,1222446,785527,2651984,704557,7944676,
3/8/2007,592998.0,,1314546,2063579,7170740,407531,750584,1846993,256497.0,905463,9666.0,461697.0,,1565.0,545605.0,,,1482472.0,17221941.0,5877200,299901,421987.0,1006957.0,2063579,385512,,291278,,1314546,407531,1710847,415490,7605941,
3/9/2007,651758.0,,1728240,1418473,5668280,310367,764593,1862755,1875448.0,736411,6249.0,686138.0,,1637.0,980275.0,,,2163411.0,12219928.0,5119152,238302,465845.0,911572.0,1418473,513237,,450596,,1728240,310367,1113193,368453,5002727,
