,date,LR FP Equity,2061Q FP Equity,FR FP Equity,ALO FP Equity,DSY FP Equity,SW FP Equity,CO FP Equity,TFI FP Equity,HO FP Equity,PUB FP Equity,VANTI FP Equity,AF FP Equity,EDEN FP Equity,DEXB BB Equity,MMB FP Equity,SEV FP Equity,SEV FP Equity.1,UG FP Equity,ALU FP Equity,STMPA FP Equity,VK FP Equity,GTO NA Equity,EDF FP Equity,ALO FP Equity.1,LI FP Equity,NOKIA FP Equity,SOLB BB Equity,WLN FP Equity,FR FP Equity.1,SW FP Equity.1,AC FP Equity,ATO FP Equity,VIV FP Equity,WLN FP Equity.1,MSCI FRANCE,,,
301,3/30/2000,,19.65,17.3333,204.2197,8.965,28.5129,89.6224,75.15,45.55,52.8,3097.1865,83.9739,,13090.1395,83.9,,,26.8039,43.6506,63.0333,28.2794,,,204.2197,9.9428,,12.092,,17.3333,28.5129,26.1167,99.8155,34.4936,,161.87,,,
302,3/31/2000,,19.98,17.15,246.4574,9.86,29.2136,89.057,77,42.5,56,3066.2147,80.9479,,13000.481,84.85,,,27.1889,43.5177,64,26.64,,,246.4574,10.0508,,12.5262,,17.15,29.2136,26.6431,102.084,33.9028,,161.28,,,
303,4/3/2000,,20.16,16.8,233.7946,8.21,29.6447,87.6434,69.6,42.4,52,2655.8374,82.7635,,12910.8225,73.2,,,27.6701,40.9367,58.6667,28.7713,,,233.7946,9.9428,,12.5346,,16.8,29.6447,26.3767,99.2106,31.3144,,156.43,,,
304,4/4/2000,,21.95,18.5,220.9618,7.945,29.6447,90.235,66.5,45.8,45.8,2634.1571,87.5044,,13341.1833,67,,,28.392,39.5702,56,32.3697,,,220.9618,9.9428,,12.6097,,18.5,29.6447,27.6179,92.9343,29.8232,,159.05,,,
305,4/5/2000,,20.22,19.4333,245.8625,8.2,29.6447,86.1355,61.5,40,43.1,2846.3144,90.7826,,13224.6272,70.5,,,27.0445,37.4067,58.3,32.7632,,,245.8625,9.651,,12.7684,,19.4333,29.6447,27.098,88.4728,29.9639,,154,,,
306,4/6/2000,,20.14,18.3667,246.3724,8.84,29.1058,89.6224,69.9,42.2,50,3128.1584,89.2696,,13179.798,79.95,,,27.0205,40.7089,64.6667,32.9107,,,246.3724,9.9374,,12.8519,,18.3667,29.1058,27.6179,91.7244,31.2018,,159.06,,,
307,4/7/2000,,20.36,18.5,234.5594,8.75,29.7166,92.2611,75,43,51.4,3283.0177,87.2522,,13018.4127,78.95,,,28.8732,44.6944,65.5,33.6074,,,234.5594,9.9428,,12.568,,18.5,29.7166,27.4554,94.371,32.496,,161.14,,,
308,4/10/2000,,20.36,19.5,223.7663,8.5,29.4292,92.3554,77.9,42.5,52.4,3252.0459,86.8487,,13027.3785,80.8,,,27.7904,45.1879,66.1667,35.0747,,,223.7663,9.7266,,12.5763,,19.5,29.4292,26.6951,100.1936,33.4808,,162.72,,,
309,4/11/2000,,20.32,21,226.0609,7.95,29.2854,93.2506,74.5,40.61,49,3103.3809,87.4035,,12812.1982,74.2,,,27.6701,44.144,60.3333,34.3452,,,226.0609,9.8995,,12.7183,,21,29.2854,26.8056,93.9929,32.4116,,160.07,,,
310,4/12/2000,,19.99,20.6667,238.3838,7.76,28.9261,92.8266,73.6,41.08,47.79,3190.1021,90.4296,,12946.6859,73,,,27.3333,43.2331,59.2667,34.2632,,,238.3838,9.9428,,13.3613,,20.6667,28.9261,28.0727,93.6148,31.3706,,159.42,,,
311,4/13/2000,,20.47,20.1,241.9532,7.71,28.7105,94.2402,70.4,41.43,45.32,3437.877,90.0766,,12892.8908,69.5,,,27.8867,42.3221,60.6667,34.4189,,,241.9532,9.8887,,13.2444,,20.1,28.7105,28.1052,89.6071,31.4832,,159.95,,,
312,4/14/2000,,20.5,20.3333,235.1543,7.34,28.3512,93.1564,60.1,39.5,42.5,3221.074,90.5305,,12722.5397,68.05,,,27.225,41.3732,56,31.9681,,,235.1543,9.9428,,13.044,,20.3333,28.3512,27.7933,81.6672,30.0202,,154.8,,,
313,4/17/2000,,20.7,20.3333,233.9645,7.1,27.6325,91.413,60,41.2,42.19,3193.1993,86.0922,,12812.1982,71.5,,,27.0445,40.9177,61.3,30.9025,,,233.9645,9.7807,,12.8269,,20.3333,27.6325,27.267,78.1132,29.8232,,154.43,,,
314,4/18/2000,,20.2,20.4167,225.636,7.15,27.7583,89.1983,61.8,39.09,43.5,3344.9615,87.4539,,12821.164,72.95,,,26.9964,41.8097,63.4,30.9844,,,225.636,9.7104,,12.6849,,20.4167,27.7583,27.9428,80.911,30.5266,,156.69,,,
315,4/19/2000,,21.09,19.9833,232.7748,7.45,28.8363,88.1617,65.7,37,43.52,3279.9205,86.7479,,12740.4714,78.55,,,26.4069,44.22,66,30.1647,,,232.7748,9.4781,,12.3843,,19.9833,28.8363,26.7081,84.2382,31.0612,,156.84,,,
316,4/20/2000,,21.5,19.7333,241.3583,7.25,28.7464,89.9994,67.75,38.85,45.35,3341.8643,85.2348,,12776.3348,76.4,,,27.0205,43.8404,66.3333,31.9681,,,241.3583,9.8887,,13.0189,,19.7333,28.7464,27.5009,81.2891,31.652,,158.46,,,
317,4/25/2000,,21.3,20.3167,246.2024,7.06,29.0878,90.235,66.2,38.5,45.05,3298.5037,87,,12677.7104,74.3,,,27.4295,44.3718,67.0333,32.632,,,246.2024,9.9428,,12.4594,,20.3167,29.0878,27.4229,81.8185,31.3706,,160.69,,,
318,4/26/2000,,21.98,20.6667,237.6189,8.15,29.4651,93.5334,72.8,39,49.4,3159.1303,85.7392,,13054.2761,71,,,27.3092,45.1119,68.1,33.2468,,,237.6189,9.7807,,12.7768,,20.6667,29.4651,26.981,82.2722,31.3144,,162.81,,,
319,4/27/2000,,22.52,20.2167,226.4858,7.695,29.5549,93.4391,71.85,37.61,50.65,3090.9922,83.9739,,12830.1299,71.1,,,26.828,44.2959,65.5667,32.7959,,,226.4858,9.9536,,12.5095,,20.2167,29.5549,26.968,80.533,29.6825,,159.29,,,
320,4/28/2000,,22.69,20.3333,232.9447,8.46,29.6088,94.6171,75.3,39.1,53.4,3344.9615,83.7218,,12785.3006,74.5,,,27.3814,48.3952,69.9667,32.8697,,,232.9447,9.8347,,12.426,,20.3333,29.6088,26.5456,89.9096,30.611,,163.69,,,
321,5/2/2000,,22.8,20.4167,232.8597,8.48,29.2854,,78.25,39.15,53.4,3561.7645,84.2261,,12865.9933,79.3,,,27.7784,48.9646,72,32.3779,,,232.8597,9.8347,,12.9104,,20.4167,29.2854,26.9225,98.1519,32.5242,,167.36,,,
322,5/3/2000,,22.26,21,237.5339,8.33,29.7885,90.4706,73.5,38.8,52.4,3437.877,84.4783,,13018.4127,77.4,,,27.1889,47.731,69.2667,32.5418,,,237.5339,9.7212,,12.9605,,21,29.7885,27.2929,91.9512,32.1584,,164.16,,,
323,5/4/2000,,21.52,20.9,238.7237,8.6,29.2854,90.659,75.05,39.44,55.2,3406.9052,83.6209,,12973.5834,79.85,,,27.1889,52.2858,68.9667,32.3779,,,238.7237,9.8347,,12.8102,,20.9,29.2854,27.228,93.7661,32.3554,,165.65,,,
324,5/5/2000,,21.83,20.7,231.075,8.47,31.0821,89.0098,78.6,39.39,53.4,3580.3476,83.0157,,12982.5493,79.3,,,27.225,56.1954,73,32.7878,,,231.075,9.8347,,12.8603,,20.7,31.0821,27.8128,94.5223,32.5242,,167.1,,,
325,5/8/2000,,21.36,20.6667,233.7096,8.545,30.0041,88.1146,81,39.62,54.45,3574.1533,84.4783,,12812.1982,77.7,,,27.2731,56.8407,74.3333,32.7878,,,233.7096,9.8347,,12.5262,,20.6667,30.0041,27.2605,92.2537,32.7774,,166.36,,,
326,5/9/2000,,22.34,20,229.4603,8.13,29.6627,85.6643,79,39.14,52.3,3416.1967,84.1757,,12803.2323,77,,,27.3092,54.2786,71.4,32.7878,,,229.4603,9.143,,12.6682,,20,29.6627,28.0597,88.4728,31.3706,,162.48,,,
327,5/10/2000,,22.36,19.9333,234.8144,7.94,30.3454,86.5596,76.2,38.4,49.5,3323.2811,84.4783,,12659.7787,75.3,,,28.0912,51.8114,65.75,32.7878,,,234.8144,9.7266,,12.4177,,19.9333,30.3454,29.2489,84.9188,30.2452,,159.85,,,
328,5/11/2000,,22.5,20.4167,239.6586,8,31.6031,89.2454,74.4,39.5,50.2,3344.9615,87.0505,,12677.7104,74.15,,,27.6701,52.5325,68.45,32.9599,,,239.6586,9.7266,,12.5012,,20.4167,31.6031,29.8468,92.783,30.1608,,163.08,,,
329,5/12/2000,,22.14,19.8167,250.7067,8.2,30.7946,89.9994,76,39.2,49.9,3465.7517,86.7479,,12623.9153,76.3,,,27.3694,53.4435,72.6,34.6648,,,250.7067,9.7807,,12.6264,,19.8167,30.7946,29.8923,88.4728,30.4703,,165.03,,,
330,5/15/2000,,23,19.9833,263.0295,7.86,30.7407,87.1722,72.5,40.9,49.98,3382.1277,85.7392,,12704.608,73.85,,,27.4295,53.5194,70.35,36.1075,,,263.0295,9.9212,,12.7434,,19.9833,30.7407,30.6396,88.3216,30.5266,,163.72,,,
331,5/16/2000,,23.51,19.6333,262.6046,8.06,31.2617,87.6434,74.15,41.4,51.1,3558.6673,83.2679,,12812.1982,77.85,,,27.6701,55.3224,74.25,35.5829,,,262.6046,9.8347,,12.8519,,19.6333,31.2617,30.4121,89.5315,32.074,,167.85,,,
332,5/17/2000,,23.16,19.7667,254.8709,7.95,30.6509,87.2664,74.1,40.38,49.6,3499.8208,83.4696,,13090.1395,75.95,,,27.4055,55.0757,71.4,36.0665,,,254.8709,9.7807,,12.4845,,19.7667,30.6509,29.5609,86.2043,32.2991,,165.13,,,
333,5/18/2000,,22.72,20.15,254.9559,8.08,30.5431,87.8318,73.2,41.05,48.42,3394.5164,83.7722,,13251.5248,72.45,,,26.9242,53.1399,73,35.7632,,,254.9559,9.8563,,12.6766,,20.15,30.5431,29.7623,81.3648,31.9333,,165.62,,,
334,5/19/2000,,22.01,20.3,243.058,7.52,30.4712,87.879,68,38.09,45.5,3292.3093,82.7131,,13224.6272,68.75,,,26.8641,50.2361,66.4,34.6321,,,243.058,9.8779,,12.4511,,20.3,30.4712,28.5926,78.6425,29.9639,,159.24,,,
335,5/22/2000,,21.63,19.7167,254.9559,7.1,30.5431,91.413,62,38.15,40.83,2942.3272,80.847,,13090.1395,65.45,,,26.9964,48.2529,62.15,35.0501,,,254.9559,9.8887,,12.426,,19.7167,30.5431,29.0475,73.3493,29.7951,,156.38,,,
336,5/23/2000,,21.32,19.75,251.9814,7.2,30.8844,89.057,64.3,37.5,39.89,3001.1737,78.4765,,13090.1395,64,,,26.9002,49.6763,64.05,33.7386,,,251.9814,9.8239,,12.5847,,19.75,30.8844,30.0092,76.9789,29.8232,,157.69,,,
337,5/24/2000,,21.15,19.7667,251.7265,6.42,30.5431,91.6486,60,38.02,38.15,2946.973,77.6696,,13329.4684,59.8,,,26.3468,47.0478,58,32.4353,,,251.7265,9.8887,,12.3008,,19.7667,30.5431,29.3399,70.3246,28.9792,,154.11,,,
338,5/25/2000,,21.12,19.75,244.7577,6.89,30.7946,88.2088,67,37.92,39.3,3162.2274,81.4018,,13383.7267,65.3,,,26.5874,48.3003,62.75,34.3206,,,244.7577,9.8887,,12.426,,19.75,30.7946,28.8915,78.2644,29.8232,,156.94,,,
339,5/26/2000,,21.25,19.1833,242.2081,6.82,30.9922,85.7586,66,38.35,39.8,3193.1993,81.7044,,13139.5641,65,,,26.6475,50.5778,61.9,33.6894,,,242.2081,9.7266,,12.2757,,19.1833,30.9922,29.2424,75.6934,29.57,,156.8,,,
340,5/29/2000,,21.35,19,247.3072,7.2,30.9024,87.4549,68.9,38.11,40.2,3224.1712,82.7131,,13139.5641,68.25,,,26.6115,52.8552,60.8,32.6484,,,247.3072,9.8887,,12.3175,,19,30.9024,28.963,75.6934,29.9639,,158.84,,,
341,5/30/2000,,21.69,18.7667,235.4943,8,31.0461,89.5282,71,41.6,42.65,3217.9768,84.9826,,13112.435,71.7,,,26.6596,56.1764,63.05,31.8451,,,235.4943,9.9428,,12.2841,,18.7667,31.0461,27.7218,77.1302,31.455,,162.17,,,
342,5/31/2000,,21.11,18.1,243.058,8.15,31.1,89.9994,69,41.6,44.27,3453.363,87.2522,,13157.6503,75,,,26.4671,56.2713,63.9,31.9681,,,243.058,9.8833,,12.0252,,18.1,31.1,28.2027,79.3987,32.3554,,165.07,,,
343,6/2/2000,,22.18,18.0333,251.5565,8.28,32.8069,93.5805,73.7,42.95,46.5,3580.3476,88.1096,,13157.6503,78.9,,,26.816,61.6802,71,31.9599,,,251.5565,9.9482,,12.0335,,18.0333,32.8069,29.7948,86.9605,33.4245,,171.42,,,
344,6/5/2000,,21.76,19.3333,254.1061,8.9,32.8787,92.7323,71.8,42.55,47,3493.6264,90.7826,,13248.0808,76.55,,,26.9363,61.5853,70,31.8041,,,254.1061,9.9428,,12.2089,,19.3333,32.8787,29.2424,86.1287,33.2557,,171.24,,,
345,6/6/2000,,21.56,19.5,253.2562,8.67,31.9804,93.1564,69.4,42.7,44.4,3521.5011,92.6992,,13284.2531,77.5,,,26.9844,59.64,68.9,31.1484,,,253.2562,9.9698,,12.117,,19.5,31.9804,28.7876,83.9358,33.537,,169.38,,,
346,6/7/2000,,23.42,19.6,239.9135,8.69,31.9085,93.2506,67.5,42.7,42.3,3561.7645,91.7913,,13474.1573,77.8,,,27.213,58.5487,67.95,31.3533,,,239.9135,10.04,,12.1505,,19.6,31.9085,28.3977,82.4234,32.6086,,167.03,,,
347,6/8/2000,,23.7,19.6667,241.7832,8.865,32.1421,92.7323,68.8,44.02,45,3620.6111,94.8174,,13636.9324,80,,,27.2009,60.8736,71.1,30.9844,,,241.7832,10.0508,,11.8582,,19.6667,32.1421,27.9428,86.2043,32.6367,,167.79,,,
348,6/9/2000,,23.92,19.05,240.9333,8.88,31.9804,92.7323,67.8,44,46.6,3642.2914,95.6244,,13980.5686,79.3,,,27.2852,62.4393,71.7,30.9025,,,240.9333,10.0184,,11.9834,,19.05,31.9804,27.7413,83.1796,32.6367,,168.51,,,
349,6/13/2000,,23.4,18.3333,242.1231,8.5,32.1241,90.4706,68.25,44.06,46,3623.7082,93.3044,,13700.2338,79.6,,,26.9724,61.1583,66.9,31.3943,,,242.1231,10.0725,,11.9333,,18.3333,32.1241,28.1052,85.4481,32.3835,,167.85,,,
350,6/14/2000,,23.64,18.2833,233.7096,9.1,32.2499,89.9994,71.2,43.5,47.5,3868.386,92.8,,13410.8559,79.5,,,27.1528,62.1072,68.45,31.9681,,,233.7096,10.0184,,11.8331,,18.2833,32.2499,28.1052,84.6163,29.1198,,170.03,,,
351,6/15/2000,,23.73,18.1667,240.1685,8.9,31.5672,89.9994,70.5,43.39,47.2,3614.4167,89.2696,,13817.7935,80,,,27.9829,61.7276,65,31.9353,,,240.1685,10.04,,11.7747,,18.1667,31.5672,28.5926,80.533,27.699,,167.47,,,
352,6/16/2000,,23.12,18.4667,231.33,9.15,31.8726,90.0936,71.7,43.75,48,3759.9844,92.3461,,14197.602,79.5,,,27.5258,63.8153,65.4,34.0993,,,231.33,10.0508,,11.7162,,18.4667,31.8726,27.9948,79.5499,27.8538,,166.25,,,
353,6/19/2000,,23.61,18.8333,230.3102,9.42,31.2977,90.3763,74,43.5,47.55,3995.3706,92.2957,,14288.0326,83.45,,,27.7303,64.8591,67.65,35.5747,,,230.3102,10.0508,,11.5074,,18.8333,31.2977,28.9175,81.6672,27.1363,,167.34,,,
354,6/20/2000,,23.3,19,238.2988,9.82,31.8906,92.3554,72.45,44.79,41.8,3989.1762,92.5983,,14197.602,86.95,,,27.5378,67.3737,71.75,35.6567,,,238.2988,9.8833,,11.5909,,19,31.8906,28.6121,82.1965,24.787,,168.54,,,
355,6/21/2000,,23.15,18.4667,238.0438,9.74,31.0821,92.9208,73.7,42.24,41.1,3899.3578,91.7913,,14125.2575,85.25,,,26.4911,68.5125,72.85,35.0009,,,238.0438,9.8347,,11.4406,,18.4667,31.0821,28.1702,81.8185,25.1669,,166.94,,,
356,6/22/2000,,23.49,18.3833,239.9135,9.8,29.8244,91.413,74,42.23,42.3,4088.2862,91.287,,14161.4298,83,,,26.4671,68.7971,70.1,35.3288,,,239.9135,10.2021,,11.5492,,18.3833,29.8244,27.2929,80.8354,26.1094,,166.51,,,
357,6/23/2000,,23,18.5333,250.7067,9.5,31.2617,89.5282,74.3,43.27,41.5,4144.0356,92.2957,,14215.6881,81.25,,,25.6971,67.8482,72.75,35.4108,,,250.7067,10.1589,,11.5074,,18.5333,31.2617,26.7081,75.6178,26.447,,168.29,,,
358,6/26/2000,,23,19.05,246.4574,9.58,31.9085,89.9994,73.45,42,41.8,4209.0765,89.8244,,14288.0326,81.35,,,26.034,67.3737,72.1,35.6731,,,246.4574,10.1589,,11.5074,,19.05,31.9085,28.2027,76.374,26.447,,169.39,,,
359,6/27/2000,,22.6,19.45,246.4574,9.9,32.3397,89.5753,74.9,40.6,41,4249.3399,92.2957,,14197.602,84.75,,,26.046,66.3299,70.35,38.3617,,,246.4574,10.267,,11.5993,,19.45,32.3397,28.4366,75.6178,26.1797,,168.85,,,
360,6/28/2000,,21.9,19.3333,251.7265,9.45,32.5014,92.0255,74.2,43.21,40.6,4212.1737,90.7826,,14152.3867,84.15,,,26.7438,65.7131,69.75,38.2797,,,251.7265,10.2616,,11.4573,,19.3333,32.5014,28.0532,74.2945,26.1516,,169.82,,,
361,6/29/2000,,21.94,18.5167,249.7718,9.05,32.9506,91.837,73,42.38,40.7,3964.3988,91.287,,13890.138,81,,,25.3603,60.8262,63.5,36.0665,,,249.7718,10.3318,,11.3989,,18.5167,32.9506,27.9298,71.7613,25.3357,,164.33,,,
362,6/30/2000,,22,18.6667,240.5934,9.77,34.1364,91.413,73,41.26,41.1,4199.7849,91.287,,13971.5255,80,,,25.2881,65.1912,66,36.0665,,,240.5934,10.3751,,11.7747,,18.6667,34.1364,27.8973,74.1054,26.0109,,165.64,,,
363,7/3/2000,,21.8,19,257.5055,9.715,34.316,92.4967,72,40.91,40.9,4162.6187,90.7826,,14061.9561,78,,,26.7077,65.7131,69.2,36.8862,,,257.5055,10.3697,,12.1087,,19,34.316,28.2027,72.8199,25.8843,,167.45,,,
364,7/4/2000,,21.9,18.6667,265.5791,9.8,33.1123,98.3867,74,42,41.09,4026.3425,90.7826,,14143.3436,77.25,,,26.9844,68.6073,66.5,36.8206,,,265.5791,10.4669,,12.092,,18.6667,33.1123,27.9493,73.3493,26.4611,,166.81,,,
365,7/5/2000,,20.96,18.4833,259.2052,10.03,32.2499,100.1773,74.2,40.91,41.51,4175.0074,89.7739,,14161.4298,76.8,,,27.598,66.4248,62.3,36.5174,,,259.2052,10.548,,12.0335,,18.4833,32.2499,27.4879,72.5931,26.1656,,165.98,,,
366,7/6/2000,,19.9,18.85,250.7067,10.39,33.0764,100.1773,73.05,43.01,42.39,3964.3988,91.9931,,14089.0853,76.05,,,27.7784,68.2752,63,36.4764,,,250.7067,10.4831,,11.925,,18.85,33.0764,27.1955,71.6101,25.6311,,166.09,,,
367,7/7/2000,,19.5,19.4667,255.8058,10.01,32.5733,102.9103,72,44.25,43.1,4088.2862,90.5305,,14269.9465,76.5,,,27.6942,70.6001,66.5,36.7223,,,255.8058,10.3751,,11.8164,,19.4667,32.5733,28.6576,72.5931,25.3357,,169.08,,,
368,7/10/2000,,,19.3667,245.6075,10.25,32.3577,100.46,72,42.6,42.89,4057.3144,90.7826,,14170.4728,77.1,,,26.9964,70.6001,65.05,36.2305,,,245.6075,10.5804,,12.1087,,19.3667,32.3577,28.3002,74.6348,25.3216,,167.39,,,
369,7/11/2000,,,19.0333,254.531,10.3,32.9865,99.8003,73.5,44,41.9,3995.3706,95.3218,,14315.1618,77.25,,,27.6701,72.9724,67.1,36.4846,,,254.531,10.6885,,12.1421,,19.0333,32.9865,29.171,75.2397,24.5479,,167.21,,,
370,7/12/2000,,,19,248.582,10.75,33.0764,103.4757,75,41.9,41.4,4150.2299,96.5826,,14468.8937,77,,,27.3092,73.1147,67.25,37.2961,,,248.582,10.6452,,12.1087,,19,33.0764,29.8858,74.8238,24.9136,,168.57,,,
371,7/13/2000,,,18.8667,254.361,10.98,33.7052,104.6066,79.7,43.83,40.92,4168.8131,96.9357,,14423.6785,77.5,,,26.9964,75.5345,68.25,36.4928,,,254.361,10.602,,12.1672,,18.8667,33.7052,30.1522,74.8616,24.7589,,169.45,,,
372,7/17/2000,,,19,249.4319,10.94,33.256,103.6642,85.4,46.04,40.75,4354.6443,100.8696,,14242.8173,78.3,,,27.1769,77.4324,72,36.5583,,,249.4319,10.6885,,12.0252,,19,33.256,29.9573,80.3817,24.8152,,170.58,,,
373,7/18/2000,,,18.9333,254.9559,10.68,31.5672,104.5124,82.15,44.35,41,4459.9486,100.8696,,14233.7742,78.5,,,27.6701,74.5856,67.5,36.6813,,,254.9559,10.5804,,12.1254,,18.9333,31.5672,29.2489,79.7768,24.8574,,168.04,,,
374,7/19/2000,,,17.75,255.8058,10.4,31.7828,102.4391,80.7,44.4,42.41,4552.8642,103.3913,,14260.9034,78,,,27.2611,72.5928,68.6,36.4764,,,255.8058,10.6128,,12.0085,,17.75,31.7828,29.5869,77.8863,25.1528,,167.47,,,
375,7/20/2000,,,17.9333,248.2421,9.44,31.4414,105.549,81,45.54,42.7,4435.1711,104.4,,14369.4201,76.6,,,27.5258,74.5856,70,36.1075,,,248.2421,10.7695,,12.0252,,17.9333,31.4414,29.4049,77.8863,25.5748,,168.96,,,
376,7/21/2000,,,18.1667,250.7067,9.45,31.136,104.5124,80.15,46.9,42.65,4571.4473,103.3913,,,75.3,,,27.5258,73.6841,67.5,36.8042,,,250.7067,10.7533,,,,18.1667,31.136,29.5024,81.7428,25.6029,,166.26,,,
377,7/24/2000,,,17.6667,246.9673,9.68,31.2438,104.1354,77.6,46.13,42.3,4490.9205,100.8696,,14342.2909,72.5,,,28.4882,76.8156,65.75,36.4764,,,246.9673,10.9154,,12.1672,,17.6667,31.2438,29.6323,79.0962,25.5467,,167.41,,,
378,7/25/2000,,,17.5167,262.1797,9.755,30.8126,104.1354,75.25,47,41.97,4707.7235,97.3392,,14423.6785,73.65,,,27.1769,75.06,65.9,36.2305,,,262.1797,11.0775,,12.1922,,17.5167,30.8126,29.3464,81.2891,25.1246,,166.52,,,
379,7/26/2000,,,17.3833,263.4544,9.755,30.5431,104.1354,76.1,45.94,42.25,4398.0049,98.3479,,14360.377,74.5,,,26.9603,73.5418,65.8,36.1485,,,263.4544,11.0775,,12.2006,,17.3833,30.5431,29.5154,79.3987,25.0121,,167.29,,,
380,7/27/2000,,,17.0167,268.1286,9.45,30.7227,103.6642,79.65,46.85,41.61,4490.9205,98.2974,,14251.8603,72.75,,,26.5874,76.3885,61.35,35.9682,,,268.1286,10.9154,,12.3592,,17.0167,30.7227,29.5414,78.6425,24.984,,167.45,,,
381,7/28/2000,,,16.7833,264.3043,8.935,30.6329,102.816,79.4,46.41,41.75,4298.8949,98.2974,,14197.602,70.65,,,26.5032,73.3994,59.05,35.0829,,,264.3043,10.9695,,12.3509,,16.7833,30.6329,29.3529,77.7351,24.3369,,165.1,,,
382,7/31/2000,,,16.6667,224.8711,9,30.5251,105.3605,80.2,47,40.71,4459.9486,97.9948,,14333.2479,69.85,,,26.3949,75.5345,61.4,35.0829,,,224.8711,10.9695,,12.3008,,16.6667,30.5251,29.8923,80.911,24.2525,,168.47,,,
383,8/1/2000,,,17.05,220.7918,8.73,30.4532,105.172,80.3,45.61,41.1,4555.9614,101.1218,,14251.8603,74.85,,,26.2265,74.8228,62.3,35.0829,,,220.7918,11.1856,,12.0836,,17.05,30.4532,31.3154,80.911,24.0836,,168.14,,,
384,8/2/2000,,,16.95,222.6615,8.62,31.7468,106.0202,81,47.5,40.85,4503.3092,99.9113,,14179.5159,75,,,26.6716,72.1184,61.3,34.8534,,,222.6615,11.1316,,12.092,,16.95,31.7468,31.1205,79.2475,24.1962,,167.83,,,
385,8/3/2000,,,17.45,220.9618,8.305,33.2381,102.9103,80.4,42.96,40.59,4509.5036,98.0957,,14152.3867,71.7,,,26.2385,67.3737,57.1,37.2551,,,220.9618,11.1424,,12.1588,,17.45,33.2381,30.3861,76.374,23.1552,,163.25,,,
386,8/4/2000,,,17.9333,231.585,8.32,32.5194,103.7584,80,45.21,40.4,4534.2811,98.3479,,14170.4728,70.85,,,26.7678,70.7899,59.6,39.1158,,,231.585,11.0235,,12.4678,,17.9333,32.5194,30.5746,79.4743,23.6476,,166.09,,,
387,8/7/2000,,,17.3333,229.2904,8.55,32.6991,104.8893,79.15,46.81,41.5,4552.8642,98.8522,,14242.8173,70.55,,,26.7558,72.6877,58.5,38.8535,,,229.2904,11.0235,,12.5429,,17.3333,32.6991,31.3219,77.1302,23.8586,,167.64,,,
388,8/8/2000,,,17.2833,229.3753,8.77,32.717,104.4181,79.9,46.54,41.9,4410.3936,105.4087,,14378.4632,69.7,,,26.6115,74.3958,58.5,36.8862,,,229.3753,11.1208,,12.5847,,17.2833,32.717,31.1919,78.2644,23.6335,,167.77,,,
389,8/9/2000,,,17.25,225.9759,9.04,32.2858,100.6485,80.1,46.45,42.18,4456.8514,103.5931,,14586.4535,69.2,,,26.3588,76.7681,61.05,36.8862,,,225.9759,11.0235,,12.5763,,17.25,32.2858,30.5161,78.2644,23.943,,168.88,,,
390,8/10/2000,,,17.6667,224.7861,9.025,32.0343,100.5543,76.35,47.55,43.51,4404.1992,105.4087,,14631.6688,67.95,,,26.1663,76.2462,62.95,37.378,,,224.7861,10.9154,,12.5596,,17.6667,32.0343,29.8923,77.5082,24.0836,,168.89,,,
391,8/11/2000,,,17.8333,221.8116,8.9,31.7648,101.8736,76.4,48.25,44.5,4459.9486,105.1566,,14577.4105,69,,,26.0701,74.1586,61.1,37.46,,,221.8116,10.8074,,12.593,,17.8333,31.7648,30.2172,78.1888,24.1681,,168.58,,,
392,8/14/2000,,,18.0333,223.5114,9,32.2679,103.0045,76.05,47.97,44.78,4552.8642,104.4,,14649.7549,71.1,,,26.2265,75.7243,63.1,38.0748,,,223.5114,11.0235,,12.6682,,18.0333,32.2679,30.6331,79.5499,24.2665,,170.08,,,
393,8/15/2000,,,18.7167,218.8372,8.89,32.8608,101.7794,74.95,48.47,44.7,4754.1813,103.3913,,14631.6688,71.8,,,25.8656,75.0126,66.55,37.7059,,,218.8372,11.0127,,12.7684,,18.7167,32.8608,30.932,80.1549,24.2806,,170.85,,,
394,8/16/2000,,,18.9667,216.2876,8.76,32.8967,100.7427,75.25,49.5,45.5,4924.5266,105.4087,,14631.6688,71,,,25.9017,77.4798,66,37.7469,,,216.2876,10.7911,,12.5262,,18.9667,32.8967,31.3284,83.1796,23.9711,,172.1,,,
395,8/17/2000,,,19.1667,214.5879,8.885,32.5194,98.8579,75,49.9,43.8,4899.7491,104.9548,,14568.3674,71,,,26.1543,78.4287,67.1,39.0994,,,214.5879,10.8182,,12.2256,,19.1667,32.5194,31.6663,83.1796,23.6335,,170.86,,,
396,8/18/2000,,,18.9333,212.4633,8.8,32.2858,99.7061,74,49.32,41.79,4961.6928,105.1566,,14559.3243,69.5,,,26.1062,80.6587,68.65,38.3289,,,212.4633,11.0019,,12.3008,,18.9333,32.2858,31.1919,87.7166,23.3662,,169.78,,,
397,8/21/2000,,,18.5,212.3783,8.65,32.3038,100.46,74.45,49.76,41.1,4775.8616,105.1566,,14505.066,70,,,25.9017,79.3302,68.6,38.5748,,,212.3783,10.9154,,12.3509,,18.5,32.3038,30.6721,84.7676,23.3521,,169.18,,,
