,date,LR FP Equity,2061Q FP Equity,FR FP Equity,ALO FP Equity,DSY FP Equity,SW FP Equity,CO FP Equity,TFI FP Equity,HO FP Equity,PUB FP Equity,VANTI FP Equity,AF FP Equity,EDEN FP Equity,DEXB BB Equity,MMB FP Equity,SEV FP Equity,SEV FP Equity.1,UG FP Equity,ALU FP Equity,STMPA FP Equity,VK FP Equity,GTO NA Equity,EDF FP Equity,ALO FP Equity.1,LI FP Equity,NOKIA FP Equity,SOLB BB Equity,WLN FP Equity,FR FP Equity.1,SW FP Equity.1,AC FP Equity,ATO FP Equity,VIV FP Equity,WLN FP Equity.1,MSCI FRANCE,,,
3397,5/30/2012,25.69,,11.6533,22.3515,7.359,43.0502,67.82,6,23.65,37.665,11.8941,17.7026,21.805,170,19.745,8.81,8.81,6.7932,1.2336,4.074,260.7692,50.33,13.6927,22.3515,24.835,,14.2331,,11.6533,43.0502,24.35,32.6102,3.7693,,84.59,,,
3398,5/31/2012,24.33,,11.395,21.7859,7.354,43.0796,67.79,5.953,23.91,37.41,13.5018,17.1226,21.335,160,19.15,8.784,8.784,6.5972,1.1937,4.119,250.7636,51.51,13.7991,21.7859,25.05,,14.153,,11.395,43.0796,23.985,33.442,3.7969,,84.56,,,
3399,6/1/2012,23.775,,11.0333,21.6746,7.161,42.2576,66.28,5.727,23.315,36.905,14.4462,16.8099,20.69,160,18.74,8.644,8.644,6.4748,1.1539,3.983,247.9404,49.975,13.276,21.6746,24.82,,13.6569,,11.0333,42.2576,23.525,31.8729,3.7577,,82.63,,,
3400,6/4/2012,23.63,,10.86,21.4706,7.074,41.7145,65.1,5.616,23.26,36.67,13.7047,16.7393,20.595,160,18.71,8.685,8.685,6.4954,1.1387,4.006,244.7851,49.835,13.4134,21.4706,24.895,,13.4432,,10.86,41.7145,23.23,32.6026,3.7722,,82.7,,,
3401,6/5/2012,23.745,,11.0217,21.9064,7.083,42.0962,66.33,5.665,23.365,36.805,14.1886,17.047,20.69,150,18.965,8.58,8.58,6.6021,1.1416,4.048,237.4366,50.95,13.3691,21.9064,25.085,,13.4515,,11.0217,42.0962,23.63,32.5232,3.749,,83.57,,,
3402,6/6/2012,24.385,,11.2817,23.1489,7.099,42.8374,65.58,5.848,23.95,37.75,14.7505,17.0318,21.03,160,19.41,8.946,8.946,6.8858,1.1814,4.112,244.7436,50.5,13.8212,23.1489,26.045,,13.7906,,11.2817,42.8374,23.87,32.8937,3.8115,,85.55,,,
3403,6/7/2012,24.79,,11.6217,23.0886,7.216,43.9162,65.52,5.895,24.185,37.885,15.3983,16.9663,21.26,150,19.54,8.929,8.929,6.8726,1.2023,4.258,244.9512,51.84,13.5774,23.0886,25.735,,14.1663,,11.6217,43.9162,24.625,33.7142,3.951,,86.01,,,
3404,6/8/2012,24.975,,11.33,22.829,7.262,43.9676,64.22,5.906,23.895,37.8,15.3749,17.1579,21,160,19.56,8.947,8.947,6.6501,1.1871,4.227,237.9348,51.22,13.8656,22.829,25.565,,13.849,,11.33,43.9676,24.265,33.2567,3.9452,,85.49,,,
3405,6/11/2012,24.92,,11.3333,22.6297,7.266,43.7034,64.64,5.751,23.96,37.64,15.6168,16.5275,21.305,160,19.31,8.76,8.76,6.4756,1.1672,4.128,230.1295,52.21,13.604,22.6297,25.18,,14.0344,,11.3333,43.7034,22.7,33.6348,3.935,,85.25,,,
3406,6/12/2012,25.185,,11.2183,22.7317,7.261,43.674,64.69,5.6,24.065,37.57,14.852,16.2198,21.38,150,18.855,8.85,8.85,6.2572,1.1596,4.119,225.3551,52.59,13.7414,22.7317,25.045,,14.0578,,11.2183,43.674,22.84,33.1395,3.9525,,85.3,,,
3407,6/13/2012,24.615,,10.7883,21.605,7.22,43.674,64.73,5.391,23.585,36.96,14.3369,15.7407,21.2,140,18.72,8.881,8.881,6.2051,1.134,4.12,219.8333,52.6,13.6173,21.605,24.96,,13.7438,,10.7883,43.674,22.445,33.0828,3.9641,,84.84,,,
3408,6/14/2012,24.91,,10.5467,21.605,7.122,43.5786,65.05,5.4,23.47,36.8,14.9222,15.4078,21.165,150,18.965,9.123,9.123,6.0719,1.1216,4.006,215.0173,52.3,13.9897,21.605,25.235,,13.4381,,10.5467,43.5786,22.39,32.9769,3.9932,,84.89,,,
3409,6/15/2012,25.48,,10.75,22.4674,7.14,43.6373,66.15,5.722,23.98,37.355,15.3827,16.1391,21.015,140,19.96,9.733,9.733,6.215,1.1738,4.137,224.1926,52.8,14.3975,22.4674,25.66,,13.3713,,10.75,43.6373,22.79,33.6802,4.0353,,86.38,,,
3410,6/18/2012,25.6,,10.95,22.3747,7.247,44.107,66.04,5.645,24.225,37.38,15.4061,15.9223,21.2,130,19.99,9.48,9.48,6.1654,1.1786,4.259,224.2756,53.17,14.8009,22.3747,25.3,,13.1342,,10.95,44.107,22.8,33.5554,3.9525,,85.89,,,
3411,6/19/2012,26,,11.0683,22.9542,7.317,44.2391,66.92,5.78,24.485,37.6,16.2178,16.4417,20.9,130,20.3,9.562,9.562,6.3763,1.2383,4.411,230.8768,53.82,14.8718,22.9542,25.51,,13.8206,,11.0683,44.2391,23.55,33.6764,4.0571,,87.26,,,
3412,6/20/2012,26.1,,11.2533,23.4271,7.44,44.107,66.92,5.893,24.705,37.625,16.9982,17.3496,21.13,140,20.685,9.693,9.693,6.7932,1.264,4.569,237.9763,53.32,15.1954,23.4271,25.3,,13.6135,,11.2533,44.107,24.225,34.7426,4.0789,,87.53,,,
3413,6/21/2012,26.06,,11.0833,23.4271,7.374,44.2978,65.93,6.139,25.265,37.8,16.1788,18.3028,21.285,130,20.66,9.466,9.466,6.5194,1.2412,4.515,239.3463,53.7,14.8762,23.4271,25.03,,13.2394,,11.0833,44.2978,23.97,35.0262,4.06,,87.18,,,
3414,6/22/2012,25.615,,10.865,22.9727,7.3,44.107,65.93,6.035,25.4,36.925,15.2188,18.8122,20.94,130,20.6,9.357,9.357,6.3631,1.2336,4.43,237.395,52.01,15.1377,22.9727,25.065,,12.4544,,10.865,44.107,23.41,34.2889,4.0717,,86.51,,,
3415,6/25/2012,25.33,,10.4,22.1707,7.18,44.1878,65.68,5.949,25.125,35.775,15.2813,18.2019,21.09,140,20.025,9.013,9.013,5.9934,1.1672,4.241,230.6693,52.31,14.8053,22.1707,24.6,,12.3425,,10.4,44.1878,22.965,34.425,3.9452,,84.69,,,
3416,6/26/2012,24.95,,10.385,21.8322,7.118,44.0336,65.61,5.822,24.665,35.95,15.1174,18.0557,21.29,130,19.81,8.93,8.93,5.9214,1.1482,4.021,233.6585,51.62,14.5748,21.8322,24.68,,12.4928,,10.385,44.0336,23.06,34.1452,3.9001,,84.4,,,
3417,6/27/2012,25.595,,10.2283,22.4303,7.266,44.3712,67.19,6.072,25.395,35.66,15.3047,18.1313,21.56,130,20.235,9.19,9.19,5.9867,1.2118,4.031,240.0521,54.64,15.0003,22.4303,25.365,,12.1905,,10.2283,44.3712,23.51,34.5611,3.9103,,85.82,,,
3418,6/28/2012,25.425,,10.2167,21.466,7.169,44.3199,66.99,6.025,25.4,35.53,14.4384,17.9699,21.1,130,20.62,9.092,9.092,6.0968,1.1852,4.118,251.9676,55.92,15.2973,21.466,25.075,,12.0302,,10.2167,44.3199,23.325,34.028,4.1269,,85.51,,,
3419,6/29/2012,26.755,,10.83,23.1165,7.392,45.0611,69.31,6.29,26.02,36.05,14.5867,18.9584,22.345,130,21.99,8.465,8.465,6.4127,1.2346,4.324,267.1213,56.59,15.5589,23.1165,25.9,,12.9905,,10.83,45.0611,24.68,35.6311,4.2534,,89.43,,,
3420,7/2/2012,27.155,,11.07,23.5291,7.528,45.1492,70,6.425,26.67,36.885,14.7505,18.8828,22.45,170,22.53,8.399,8.399,6.1629,1.2431,4.312,269.7784,58.52,15.847,23.5291,26.27,,12.7233,,11.07,45.1492,24.885,36.1604,4.3043,,90.67,,,
3421,7/3/2012,27.15,,11.3167,24.206,7.583,45.2739,70.05,6.53,26.74,37.39,15.6637,19.6343,22.8,200,22.53,8.358,8.358,6.3879,1.2573,4.339,267.7026,58.88,15.417,24.206,26.3,,13.2127,,11.3167,45.2739,25.16,35.9449,4.3217,,91.51,,,
3422,7/4/2012,27.06,,11.5233,24.3219,7.562,45.5308,69.46,6.76,27.16,37.4,15.6871,20.3958,22.82,270,22.52,8.42,8.42,6.5227,1.2497,4.383,270.4842,58.4,15.4214,24.3219,26.38,,13.1409,,11.5233,45.5308,25.33,36.3154,4.3406,,91.44,,,
3423,7/5/2012,27.03,,11.36,24.0113,7.585,45.2592,69.45,6.75,26.945,37.325,15.5388,19.6191,22.86,250,22.305,8.389,8.389,6.3441,1.2232,4.331,281.4862,57.89,15.3372,24.0113,26.35,,12.8219,,11.36,45.2592,25.11,36.3835,4.3144,,90.45,,,
3424,7/6/2012,26.645,,10.9867,23.1072,7.451,45.0244,68.11,6.39,26.64,37.165,15.2891,20.4765,22.37,210,21.84,8.28,8.28,5.8552,1.1805,4.133,265.5021,57.48,15.151,23.1072,26.49,,12.8235,,10.9867,45.0244,24.7,35.3816,4.2505,,88.86,,,
3425,7/9/2012,26.46,,10.9833,23.0191,7.411,44.9437,67.05,6.542,26.425,36.53,14.8286,20.5824,22.53,220,22.165,8.33,8.33,5.8693,1.1624,4.06,271.5636,58.11,15.0181,23.0191,26.165,,12.6264,,10.9833,44.9437,24.46,34.9392,4.3304,,88.52,,,
3426,7/10/2012,26.485,,11.1117,23.2046,7.537,42.7053,67.6,6.5,26.55,36.89,14.9925,21.5155,22.2,210,22.285,8.424,8.424,5.957,1.1653,4.011,273.7641,59.77,14.9516,23.2046,26.1,,12.7968,,11.1117,42.7053,24.875,35.5933,4.3391,,89.05,,,
3427,7/11/2012,26.3,,11.0583,22.6389,7.56,42.7713,65.65,6.38,26.22,36.045,15.0783,21.0061,21.61,220,21.78,8.325,8.325,5.909,1.1691,3.911,274.0962,59.52,15.0003,22.6389,26.22,,12.725,,11.0583,42.7713,24.565,35.0867,4.3246,,88.51,,,
3428,7/12/2012,25.945,,10.8833,22.3329,7.472,42.786,64.88,6.21,25.96,36.575,14.6413,20.4009,21,210,22.285,8.181,8.181,5.8064,1.1378,3.876,270.2766,60.76,14.8363,22.3329,26.18,,12.5012,,10.8833,42.786,24.22,35.1472,4.4293,,87.89,,,
3429,7/13/2012,26.365,,11.0533,23.0237,7.479,43.2777,64.9,6.272,26.3,37.435,14.6725,20.3101,21.11,210,22.73,8.386,8.386,5.3623,1.1216,3.866,280.3653,62,14.9516,23.0237,26.5,,12.7751,,11.0533,43.2777,24.755,35.7748,4.5848,,89.17,,,
3430,7/16/2012,26.52,,11.1883,23.0794,7.39,43.0722,64.89,6.541,26.63,37.345,14.4384,20.0579,21.225,200,22.67,8.562,8.562,4.9975,1.0761,3.855,280.2407,61.81,15.0491,23.0794,26.62,,12.9655,,11.1883,43.0722,24.99,35.684,4.5921,,89.17,,,
3431,7/17/2012,26.565,,11.1817,23.1906,7.337,43.2337,65.04,6.62,26.785,37.36,13.5018,19.2812,21.135,220,22.665,8.65,8.65,4.8519,0.8635,3.801,280.2822,61.06,15.3284,23.1906,26.66,,13.1325,,11.1817,43.2337,24.845,35.3362,4.5354,,89.1,,,
3432,7/18/2012,27.05,,11.5,24.0205,7.518,44.0043,65.16,6.751,26.855,37.76,13.5215,19.5637,21.22,230,22.625,8.748,8.748,5.0438,0.8569,4.076,284.3509,61.9,15.55,24.0205,26.575,,13.363,,11.5,44.0043,25.055,35.5782,4.6095,,90.66,,,
3433,7/19/2012,27.235,,11.795,24.7716,7.661,44.4813,66.45,6.843,27.205,38.45,13.7282,20.1285,21.9,220,22.74,9.076,9.076,5.4293,0.9043,4.171,297.9686,63.2,15.448,24.7716,26.87,,13.8256,,11.795,44.4813,25.415,35.5895,4.5543,,91.53,,,
3434,7/20/2012,27.085,,11.7617,24.0994,7.688,44.4006,65.45,6.65,26.92,39.475,13.6805,19.5889,21.63,210,22.155,8.585,8.585,5.4301,0.8692,3.974,293.5262,62.77,14.5748,24.0994,26.37,,13.6386,,11.7617,44.4006,25.12,35.7672,4.3944,,89.71,,,
3435,7/23/2012,26.05,,11.555,23.0098,7.554,43.4539,62.8,6.324,25.77,38.94,13.1956,18.5197,21.1,210,21.41,8.235,8.235,5.3805,0.8692,3.91,285.5549,61.08,14.0517,23.0098,25.825,,13.211,,11.555,43.4539,24.27,34.3532,4.2795,,87.07,,,
3436,7/24/2012,25.965,,11.495,23.1721,7.605,43.63,62.52,6.56,25.77,39.105,13.0207,18.4591,21.335,200,21.125,8.058,8.058,5.1613,0.8597,3.764,284.6831,60.94,13.5597,23.1721,26,,13.3463,,11.495,43.63,24.585,34.5233,4.2156,,86.4,,,
3437,7/25/2012,25.75,,11.7283,23.1675,7.621,43.8355,62.36,6.451,25.98,39.005,13.5136,18.2423,21.12,220,20.94,8.119,8.119,5.0322,0.8303,3.965,283.8112,61.6,13.5065,23.1675,26.49,,13.4599,,11.7283,43.8355,24.9,34.7388,4.2447,,86.64,,,
3438,7/26/2012,26,,12.05,24.2802,7.89,45.0317,67.46,6.866,25.825,40.495,13.5295,19.019,21.84,220,21.545,8.599,8.599,4.9313,0.78,4.051,295.7681,62.85,14.0872,24.2802,26.675,,13.6068,,12.05,45.0317,25.715,36.0962,4.4249,,90.05,,,
3439,7/27/2012,26.435,,11.7017,24.7948,8.075,45.318,68.06,7,25.675,40.83,13.5851,19.6444,21.6,220,21.815,9.027,9.027,4.9677,0.7895,4.219,273.6395,62.96,14.3443,24.7948,26.715,,14.8711,,11.7017,45.318,26.575,34.8333,4.4831,,91.89,,,
3440,7/30/2012,26.3,,11.8533,25.1286,8.015,45.7876,69.05,7.01,25.92,40.615,13.3546,23.2908,21.96,220,21.98,9.165,9.165,5.1662,0.799,4.373,281.0296,63.65,14.7122,25.1286,26.65,,14.9029,,11.8533,45.7876,27.55,35.2303,4.5601,,92.97,,,
3441,7/31/2012,26.12,,11.6517,25.073,8.04,45.0831,68.28,6.862,25.485,40.105,14.1018,21.8383,21.47,220,21.98,8.937,8.937,5.2382,0.854,4.423,280.3238,62.29,14.956,25.073,26.52,,14.1263,,11.6517,45.0831,27.065,34.6103,4.4947,,92.12,,,
3442,8/1/2012,26.115,,11.54,24.9942,8.071,45.5014,67.58,6.84,25.5,40.325,13.5931,21.9492,21.5,230,22.27,8.886,8.886,5.1927,0.8863,4.452,280.4898,61.8,14.8452,24.9942,26.395,,14.3217,,11.54,45.5014,27.11,34.3683,4.5935,,92.89,,,
3443,8/2/2012,25.85,,11.54,24.0901,8.05,45.2005,66.95,6.682,25.495,40.085,12.8538,21.2532,21.52,210,21.81,8.538,8.538,4.8544,0.8626,4.304,270.7333,61.36,14.2955,24.0901,26.095,,14.1112,,11.54,45.2005,26.62,34.4288,4.3522,,90.59,,,
3444,8/3/2012,26.595,,12,25.2121,8.132,46.1766,68.03,6.894,26.355,40.705,12.9969,21.8786,21.6,220,22.36,8.888,8.888,4.8883,0.8853,4.615,289.2084,63.4,14.6235,25.2121,26.545,,14.5588,,12,46.1766,27.36,35.9033,4.531,,94.33,,,
3445,8/6/2012,26.955,,12.6383,25.9075,8.122,46.0959,68.38,7.06,26.42,41.03,13.5136,22.4233,21.85,240,22.545,9.084,9.084,5.2713,0.9005,4.658,301.9957,64.8,14.6546,25.9075,26.755,,14.6975,,12.6383,46.0959,27.6,35.9487,4.5121,,95.09,,,
3446,8/7/2012,26.53,,12.8333,26.1347,8.03,45.839,70.49,7.14,26.53,41.245,13.6726,22.2115,22.01,230,22.85,9.113,9.113,5.3507,0.9081,4.763,309.3027,63.54,14.8496,26.1347,26.745,,14.7927,,12.8333,45.839,27.555,35.7029,4.6008,,96.36,,,
3447,8/8/2012,26.325,,12.7433,26.1857,8,45.9711,69.94,7.135,26.075,41.2,13.9905,21.8736,22,230,22.635,9.022,9.022,5.459,0.8948,4.776,303.3658,61.57,14.8673,26.1857,26.5,,14.6858,,12.7433,45.9711,27.065,36.0546,4.5892,,95.92,,,
3448,8/9/2012,26.25,,12.9117,26.2181,7.899,45.8023,70.33,7.145,26.25,41.31,14.2211,21.5508,22,230,22.77,8.951,8.951,5.4317,0.8939,4.867,308.8045,58.9,14.7166,26.2181,26.385,,14.8812,,12.9117,45.8023,27.145,35.6765,4.5775,,96.39,,,
3449,8/10/2012,26.245,,12.8733,25.8333,7.854,46.0372,69.98,7.19,26.39,41.87,14.5708,21.3844,22.365,220,22.795,8.88,8.88,5.402,0.9337,4.92,306.355,58.54,14.5748,25.8333,26.545,,14.7793,,12.8733,46.0372,27.135,36.0016,4.5441,,95.88,,,
3450,8/13/2012,26.265,,12.8567,25.7638,7.814,45.9564,69.84,7.14,26.285,41.52,14.0144,21.687,22.075,210,22.59,8.908,8.908,5.3284,0.91,4.78,302.2448,57.87,14.5837,25.7638,26.485,,14.7325,,12.8567,45.9564,27.005,35.8315,4.5514,,95.61,,,
3451,8/14/2012,26.795,,13.105,26.0837,7.871,45.9785,70.36,7.252,26.07,41.66,14.3642,21.5407,22.105,220,22.525,8.885,8.885,5.3118,0.891,4.812,305.0265,58.29,14.6235,26.0837,26.69,,14.8194,,13.105,45.9785,27.165,36.0924,4.579,,96.22,,,
3452,8/15/2012,26.905,,12.995,25.7267,7.865,46.0812,70.28,7.29,26.145,41.575,14.4754,21.4852,22.175,220,22.665,8.885,8.885,5.2589,0.8882,4.803,302.0788,57.57,14.5837,25.7267,26.69,,14.8411,,12.995,46.0812,27.155,36.2285,4.5674,,96.22,,,
3453,8/16/2012,27.665,,13.1667,26.3062,7.833,46.1252,70.85,7.4,26.455,42.05,14.547,21.4348,22.23,210,23.3,9.298,9.298,5.4946,0.9224,4.999,312.2089,57.45,14.9693,26.3062,26.83,,14.9012,,13.1667,46.1252,27.205,36.1831,4.6313,,97.08,,,
3454,8/17/2012,28.055,,13.3867,26.9368,7.83,46.5215,70.85,7.507,27.05,41.475,14.5947,22.2317,22.36,220,23.23,9.405,9.405,5.7858,0.9565,4.945,327.1136,57.74,14.7698,26.9368,26.945,,14.9714,,13.3867,46.5215,27.39,36.0621,4.6604,,97.32,,,
3455,8/20/2012,28.21,,13.15,26.8765,7.815,46.5436,70.63,7.393,26.72,41.47,14.2449,21.3793,22.275,210,23.015,9.346,9.346,5.6633,0.929,4.781,319.3084,57.8,14.7831,26.8765,26.85,,14.8879,,13.15,46.5436,27.08,35.9827,4.6226,,97.04,,,
3456,8/21/2012,28.55,,13.2117,27.2938,7.892,47.182,71.05,7.393,26.885,42.315,14.5708,21.4197,22.355,220,23.335,9.301,9.301,5.6807,0.9337,4.82,318.8517,58.73,14.7654,27.2938,26.895,,15.1467,,13.2117,47.182,27.12,36.2587,4.6124,,97.95,,,
3457,8/22/2012,28.035,,13.1383,26.7049,7.77,46.25,71.69,7.4,26.67,41.965,14.6424,21.1423,22.03,210,23,9.147,9.147,5.6642,0.9186,4.76,314.2848,58.53,14.7078,26.7049,26.905,,15.1,,13.1383,46.25,26.9,35.3513,4.5281,,96.6,,,
3458,8/23/2012,27.83,,13.1283,26.4685,7.836,45.9197,71.02,7.395,26.595,41.75,14.865,20.6833,21.79,220,22.855,8.981,8.981,5.5922,0.9091,4.731,315.987,59.01,14.5172,26.4685,26.42,,14.968,,13.1283,45.9197,26.875,35.2303,4.595,,95.83,,,
3459,8/24/2012,27.815,,12.87,26.3897,7.688,46.6243,71.22,7.331,26.42,41.695,15.7791,20.295,21.625,210,22.555,9.023,9.023,5.3465,0.8967,4.677,309.967,59,14.5216,26.3897,26.21,,14.9096,,12.87,46.6243,26.44,35.0867,4.5412,,95.8,,,
3460,8/27/2012,28.025,,12.9733,26.5519,7.727,46.6169,71.56,7.55,26.51,41.585,16.0732,20.7842,21.835,210,22.655,9.218,9.218,5.2994,0.8901,4.722,315.6133,59.41,14.526,26.5519,26.25,,15.12,,12.9733,46.6169,26.525,34.9732,4.5499,,96.53,,,
3461,8/28/2012,27.8,,12.85,26.1671,7.705,46.3748,70.97,7.39,26.555,41.775,15.7394,21.0918,21.69,210,22.425,9.056,9.056,5.2423,0.8768,4.62,309.3858,59.14,14.6191,26.1671,26.3,,14.8762,,12.85,46.3748,26.43,35.2984,4.5063,,95.71,,,
3462,8/29/2012,27.75,,12.91,26.0373,7.804,46.4848,71.13,7.459,26.76,41.72,15.9937,20.6379,21.67,210,22.155,9.055,9.055,5.1274,0.8683,4.703,301.8296,59.45,14.5748,26.0373,26.35,,15.0365,,12.91,46.4848,25.6,35.4458,4.3929,,95.31,,,
3463,8/30/2012,27.445,,12.4,25.8148,7.73,46.1693,70.82,7.294,26.31,41.265,15.6996,20.5169,21.41,200,21.585,8.778,8.778,4.9297,0.8531,4.64,299.6708,62.41,14.4285,25.8148,26.065,,14.6975,,12.4,46.1693,25.4,34.9581,4.5368,,94.38,,,
3464,8/31/2012,27.475,,12.535,26.2506,7.721,46.1399,70.56,7.43,26.42,41.265,15.803,20.2143,21.24,200,22.345,8.91,8.91,4.9752,0.8588,4.717,306.1474,63.01,14.3532,26.2506,25.66,,14.8995,,12.535,46.1399,25.21,35.2001,4.5325,,95.24,,,
3465,9/3/2012,27.62,,12.3517,26.5519,7.697,46.3234,70.97,7.505,26.665,41.705,16.1766,20.3454,21.29,220,22.28,8.945,8.945,4.9297,0.8654,4.71,311.3786,64.24,14.5438,26.5519,25.755,,15.0532,,12.3517,46.3234,25.62,36.0243,4.5717,,96.34,,,
3466,9/4/2012,27.555,,12.1233,26.0744,7.668,45.5528,70.48,7.454,26.445,41.22,15.8189,20.4513,21.15,220,21.67,9.032,9.032,4.8635,0.8578,4.625,300.8748,63.2,14.4595,26.0744,25.6,,14.659,,12.1233,45.5528,25.1,35.6311,4.5121,,94.89,,,
3467,9/5/2012,28.39,,12.1083,26.144,7.706,46.1032,70.66,7.364,26.4,41.545,15.7314,20.2092,21.27,220,21.615,8.827,8.827,4.7527,0.8208,4.399,294.7717,63.92,14.4108,26.144,25.625,,14.472,,12.1083,46.1032,25.27,35.6235,4.4554,,95.06,,,
3468,9/6/2012,28.425,,12.6517,26.844,7.824,46.8224,72.1,7.38,27.095,42.325,15.8507,20.9506,22,230,22.065,9.348,9.348,4.9942,0.8474,4.484,302.3279,64.36,14.8496,26.844,26.48,,14.8411,,12.6517,46.8224,25.94,36.686,4.4642,,97.84,,,
3469,9/7/2012,28.86,,12.99,27.8177,7.77,45.817,72.63,7.695,27.03,42.65,15.8745,21.8887,22,230,22.245,9.284,9.284,5.3217,0.8825,4.56,309.0536,63.42,15.1333,27.8177,26.99,,15.3304,,12.99,45.817,27.11,37.0792,4.5499,,98.12,,,
3470,9/10/2012,28.955,,12.975,27.4421,7.724,45.4574,72.38,7.742,27.01,43.06,15.9142,22.5444,21.43,220,22.325,9.478,9.478,5.3449,0.873,4.432,301.7881,62.98,15.1821,27.4421,27.14,,15.0365,,12.975,45.4574,27.055,37.1813,4.5514,,97.77,,,
3471,9/11/2012,28.865,,12.9317,27.3123,7.702,45.5308,71.2,7.815,27.175,43.23,15.9778,23.0991,21.45,220,22.2,9.445,9.445,5.3391,0.891,4.637,300.335,63.63,15.4702,27.3123,27.4,,15.0649,,12.9317,45.5308,26.98,37.2758,4.5993,,98.51,,,
3472,9/12/2012,28.85,,13.245,27.66,7.795,45.4721,70.99,7.989,27.635,43.65,15.9222,23.6237,21.59,230,23.27,9.539,9.539,5.6848,0.9005,4.849,305.151,64.37,15.6165,27.66,27.63,,15.2636,,13.245,45.4721,27.155,38.1265,4.5993,,98.79,,,
3473,9/13/2012,28.67,,13.015,27.558,7.898,45.4647,70.41,7.88,26.62,44.04,15.7553,22.8924,21.55,220,23.085,9.42,9.42,5.5393,0.9081,4.919,296.1833,66,15.4303,27.558,27.57,,15.0615,,13.015,45.4647,26.975,37.877,4.5645,,97.72,,,
3474,9/14/2012,28.815,,13.425,27.9753,7.895,44.8703,73.16,8.18,27.05,44.76,16.0573,23.5379,21.92,220,23,9.63,9.63,5.8255,0.9413,5.173,317.6062,68.12,15.5633,27.9753,27.99,,15.5025,,13.425,44.8703,27.255,38.8297,4.6023,,99.89,,,
3475,9/17/2012,28.73,,13.58,27.813,7.88,45.0244,72.24,8.057,27.065,44.36,16.0573,22.8873,22,230,22.855,9.485,9.485,5.861,0.9356,5.054,322.6297,68.33,15.3505,27.813,28.055,,15.5492,,13.58,45.0244,27.23,39.1171,4.5165,,99.18,,,
3476,9/18/2012,28.87,,13.1833,27.6044,8.007,45.1785,71.94,7.773,26.695,43.285,15.954,23.2,21.98,210,22.84,9.509,9.509,5.6079,0.9053,4.84,316.5267,68.17,15.1333,27.6044,27.86,,15.3956,,13.1833,45.1785,26.705,38.7239,4.4336,,98.12,,,
3477,9/19/2012,28.485,,13.2117,27.6786,8.209,45.1932,72.33,7.547,26.825,43.2,15.7155,23.084,22.195,210,22.745,9.35,9.35,5.6782,0.9005,4.75,315.0736,69.02,15.0713,27.6786,28.005,,15.6745,,13.2117,45.1932,26.5,39.2456,4.5063,,98.64,,,
3478,9/20/2012,28.8,,12.8,27.2057,8.26,45.5308,72.44,7.221,26.7,43.5,15.4691,23.9717,22.345,210,22.615,9.21,9.21,5.4913,0.8825,4.687,305.9814,70.27,14.9649,27.2057,28,,15.748,,12.8,45.5308,26.83,39.412,4.4365,,98.13,,,
3479,9/21/2012,29.67,,12.7633,27.1315,8.386,46.0225,72.82,7.049,27.05,44.08,15.8983,24.1936,22.25,220,22.85,9.141,9.141,5.3763,0.8853,4.729,303.781,69.42,15.2619,27.1315,28.025,,15.8666,,12.7633,46.0225,27.005,41.4688,4.5616,,98.74,,,
3480,9/24/2012,29.155,,12.585,26.4824,8.262,45.8977,73.56,6.84,26.765,43.45,15.8983,24.8744,21.995,220,22.575,9.239,9.239,5.4202,0.8607,4.526,291.9071,68.61,15.222,26.4824,28,,15.5776,,12.585,45.8977,26.805,40.5311,4.4831,,97.8,,,
3481,9/25/2012,29.555,,12.4667,26.5427,8.307,46.4628,72.99,6.74,26.91,43.61,15.7394,25.7217,22.1,220,22.46,9.259,9.259,5.268,0.8578,4.453,291.0767,69.6,15.3417,26.5427,28.005,,15.6929,,12.4667,46.4628,27.465,41.5898,4.6241,,98.31,,,
3482,9/26/2012,28.79,,12.2333,25.6618,8.19,44.7675,70.38,6.545,26.675,43,15.1432,24.7231,21.93,220,22.02,9,9,4.9892,0.818,4.279,280.4483,68.95,14.8053,25.6618,27.85,,15.2152,,12.2333,44.7675,26.685,40.5992,4.5209,,95.69,,,
3483,9/27/2012,29.35,,12.1033,25.9214,8.128,43.6814,70.21,6.54,27,43.19,15.2863,24.3247,21.9,220,21.545,8.957,8.957,4.9537,0.8227,4.317,279.9501,68.55,14.8496,25.9214,27.68,,15.424,,12.1033,43.6814,26.42,40.4404,4.5645,,96.26,,,
3484,9/28/2012,29.33,,12,25.3002,8.176,42.9988,68.89,6.479,26.725,43.55,15.2624,25.4343,21.865,220,21.255,8.819,8.819,5.0868,0.8151,4.193,273.598,68.45,14.4551,25.3002,27.29,,15.0415,,12,42.9988,25.955,41.0151,4.4118,,94.18,,,
3485,10/1/2012,30.015,,11.9967,26.1718,8.306,43.7474,69.3,6.617,27.1,44.095,15.3816,26.2009,22.11,220,21.545,8.87,8.87,5.1183,0.7952,4.389,279.8256,69.48,14.6679,26.1718,27.55,,15.3505,,11.9967,43.7474,26.98,42.2704,4.5354,,96.26,,,
3486,10/2/2012,29.695,,11.95,24.8922,8.265,43.6227,70.12,6.502,27.245,44.045,15.3896,26.2261,22.52,220,21.12,8.693,8.693,5.105,0.78,4.34,280.822,69.65,14.8895,24.8922,27.625,,15.0816,,11.95,43.6227,26.62,41,4.4801,,95.75,,,
