date,LR FP Equity,2061Q FP Equity,FR FP Equity,ALO FP Equity,DSY FP Equity,SW FP Equity,CO FP Equity,TFI FP Equity,HO FP Equity,PUB FP Equity,VANTI FP Equity,AF FP Equity,EDEN FP Equity,DEXB BB Equity,MMB FP Equity,SEV FP Equity,SEV FP Equity.1,UG FP Equity,ALU FP Equity,STMPA FP Equity,VK FP Equity,GTO NA Equity,EDF FP Equity,ALO FP Equity.1,LI FP Equity,NOKIA FP Equity,SOLB BB Equity,WLN FP Equity,FR FP Equity.1,SW FP Equity.1,AC FP Equity,ATO FP Equity,VIV FP Equity,WLN FP Equity.1,MSCI FRANCE
2/8/1999,,,0.012053284,0.05454525,-0.090464548,-0.031449095,-0.002750271,-0.01126408,-0.04109589,0.002073255,,,,-0.019450032,-0.029635458,,,-0.02205788,-0.012407232,-0.026123577,-0.039628193,,,0.05454525,0.020204718,,-0.001644575,,0.012053284,-0.031449095,0.018537633,-0.034787736,-0.026031196,,-0.026910554
2/9/1999,,,-0.021942347,0.024569157,-0.025537634,-0.017532637,-0.036954794,-0.025316456,-0.04,-0.034482759,,,,0.011627904,-0.013243243,,,-0.003012387,-0.036652046,0.010975583,-0.049321781,,,0.024569157,-0.020370118,,-0.025537833,,-0.021942347,-0.017532637,-0.013409736,-0.025380118,-0.010605998,,-0.011022537
2/10/1999,,,0.008973077,0.009675754,-0.013241379,0.024456192,0.04009155,-0.012987013,-0.004464286,0.010714286,,,,0.004732932,0.042180225,,,-0.01206715,0.045652398,0.037389536,-0.016617851,,,0.009675754,-0.028886656,,0.023666363,,0.008973077,0.024456192,0.065046633,0.06250043,0.024438287,,0.015623445
2/11/1999,,,0.00254257,0.002083694,-0.010343864,-0.024515137,0.007709469,-0.026315789,-0.043348281,0.0204947,,,,0.002691783,0.025492773,,,-0.015266594,-0.012471724,-0.00697676,-0.010344494,,,0.002083694,0.01130609,,0.037991456,,0.00254257,-0.024515137,-0.016861538,-0.020098483,0.008791189,,-0.001469724
2/12/1999,,,0.012673004,-0.039501012,0.002824859,0.019841416,-0.012022526,0.000675676,-0.003125,0.011080332,,,,-0.003355701,-0.021014864,,,0.0,-0.010527133,-0.02810311,-0.024390866,,,-0.039501012,0.017645842,,0.002381633,,0.012673004,0.019841416,0.03059521,-0.019510453,0.00207726,,0.00117751
2/15/1999,,,0.001254069,0.042423928,0.015492958,0.037611354,-0.016592893,0.012829169,-0.04137931,0.02739726,,,,0.0,0.007853403,,,-0.003872597,0.018083162,-0.018072333,0.01428671,,,0.042423928,0.017339866,,-0.014284357,,0.001254069,0.037611354,-0.019341329,0.010204385,0.0,,-0.001764187
2/16/1999,,,-0.003127496,0.007060045,-0.004160888,-0.018750174,0.011248575,0.052666667,-0.027141923,-0.003333333,,,,-0.016835015,-0.026493506,,,-0.009340716,-0.024556226,-0.012883467,-0.026409729,,,0.007060045,-0.011366385,,0.024962157,,-0.003127496,-0.018750174,0.022016963,-0.034848307,-0.01904779,,-0.01580756
2/17/1999,,,-0.024451441,-0.03092784,0.030640669,0.007643384,0.011123452,0.000633312,0.01512605,0.010033445,,,,0.0,-0.040021345,,,0.00549795,0.055169222,-0.024238718,-0.030739703,,,-0.03092784,-0.017240279,,0.003932045,,-0.024451441,0.007643384,0.011669228,-0.006802505,-0.00802193,,0.013367917
2/18/1999,,,0.042416507,-0.017446818,-0.027027027,0.013274461,-0.013751353,-0.015822785,0.05794702,0.052980132,,,,-0.011643841,0.014174541,,,-0.020313007,-0.015224299,0.068789984,-0.013806571,,,-0.017446818,-0.028657078,,0.016425546,,0.042416507,0.013274461,0.004881479,0.001053493,0.012342769,,0.020082693
2/19/1999,,,0.023430362,0.039410674,0.046944444,0.029319139,0.026213717,0.054662379,-0.004381847,0.026415094,,,,-0.020097019,0.003014525,,,0.012760006,0.011336723,0.03695122,0.02345773,,,0.039410674,0.023486157,,-0.030024798,,0.023430362,0.029319139,-0.01192021,0.052631725,0.004199513,,0.008589075
2/22/1999,,,0.036144535,-0.012499712,0.008224993,-0.01212021,-0.059783624,0.006097561,-0.025149324,-0.02879902,,0.09937931,,-0.012022628,-0.00273224,,,0.007873707,0.028542424,0.0,0.009980742,,,-0.012499712,0.005878319,,0.016669835,,0.036144535,-0.01212021,0.005359875,0.024999405,0.021350679,,0.009951201
2/23/1999,,,-0.031395312,0.046413578,-0.044736842,-0.036810151,-0.040462378,0.006666667,-0.039987101,-0.043533123,,0.011299479,,-0.012168931,0.006575342,,,-0.022657315,0.03369836,0.006896552,0.001098509,,,0.046413578,-0.01754272,,-0.003122254,,-0.031395312,-0.036810151,-0.022221158,-0.036584516,0.0,,0.001326386
2/24/1999,,,-0.026412933,0.0,0.046831956,-0.04394946,-0.021686464,0.029500301,-0.033926772,0.012532982,,-0.034077957,,0.002173909,-0.016058792,,,-0.000797337,-0.041228416,-0.04109589,-0.031076874,,,0.0,-0.004769668,,-0.008617779,,-0.026412933,-0.04394946,0.00591062,-0.023797216,-0.011064133,,-0.013908601
2/25/1999,,,-0.061035834,0.001612707,-0.05,-0.005996062,0.030788129,-0.023976608,-0.061196106,-0.003257329,,-0.010989452,,-0.002169194,-0.031811895,,,-0.028002208,-0.020001581,-0.033928571,-0.017737859,,,0.001612707,-0.027504455,,-0.011057406,,-0.061035834,-0.005996062,-0.042024783,-0.02489725,-0.015751292,,-0.014680484
2/26/1999,,,0.024953414,-0.027777844,-0.027700831,-0.012064463,-0.008363443,-0.053325345,-0.018518519,-0.020261438,,-0.016374567,,-0.018840582,-0.052571429,,,-0.006581378,-0.016834329,-0.04805915,-0.01959075,,,-0.027777844,0.033210416,,-0.003988446,,0.024953414,-0.012064463,-0.012735502,-0.03191443,-0.00126198,,-0.011783036
3/1/1999,,,-0.00448558,-0.020704104,0.011396011,0.056312447,0.023494202,-0.007594937,0.010566038,-0.006004003,,0.004756499,,-0.010339735,-0.02291918,,,-0.013256845,0.053451312,0.009708738,-0.023510178,,,-0.020704104,0.0,,-0.000806645,,-0.00448558,0.056312447,0.027233292,0.07087842,-0.012223708,,0.005518329
3/2/1999,,,-0.064351351,-0.027483927,0.008169014,-0.036609125,-0.01824575,0.042729592,-0.013816281,0.016778523,,-0.008875483,,-0.010447762,-0.015432099,,,-0.023505929,0.074878525,-0.048715385,-0.000802867,,,-0.027483927,0.011907647,,-0.01444484,,-0.064351351,-0.036609125,0.004648783,-0.014365683,-0.013232418,,-0.009506076
3/3/1999,,,0.004126553,0.004348066,-0.016485052,-0.03866819,-0.022782243,0.037920489,0.059825824,0.010561056,,-0.01432794,,0.009049775,0.040752351,,,0.040410249,0.043992929,0.088948547,0.0,,,0.004348066,0.021760665,,0.0,,0.004126553,-0.03866819,0.045371482,-0.036959476,0.012108801,,0.018403087
3/4/1999,,,-0.00547809,-0.04761912,0.018465909,0.054092027,0.018404884,0.010606953,0.096105752,-0.000653168,,0.002422302,,0.044843046,0.024096386,,,0.064464275,0.051803021,0.022893508,0.020077999,,,-0.04761912,-0.000575313,,0.006514023,,-0.00547809,0.054092027,-0.000885969,0.011891946,0.011968573,,0.024676965
3/5/1999,,,0.031681818,0.027272625,-0.0013947,0.017104189,0.012048177,-0.028571429,-0.012385919,0.0,,-0.003021459,,0.005007158,0.0,,,0.0,-0.022541047,0.040529946,0.023227443,,,0.027272625,-0.000575644,,-0.017797628,,0.031681818,0.017104189,-0.031469557,0.055021101,-0.002535999,,-0.003034038
3/8/1999,,,0.041387128,0.008849525,-0.001396648,-0.029107653,-0.013094716,0.006602641,-0.062706271,0.0,,-0.018181294,,-0.021352316,0.044117647,,,0.01319755,-0.009390833,0.017441901,0.096579014,,,0.008849525,-0.000575975,,-0.035421537,,0.041387128,-0.029107653,0.009609933,-0.043544754,-0.012698442,,-0.004469805
3/9/1999,,,-0.038461538,0.056140251,-0.020979021,-0.026646692,-0.022919651,-0.022063208,0.003521127,0.026797386,,0.012345724,,-0.010909088,0.014084507,,,-0.007662518,-0.003447634,-0.036569226,-0.087722002,,,0.056140251,-0.01153682,,-0.017936761,,-0.038461538,-0.026646692,0.015413001,-0.017998908,0.002570491,,0.001050822
3/10/1999,,,0.02,0.017441946,0.017142857,0.026694249,0.014198036,-0.005487805,0.035087719,-0.019732654,,-0.023171662,,0.00882353,-0.055555556,,,0.011579319,0.025082957,0.011864769,0.019233296,,,0.017441946,0.003498202,,-0.013037049,,0.02,0.026694249,0.031694289,-0.022102929,-0.011974157,,0.008493177
3/11/1999,,,-0.012419608,-0.020816564,-0.023314607,-0.026668101,0.004259975,-0.012875536,-0.050169492,0.029220779,,-0.000623789,,-0.005102045,-0.055882353,,,0.019847842,0.006754263,-0.03282759,-0.022640745,,,-0.020816564,0.0,,-0.010571628,,-0.012419608,-0.026668101,0.006059557,-0.040792998,0.030302888,,-0.002081756
3/12/1999,,,0.031767084,0.012922326,0.023871153,-0.003423417,-0.004241904,-0.013664596,0.023554604,0.003154574,,-0.000624179,,0.010256411,0.015576324,,,-0.004485867,0.002513095,0.006058182,-0.003862441,,,0.012922326,-0.002905006,,0.022254212,,0.031767084,-0.003423417,0.012903247,0.00632187,0.012602377,,0.001896454
3/15/1999,,,-0.021806314,-0.046090755,0.006460674,0.006185614,0.0,0.026448363,0.0041841,0.026415094,,0.0,,0.004350979,-0.024539877,,,0.041348449,-0.03846103,0.012050631,0.006974622,,,-0.046090755,0.001748082,,0.015688402,,-0.021806314,0.006185614,-0.006371071,-0.020559367,-0.008295521,,0.001325005
3/16/1999,,,0.003277373,-0.018550132,-0.023164946,-0.009565449,-0.010346391,0.028220859,0.010416667,0.018382353,,-0.028125414,,0.016606496,-0.01572327,,,-0.021659805,-0.004348165,0.05595,-0.0184733,,,-0.018550132,-0.007561803,,-0.00257777,,0.003277373,-0.009565449,-0.010683248,0.0,-0.008369456,,-0.004347826
3/17/1999,,,-0.013070588,-0.010989358,0.0,-0.03379089,-0.000616049,-0.009546539,-0.035738832,0.010830325,,-0.006430257,,-0.019886358,-0.022364217,,,-0.011066602,-0.013975813,-0.007887278,-0.023528624,,,-0.010989358,-0.011146929,,0.005158567,,-0.013070588,-0.03379089,0.010798612,-0.025656092,-0.021095654,,-0.003892159
3/18/1999,,,-0.010597337,0.054222195,-0.014285714,0.0,0.016616147,-0.025903614,0.015680684,-0.035714286,,0.032361932,,0.0,-0.019607843,,,0.013429771,-0.012400416,0.063633946,0.036143339,,,0.054222195,0.017792462,,-0.002560924,,-0.010597337,0.0,0.005556999,0.005386309,0.019392436,,0.014199943
3/19/1999,,,-0.048863454,0.047639434,-0.010144928,0.010706723,-0.006658325,0.014223871,-0.024561404,-0.049382716,,-0.003761646,,-0.021739133,0.002,,,-0.010307638,-0.01344927,-0.049147436,0.003877417,,,0.047639434,-0.032633429,,-0.00171509,,-0.048863454,0.010706723,-0.026349608,-0.011905099,-1.0,,-0.004604398
3/22/1999,,,-0.035890269,0.038229354,-0.021961933,-0.014123095,0.004265164,-0.036585366,-0.050359712,-0.003246753,,0.009439624,,-0.000740745,-0.001996008,,,-0.017855155,-0.036366423,-0.026966353,0.009651391,,,0.038229354,-0.003612,,-0.023198634,,-0.035890269,-0.014123095,-0.043650274,-0.033132684,,,-0.027093364
3/23/1999,,,-0.021897842,-0.023255729,-0.018862275,0.048709596,-0.026699239,0.050632911,0.03219697,-0.004560261,,-0.014962162,,0.030392891,-0.053333333,,,-0.003035207,-0.020753385,-0.047341911,0.005733613,,,-0.023255729,-0.008469741,,-0.003517678,,-0.021897842,0.048709596,0.026015255,-0.046729496,-0.010964202,,-0.004366389
3/24/1999,,,0.040298568,0.082539468,0.043027159,-0.009565449,0.009351606,0.010843373,0.009174312,0.047774869,,0.012658276,,0.011510785,0.073943662,,,0.003044448,0.045279877,0.072123636,0.022817621,,,0.082539468,-0.028041074,,0.006172383,,0.040298568,-0.009565449,-0.010230555,0.061439023,0.007984436,,0.018126888
3/25/1999,,,0.004304167,0.044354747,-0.008191925,-0.003447032,0.014206802,-0.007747318,0.018181818,0.005621487,,-0.006875211,,0.007823618,-0.018032787,,,-0.00984868,-0.004608653,0.010738246,0.021932172,,,0.044354747,0.003761537,,0.008771101,,0.004304167,-0.003447032,-0.008088528,0.07142799,-0.007921189,,-0.004020293
3/26/1999,,,0.007144296,-0.017198689,0.032448378,0.011763528,-0.005481368,-0.003003003,0.053571429,-0.019875776,,-0.024544271,,0.014114328,0.008347245,,,0.009946642,0.008333008,0.022369128,0.012732211,,,-0.017198689,0.039371263,,-0.009559114,,0.007144296,0.011763528,0.063886681,-0.011494585,0.001772179,,0.008457472
3/29/1999,,,0.011348936,-0.017857285,0.0,-0.001366734,-0.012247375,0.0,-0.044067797,-0.012674271,,0.003226141,,0.002087679,-0.006622517,,,-0.022732568,-0.008264143,-0.013673991,-0.000359329,,,-0.017857285,0.000600915,,0.00262837,,0.011348936,-0.001366734,0.001278014,-0.011628247,0.006643528,,-0.000953016
3/30/1999,,,0.016830271,0.0,-0.02,0.037672839,0.019218548,0.047590361,0.003546099,-0.017971759,,0.0,,0.004861108,0.003,,,0.032559458,-0.013889973,0.019966722,0.00215675,,,0.0,0.020429952,,-0.005253445,,0.016830271,0.037672839,-0.02169196,0.0,0.002196711,,0.013545741
3/31/1999,,,0.016551701,0.004363535,0.020408163,-0.000661295,-0.012773445,0.023001725,-0.017667845,0.006535948,,0.000642643,,-0.00138217,-0.002991027,,,0.028531133,0.023476037,-0.000541599,-0.000358685,,,0.004363535,0.034167448,,0.008801982,,0.016551701,-0.000661295,-0.002609368,0.0,0.015795944,,0.006964706
4/1/1999,,,0.017637697,0.017740854,0.027142857,-0.014532394,0.011706956,-0.033164699,0.019784173,-0.038961039,,0.003213701,,0.006920416,0.003333333,,,0.043065685,0.026606596,0.060933491,0.011477655,,,0.017740854,0.002276344,,0.021818182,,0.017637697,-0.014532394,-0.012205552,-0.023528551,0.00950375,,0.015048135
4/6/1999,,,0.024,-0.046958543,0.038942976,-0.008042975,0.053592293,-0.00872093,0.005291005,-0.02027027,,0.039077236,,-0.008934705,0.006644518,,,0.000698015,-0.013405848,-0.004104615,0.062053869,,,-0.046958543,-0.012501972,,0.026475641,,0.024,-0.008042975,-0.030009779,0.060241098,0.005134639,,0.003867403
4/7/1999,,,-0.006511719,0.002612928,0.033467202,0.027028552,0.028902925,0.049853372,-0.035087719,0.020689655,,0.033909825,,0.006934814,-0.010231023,,,0.013985445,-0.002715692,0.050465603,-0.015690556,,,0.002612928,0.003449891,,0.01497355,,-0.006511719,0.027028552,-0.01455896,-0.018182037,0.018307059,,0.001559347
4/8/1999,,,0.002622546,0.023827433,-0.005181347,-0.044736004,-0.00056275,0.017877095,0.010909091,0.033783784,,0.0,,0.005509643,0.010336779,,,0.019313009,0.050858084,0.0549,-0.024424158,,,0.023827433,-0.00229202,,0.0,,0.002622546,-0.044736004,0.015697656,0.016781513,0.0,,0.005220258
4/9/1999,,,0.005227451,-0.025454667,-0.05703125,0.046831037,-0.003934312,-0.012074643,-0.028776978,0.006535948,,-0.006559532,,-0.00410959,0.013531353,,,-0.008795856,-0.01036975,-0.021373646,0.036857778,,,-0.025454667,-0.009199779,,0.007381233,,0.005227451,0.046831037,-0.01136308,-0.029025955,-0.009197803,,-0.002824344
4/12/1999,,,0.037712663,0.022387981,0.021541011,0.010527626,-0.006771517,0.005555556,-0.003703704,0.005844156,,0.012604672,,-0.009628612,0.04526213,,,0.03071258,0.017468615,-0.020894587,0.041917417,,,0.022387981,-0.008115158,,0.020334788,,0.037712663,0.010527626,0.026206589,0.008205947,-0.027428016,,0.003106441
