date,MSCI FRANCE
7/27/2011,103.45
7/28/2011,102.92
7/29/2011,101.86
8/1/2011,99.65
8/2/2011,97.74
8/3/2011,95.83
8/4/2011,92.07
8/5/2011,90.88
8/8/2011,86.54
8/9/2011,87.99
8/10/2011,83.62
8/11/2011,85.97
8/12/2011,89.4
8/15/2011,90.11
8/16/2011,89.75
8/17/2011,90.38
8/18/2011,85.5
8/19/2011,83.92
8/22/2011,84.82
8/23/2011,85.7
8/24/2011,87.25
8/25/2011,86.74
8/26/2011,85.92
8/29/2011,87.72
8/30/2011,87.95
8/31/2011,90.72
9/1/2011,90.94
9/2/2011,87.81
9/5/2011,83.74
9/6/2011,82.81
9/7/2011,85.82
9/8/2011,86.25
9/9/2011,83.2
9/12/2011,79.91
9/13/2011,80.83
9/14/2011,82.34
9/15/2011,84.88
9/16/2011,84.58
9/19/2011,82.11
9/20/2011,83.34
9/21/2011,82.13
9/22/2011,77.85
9/23/2011,78.53
9/26/2011,79.79
9/27/2011,84.24
9/28/2011,83.44
9/29/2011,84.28
9/30/2011,82.96
10/3/2011,81.4
10/4/2011,79.26
10/5/2011,82.54
10/6/2011,85.38
10/7/2011,85.9
10/10/2011,87.69
10/11/2011,87.46
10/12/2011,89.54
10/13/2011,88.39
10/14/2011,89.27
10/17/2011,87.88
10/18/2011,87.23
10/19/2011,87.59
10/20/2011,85.62
10/21/2011,88.08
10/24/2011,89.46
10/25/2011,88.29
10/26/2011,88.19
10/27/2011,93.45
10/28/2011,92.92
10/31/2011,90.07
11/1/2011,85.38
11/2/2011,86.46
11/3/2011,88.82
11/4/2011,86.96
11/7/2011,86.42
11/8/2011,87.43
11/9/2011,85.54
11/10/2011,85.22
11/11/2011,87.48
11/14/2011,86.34
11/15/2011,84.74
11/16/2011,85.13
11/17/2011,83.61
11/18/2011,83.21
11/21/2011,80.43
11/22/2011,79.78
11/23/2011,78.46
11/24/2011,78.51
11/25/2011,79.39
11/28/2011,83.63
11/29/2011,84.07
11/30/2011,87.55
12/1/2011,86.86
12/2/2011,87.78
12/5/2011,88.78
12/6/2011,88.19
12/7/2011,88.06
12/8/2011,85.82
12/9/2011,87.81
12/12/2011,85.56
12/13/2011,85.25
12/14/2011,82.49
12/15/2011,83.11
12/16/2011,82.52
12/19/2011,82.56
12/20/2011,84.85
12/21/2011,84.15
12/22/2011,85.24
12/23/2011,86.09
12/27/2011,86.11
12/28/2011,85.32
12/29/2011,86.8
12/30/2011,87.68
1/2/2012,89.37
1/3/2012,90.01
1/4/2012,88.63
1/5/2012,87.23
1/6/2012,87.05
1/9/2012,86.77
1/10/2012,89
1/11/2012,88.91
1/12/2012,88.9
1/13/2012,88.73
1/16/2012,89.51
1/17/2012,90.76
1/18/2012,90.67
1/19/2012,92.42
1/20/2012,92.24
1/23/2012,92.73
1/24/2012,92.2
1/25/2012,91.98
1/26/2012,93.44
1/27/2012,92.27
1/30/2012,90.81
1/31/2012,91.73
2/1/2012,93.63
2/2/2012,93.9
2/3/2012,95.27
2/6/2012,94.69
2/7/2012,94.76
2/8/2012,94.76
2/9/2012,95.18
2/10/2012,93.85
2/13/2012,94.15
2/14/2012,93.89
2/15/2012,94.34
2/16/2012,94.42
2/17/2012,95.64
2/20/2012,96.55
2/21/2012,96.32
2/22/2012,95.81
2/23/2012,95.84
2/24/2012,96.47
2/27/2012,95.72
2/28/2012,96.09
2/29/2012,96.12
3/1/2012,97.37
3/2/2012,97.44
3/5/2012,97.03
3/6/2012,93.61
3/7/2012,94.5
3/8/2012,96.9
3/9/2012,97.18
3/12/2012,97.28
3/13/2012,98.94
3/14/2012,99.27
3/15/2012,99.7
3/16/2012,100.13
3/19/2012,99.68
3/20/2012,98.45
3/21/2012,98.36
3/22/2012,96.9
3/23/2012,97.03
3/26/2012,97.8
3/27/2012,97
3/28/2012,95.92
3/29/2012,94.56
3/30/2012,95.77
4/2/2012,96.84
4/3/2012,95.36
4/4/2012,92.69
4/5/2012,92.85
4/10/2012,90.1
4/11/2012,90.75
4/12/2012,91.7
4/13/2012,89.6
4/16/2012,89.96
4/17/2012,92.34
4/18/2012,90.93
4/19/2012,89.25
4/20/2012,89.49
4/23/2012,86.98
4/24/2012,88.87
4/25/2012,90.69
4/26/2012,90.65
4/27/2012,91.71
4/30/2012,90.31
5/2/2012,90.7
5/3/2012,90.62
5/4/2012,88.89
5/7/2012,90.3
5/8/2012,87.85
5/9/2012,87.7
5/10/2012,87.99
5/11/2012,87.94
5/14/2012,85.94
5/15/2012,85.42
5/16/2012,85.6
5/17/2012,84.58
5/18/2012,84.4
5/21/2012,84.92
5/22/2012,86.51
5/23/2012,84.23
5/24/2012,85.2
5/25/2012,85.44
5/28/2012,85.33
5/29/2012,86.46
5/30/2012,84.59
5/31/2012,84.56
6/1/2012,82.63
6/4/2012,82.7
6/5/2012,83.57
6/6/2012,85.55
6/7/2012,86.01
6/8/2012,85.49
6/11/2012,85.25
6/12/2012,85.3
6/13/2012,84.84
6/14/2012,84.89
6/15/2012,86.38
6/18/2012,85.89
6/19/2012,87.26
6/20/2012,87.53
6/21/2012,87.18
6/22/2012,86.51
6/25/2012,84.69
6/26/2012,84.4
6/27/2012,85.82
6/28/2012,85.51
6/29/2012,89.43
7/2/2012,90.67
7/3/2012,91.51
7/4/2012,91.44
7/5/2012,90.45
7/6/2012,88.86
7/9/2012,88.52
7/10/2012,89.05
7/11/2012,88.51
7/12/2012,87.89
7/13/2012,89.17
7/16/2012,89.17
7/17/2012,89.1
7/18/2012,90.66
7/19/2012,91.53
7/20/2012,89.71
7/23/2012,87.07
7/24/2012,86.4
7/25/2012,86.64
7/26/2012,90.05
7/27/2012,91.89
7/30/2012,92.97
7/31/2012,92.12
8/1/2012,92.89
8/2/2012,90.59
8/3/2012,94.33
8/6/2012,95.09
8/7/2012,96.36
8/8/2012,95.92
8/9/2012,96.39
8/10/2012,95.88
8/13/2012,95.61
8/14/2012,96.22
8/15/2012,96.22
8/16/2012,97.08
8/17/2012,97.32
8/20/2012,97.04
8/21/2012,97.95
8/22/2012,96.6
8/23/2012,95.83
8/24/2012,95.8
8/27/2012,96.53
8/28/2012,95.71
8/29/2012,95.31
8/30/2012,94.38
8/31/2012,95.24
9/3/2012,96.34
9/4/2012,94.89
9/5/2012,95.06
9/6/2012,97.84
9/7/2012,98.12
9/10/2012,97.77
9/11/2012,98.51
9/12/2012,98.79
9/13/2012,97.72
9/14/2012,99.89
9/17/2012,99.18
9/18/2012,98.12
9/19/2012,98.64
9/20/2012,98.13
9/21/2012,98.74
9/24/2012,97.8
9/25/2012,98.31
9/26/2012,95.69
9/27/2012,96.26
9/28/2012,94.18
10/1/2012,96.26
10/2/2012,95.75
10/3/2012,95.53
10/4/2012,95.4
10/5/2012,96.88
10/8/2012,95.56
10/9/2012,94.93
10/10/2012,94.41
10/11/2012,95.64
10/12/2012,94.98
10/15/2012,95.85
10/16/2012,97.94
10/17/2012,98.57
10/18/2012,98.75
10/19/2012,97.99
10/22/2012,97.41
10/23/2012,95.35
10/24/2012,95.89
10/25/2012,95.61
10/26/2012,96.22
10/29/2012,95.54
10/30/2012,96.82
10/31/2012,96.02
11/1/2012,97.29
11/2/2012,97.76
11/5/2012,96.6
11/6/2012,97.4
11/7/2012,95.61
11/8/2012,95.52
11/9/2012,95.92
11/12/2012,95.62
11/13/2012,96.14
11/14/2012,95.37
11/15/2012,94.84
11/16/2012,93.73
11/19/2012,96.28
11/20/2012,96.89
11/21/2012,97.28
11/22/2012,97.88
11/23/2012,98.7
11/26/2012,97.94
11/27/2012,98.03
11/28/2012,98.38
11/29/2012,99.79
11/30/2012,99.58
12/3/2012,99.8
12/4/2012,100.14
12/5/2012,100.42
12/6/2012,100.76
12/7/2012,100.93
12/10/2012,101.08
12/11/2012,102.01
12/12/2012,102.01
12/13/2012,101.87
12/14/2012,101.85
12/17/2012,101.67
12/18/2012,101.92
12/19/2012,102.38
12/20/2012,102.41
12/21/2012,102.18
12/24/2012,101.9
12/27/2012,102.48
12/28/2012,101.07
12/31/2012,101.62
1/2/2013,104.14
1/3/2013,103.86
1/4/2013,104.08
1/7/2013,103.45
1/8/2013,103.48
1/9/2013,103.72
1/10/2013,103.28
1/11/2013,103.38
1/14/2013,103.42
1/15/2013,103.15
1/16/2013,103.44
1/17/2013,104.46
1/18/2013,104.44
1/21/2013,105.01
1/22/2013,104.42
1/23/2013,104.05
1/24/2013,104.76
1/25/2013,105.43
1/28/2013,105.48
1/29/2013,105.58
1/30/2013,105.02
1/31/2013,104.18
2/1/2013,105.36
2/4/2013,102.42
2/5/2013,103.32
2/6/2013,102.01
2/7/2013,100.98
2/8/2013,102.28
2/11/2013,102.26
2/12/2013,103.22
2/13/2013,103.57
2/14/2013,102.84
2/15/2013,102.75
2/18/2013,102.98
2/19/2013,104.83
2/20/2013,104.2
2/21/2013,101.94
2/22/2013,104.12
2/25/2013,104.43
2/26/2013,101.86
2/27/2013,103.66
2/28/2013,104.5
3/1/2013,103.95
3/4/2013,104.18
3/5/2013,106.28
3/6/2013,105.93
3/7/2013,106.43
3/8/2013,107.62
3/11/2013,107.53
3/12/2013,107.61
3/13/2013,107.49
3/14/2013,108.42
3/15/2013,107.73
3/18/2013,107.29
3/19/2013,106
3/20/2013,107.34
3/21/2013,105.93
3/22/2013,105.84
3/25/2013,104.74
3/26/2013,105.22
3/27/2013,104.19
3/28/2013,104.77
4/2/2013,106.77
4/3/2013,105.51
4/4/2013,104.63
4/5/2013,102.85
4/8/2013,103.03
4/9/2013,103.06
4/10/2013,105.03
4/11/2013,105.91
4/12/2013,104.69
4/15/2013,104.05
4/16/2013,103.37
4/17/2013,101.06
4/18/2013,100.99
4/19/2013,102.28
4/22/2013,102.31
4/23/2013,105.81
4/24/2013,107.35
4/25/2013,107.37
4/26/2013,106.57
4/29/2013,108.07
4/30/2013,107.77
5/2/2013,107.82
5/3/2013,109.25
5/6/2013,109.17
5/7/2013,109.5
5/8/2013,110.33
5/9/2013,109.65
5/10/2013,110.36
5/13/2013,110.14
5/14/2013,110.71
5/15/2013,111.21
5/16/2013,111.16
5/17/2013,111.76
5/20/2013,112.45
5/21/2013,112.82
5/22/2013,113.22
5/23/2013,110.85
5/24/2013,110.58
5/27/2013,111.56
5/28/2013,113.01
5/29/2013,110.91
5/30/2013,111.56
5/31/2013,110.29
6/3/2013,109.48
6/4/2013,109.6
6/5/2013,107.61
6/6/2013,106.62
6/7/2013,108.14
6/10/2013,107.92
6/11/2013,106.42
6/12/2013,106.02
6/13/2013,106.1
6/14/2013,106.32
6/17/2013,107.85
6/18/2013,107.84
6/19/2013,107.26
6/20/2013,103.5
6/21/2013,102.25
6/24/2013,100.42
6/25/2013,101.92
6/26/2013,104.03
6/27/2013,105.02
6/28/2013,104.34
7/1/2013,105.21
7/2/2013,104.56
7/3/2013,103.44
7/4/2013,106.33
7/5/2013,104.94
7/8/2013,106.82
7/9/2013,107.43
7/10/2013,107.39
7/11/2013,108.17
7/12/2013,107.79
7/15/2013,108.46
7/16/2013,107.65
7/17/2013,108.14
7/18/2013,109.64
7/19/2013,109.57
7/22/2013,109.91
7/23/2013,109.48
7/24/2013,110.6
7/25/2013,110.4
7/26/2013,110.75
7/29/2013,110.76
7/30/2013,111.24
7/31/2013,111.38
8/1/2013,112.75
8/2/2013,112.84
8/5/2013,113
8/6/2013,112.55
8/7/2013,112.64
8/8/2013,113.31
8/9/2013,113.61
8/12/2013,113.51
8/13/2013,114
8/14/2013,114.59
8/15/2013,113.97
8/16/2013,114.78
8/19/2013,113.75
8/20/2013,112.28
8/21/2013,111.9
8/22/2013,113.09
8/23/2013,113.4
8/26/2013,113.31
8/27/2013,110.62
8/28/2013,110.3
8/29/2013,111.01
8/30/2013,109.65
9/2/2013,111.57
9/3/2013,110.74
9/4/2013,110.91
9/5/2013,111.72
9/6/2013,112.81
9/9/2013,112.62
9/10/2013,114.67
9/11/2013,114.8
9/12/2013,114.41
9/13/2013,114.62
9/16/2013,115.63
9/17/2013,115.36
9/18/2013,116.09
9/19/2013,117.05
9/20/2013,117.07
9/23/2013,116.15
9/24/2013,116.79
9/25/2013,116.75
9/26/2013,116.55
9/27/2013,116.58
9/30/2013,115.5
10/1/2013,116.92
10/2/2013,115.84
10/3/2013,115.05
10/4/2013,115.94
10/7/2013,115.9
10/8/2013,115.09
10/9/2013,114.88
10/10/2013,117.33
10/11/2013,117.44
10/14/2013,117.41
10/15/2013,118.21
10/16/2013,117.84
10/17/2013,117.8
10/18/2013,119.13
10/21/2013,118.92
10/22/2013,119.4
10/23/2013,118.52
10/24/2013,118.95
10/25/2013,118.85
10/28/2013,118.3
10/29/2013,119.04
10/30/2013,118.94
10/31/2013,119.66
11/1/2013,119.01
11/4/2013,119.43
11/5/2013,118.48
11/6/2013,119.42
11/7/2013,119.23
11/8/2013,118.76
11/11/2013,119.61
11/12/2013,118.84
11/13/2013,118.17
11/14/2013,119.4
11/15/2013,119.55
11/18/2013,120.29
11/19/2013,119
11/20/2013,118.85
11/21/2013,118.43
11/22/2013,119.1
11/25/2013,119.72
11/26/2013,119
11/27/2013,119.46
11/28/2013,119.72
11/29/2013,119.58
12/2/2013,119.34
12/3/2013,116.37
12/4/2013,115.74
12/5/2013,114.51
12/6/2013,115.32
12/9/2013,115.5
12/10/2013,114.39
12/11/2013,114.33
12/12/2013,113.85
12/13/2013,113.61
12/16/2013,115.2
12/17/2013,113.76
12/18/2013,114.83
12/19/2013,116.66
12/20/2013,117.1
12/23/2013,117.69
12/24/2013,117.81
12/27/2013,119.35
12/30/2013,119.37
12/31/2013,119.9
1/2/2014,118.15
1/3/2014,118.71
1/6/2014,118.15
1/7/2014,119.12
1/8/2014,119.16
1/9/2014,118.17
1/10/2014,118.77
1/13/2014,119.26
1/14/2014,119.49
1/15/2014,120.99
1/16/2014,120.61
1/17/2014,120.87
1/20/2014,120.77
1/21/2014,120.84
1/22/2014,120.83
1/23/2014,119.65
1/24/2014,116.42
1/27/2014,115.92
1/28/2014,117.03
1/29/2014,116.35
1/30/2014,116.85
1/31/2014,116.43
2/3/2014,114.97
2/4/2014,115.17
2/5/2014,115.22
2/6/2014,117.05
2/7/2014,118.12
2/10/2014,118.4
2/11/2014,119.68
2/12/2014,120.33
2/13/2014,120.44
2/14/2014,121.19
2/17/2014,121.12
2/18/2014,120.99
2/19/2014,121.29
2/20/2014,121.75
2/21/2014,122.48
2/24/2014,123.54
2/25/2014,123.45
2/26/2014,122.93
2/27/2014,122.93
2/28/2014,123.3
3/3/2014,120.15
3/4/2014,122.97
3/5/2014,122.86
3/6/2014,123.66
3/7/2014,122.33
3/10/2014,122.45
3/11/2014,121.93
3/12/2014,120.73
3/13/2014,119.28
3/14/2014,118.28
3/17/2014,119.81
3/18/2014,120.96
3/19/2014,120.87
3/20/2014,121.42
3/21/2014,121.64
3/24/2014,120.06
3/25/2014,121.83
3/26/2014,122.94
3/27/2014,122.8
3/28/2014,123.66
3/31/2014,123.22
4/1/2014,124.13
4/2/2014,124.21
4/3/2014,124.7
4/4/2014,125.68
4/7/2014,124.33
4/8/2014,123.91
4/9/2014,124.54
4/10/2014,123.73
4/11/2014,122.39
4/14/2014,122.68
4/15/2014,121.64
4/16/2014,123.35
4/17/2014,124.01
4/22/2014,125.47
4/23/2014,124.67
4/24/2014,125.41
4/25/2014,124.47
4/28/2014,124.86
4/29/2014,125.91
4/30/2014,125.61
5/2/2014,124.91
5/5/2014,124.96
5/6/2014,124.06
5/7/2014,124.45
5/8/2014,126.01
5/9/2014,125.26
5/12/2014,125.72
5/13/2014,126.09
5/14/2014,125.93
5/15/2014,124.4
5/16/2014,124.58
5/19/2014,124.97
5/20/2014,124.56
5/21/2014,125.01
5/22/2014,125.32
5/23/2014,125.72
5/26/2014,126.71
5/27/2014,126.73
5/28/2014,126.83
5/29/2014,126.9
5/30/2014,126.69
6/2/2014,126.58
6/3/2014,126.12
6/4/2014,126.07
6/5/2014,127.42
6/6/2014,128.41
6/9/2014,128.58
6/10/2014,128.74
6/11/2014,127.55
6/12/2014,127.6
6/13/2014,127.18
6/16/2014,126.26
6/17/2014,126.98
6/18/2014,126.84
6/19/2014,127.72
6/20/2014,127.09
6/23/2014,126.38
6/24/2014,126.41
6/25/2014,124.83
6/26/2014,124.41
6/27/2014,124.36
6/30/2014,123.96
7/1/2014,125.03
7/2/2014,124.62
7/3/2014,125.86
7/4/2014,125.32
7/7/2014,123.63
7/8/2014,121.82
7/9/2014,122.19
7/10/2014,120.65
7/11/2014,121.06
7/14/2014,122.01
7/15/2014,120.8
7/16/2014,122.53
7/17/2014,121.14
7/18/2014,121.61
7/21/2014,120.81
7/22/2014,122.47
7/23/2014,122.68
7/24/2014,123.64
7/25/2014,121.44
7/28/2014,121.77
7/29/2014,122.33
7/30/2014,121
7/31/2014,119.17
8/1/2014,117.75
8/4/2014,118.09
8/5/2014,118.49
8/6/2014,117.7
8/7/2014,116.2
8/8/2014,116
8/11/2014,117.44
8/12/2014,116.62
8/13/2014,117.41
8/14/2014,117.73
8/15/2014,116.88
8/18/2014,118.37
8/19/2014,119.05
8/20/2014,118.66
8/21/2014,120.08
8/22/2014,119.07
8/25/2014,121.42
8/26/2014,122.79
8/27/2014,122.88
8/28/2014,122.01
8/29/2014,122.4
9/1/2014,122.38
9/2/2014,122.42
9/3/2014,123.61
9/4/2014,125.55
9/5/2014,125.36
9/8/2014,125.04
9/9/2014,124.43
9/10/2014,124.32
9/11/2014,124.12
9/12/2014,124.19
9/15/2014,123.81
9/16/2014,123.18
9/17/2014,123.74
9/18/2014,124.63
9/19/2014,124.47
9/22/2014,123.95
9/23/2014,121.66
9/24/2014,122.97
9/25/2014,121.37
9/26/2014,122.45
9/29/2014,121.46
9/30/2014,122.95
10/1/2014,121.67
10/2/2014,118.42
10/3/2014,119.49
10/6/2014,119.65
10/7/2014,117.5
10/8/2014,116.35
10/9/2014,115.58
10/10/2014,113.75
10/13/2014,113.79
10/14/2014,114.14
10/15/2014,110.12
10/16/2014,109.54
10/17/2014,112.81
10/20/2014,111.72
10/21/2014,114.24
10/22/2014,114.87
10/23/2014,116.26
10/24/2014,115.56
10/27/2014,114.67
10/28/2014,115.22
10/29/2014,115.15
10/30/2014,115.97
10/31/2014,118.44
11/3/2014,117.48
11/4/2014,115.79
11/5/2014,117.88
11/6/2014,118.39
11/7/2014,117.42
11/10/2014,118.28
11/11/2014,118.85
11/12/2014,117.14
11/13/2014,117.36
11/14/2014,117.81
11/17/2014,118.4
11/18/2014,119.45
11/19/2014,119.56
11/20/2014,118.68
11/21/2014,121.72
11/24/2014,122.35
11/25/2014,122.76
11/26/2014,122.53
11/27/2014,122.85
11/28/2014,123.1
12/1/2014,122.78
12/2/2014,123.08
12/3/2014,123.24
12/4/2014,121.55
12/5/2014,124.08
12/8/2014,122.95
12/9/2014,119.87
12/10/2014,118.94
12/11/2014,118.81
12/12/2014,115.71
12/15/2014,112.92
12/16/2014,115.26
12/17/2014,115.81
12/18/2014,119.51
12/19/2014,119.46
12/22/2014,119.87
12/23/2014,121.5
12/24/2014,121.01
12/29/2014,121.53
12/30/2014,119.64
12/31/2014,120.36
1/2/2015,119.93
1/5/2015,116.2
1/6/2015,115.35
1/7/2015,116.15
1/8/2015,120.12
1/9/2015,118.11
1/12/2015,119.43
1/13/2015,121.18
1/14/2015,119.43
1/15/2015,122.11
1/16/2015,123.53
1/19/2015,124.01
1/20/2015,125.33
1/21/2015,126.34
1/22/2015,128.27
1/23/2015,130.79
1/26/2015,131.91
1/27/2015,130.47
1/28/2015,130.18
1/29/2015,130.74
1/30/2015,129.95
2/2/2015,130.44
2/3/2015,131.91
2/4/2015,132.52
2/5/2015,132.85
2/6/2015,132.52
2/9/2015,131.27
2/10/2015,132.65
2/11/2015,132.2
2/12/2015,133.48
2/13/2015,134.29
2/16/2015,134.07
2/17/2015,134.09
2/18/2015,135.38
2/19/2015,136.3
2/20/2015,136.16
2/23/2015,137.13
2/24/2015,137.76
2/25/2015,137.49
2/26/2015,138.26
2/27/2015,139.29
3/2/2015,138.59
3/3/2015,137.27
3/4/2015,138.54
3/5/2015,140
3/6/2015,140.05
3/9/2015,139.23
3/10/2015,137.77
3/11/2015,140.9
3/12/2015,140.64
3/13/2015,141.31
3/16/2015,142.74
3/17/2015,141.7
3/18/2015,141.85
3/19/2015,141.98
3/20/2015,143.3
3/23/2015,142.38
3/24/2015,143.32
3/25/2015,141.44
3/26/2015,140.91
3/27/2015,141.72
3/30/2015,143.11
3/31/2015,141.78
4/1/2015,142.53
4/2/2015,142.86
4/7/2015,144.93
4/8/2015,144.64
4/9/2015,146.68
4/10/2015,147.61
4/13/2015,147.97
4/14/2015,147.03
4/15/2015,147.91
4/16/2015,147.03
4/17/2015,144.73
4/20/2015,145.92
4/21/2015,146.27
4/22/2015,146.71
4/23/2015,145.89
4/24/2015,146.5
4/27/2015,148.38
4/28/2015,145.73
4/29/2015,142.1
4/30/2015,142.29
5/4/2015,143.33
5/5/2015,140.22
5/6/2015,140.32
5/7/2015,139.91
5/8/2015,143.25
5/11/2015,141.72
5/12/2015,140.19
5/13/2015,140.03
5/14/2015,141.81
5/15/2015,140.98
5/18/2015,141.44
5/19/2015,144.28
5/20/2015,144.69
5/21/2015,145.05
5/22/2015,144.88
5/25/2015,144.18
5/26/2015,143.3
5/27/2015,145.91
5/28/2015,144.79
5/29/2015,141.39
6/1/2015,141.86
6/2/2015,141.29
6/3/2015,142.01
6/4/2015,140.67
6/5/2015,138.75
6/8/2015,137.05
6/9/2015,136.87
6/10/2015,139.17
6/11/2015,140.1
6/12/2015,138.18
6/15/2015,135.78
6/16/2015,136.53
6/17/2015,135.13
6/18/2015,135.45
6/19/2015,135.79
6/22/2015,140.83
6/23/2015,142.48
6/24/2015,142.03
6/25/2015,141.94
6/26/2015,142.34
6/29/2015,137.22
6/30/2015,134.9
7/1/2015,137.45
7/2/2015,136.06
7/3/2015,135.35
7/6/2015,132.75
7/7/2015,129.86
7/8/2015,130.77
7/9/2015,133.97
7/10/2015,137.89
7/13/2015,140.48
7/14/2015,141.31
7/15/2015,141.77
7/16/2015,143.84
7/17/2015,143.99
7/20/2015,144.57
7/21/2015,143.54
7/22/2015,142.87
7/23/2015,142.97
7/24/2015,142.17
7/27/2015,138.58
7/28/2015,139.89
7/29/2015,140.95
7/30/2015,141.74
7/31/2015,142.71
8/3/2015,143.78
8/4/2015,143.63
8/5/2015,145.75
8/6/2015,145.61
8/7/2015,144.48
8/10/2015,145.6
8/11/2015,142.95
8/12/2015,138.25
8/13/2015,140.04
8/14/2015,139.38
8/17/2015,140.08
8/18/2015,139.8
8/19/2015,137.4
8/20/2015,134.56
8/21/2015,130.39
8/24/2015,123.61
8/25/2015,128.62
8/26/2015,126.79
8/27/2015,131.02
8/28/2015,131.47
8/31/2015,130.83
9/1/2015,127.73
9/2/2015,128.1
9/3/2015,130.87
9/4/2015,127.28
9/7/2015,127.98
9/8/2015,129.36
9/9/2015,131.14
9/10/2015,129.33
9/11/2015,127.94
9/14/2015,127.09
9/15/2015,128.4
9/16/2015,130.31
9/17/2015,130.66
9/18/2015,127.64
9/21/2015,129.01
9/22/2015,124.86
9/23/2015,125.04
9/24/2015,122.73
9/25/2015,126.5
9/28/2015,123.2
9/29/2015,122.56
9/30/2015,125.78
10/1/2015,124.92
10/2/2015,125.77
10/5/2015,130.07
10/6/2015,131.35
10/7/2015,131.38
10/8/2015,131.71
10/9/2015,132.35
10/12/2015,132.05
10/13/2015,130.82
10/14/2015,129.92
10/15/2015,131.69
10/16/2015,132.4
10/19/2015,132.48
10/20/2015,131.61
10/21/2015,132.25
10/22/2015,135.19
10/23/2015,138.51
10/26/2015,137.71
10/27/2015,136.33
10/28/2015,137.51
10/29/2015,137.45
10/30/2015,137.7
11/2/2015,138.2
11/3/2015,138.65
11/4/2015,139.08
11/5/2015,139.93
11/6/2015,140.01
11/9/2015,137.9
11/10/2015,137.99
11/11/2015,139.14
11/12/2015,136.61
11/13/2015,135.27
11/16/2015,135.13
11/17/2015,138.79
11/18/2015,138.08
11/19/2015,138.48
11/20/2015,138.4
11/23/2015,137.84
11/24/2015,135.8
11/25/2015,137.73
11/26/2015,139.21
11/27/2015,138.93
11/30/2015,139.69
12/1/2015,138.71
12/2/2015,138.47
12/3/2015,133.82
12/4/2015,133.48
12/7/2015,134.67
12/8/2015,132.61
12/9/2015,131.36
12/10/2015,131.1
12/11/2015,128.66
12/14/2015,126.51
12/15/2015,130.38
12/16/2015,130.76
12/17/2015,132.25
12/18/2015,130.72
12/21/2015,129.08
12/22/2015,129.12
12/23/2015,131.98
12/24/2015,131.67
12/28/2015,130.53
12/29/2015,132.84
12/30/2015,132.22
12/31/2015,131.1
1/4/2016,127.91
1/5/2016,128.39
1/6/2016,126.74
1/7/2016,124.7
1/8/2016,122.85
1/11/2016,122.3
1/12/2016,124.09
1/13/2016,124.49
1/14/2016,122.21
1/15/2016,119.45
1/18/2016,118.78
1/19/2016,121.15
1/20/2016,117.05
1/21/2016,119.29
1/22/2016,123
1/25/2016,122.51
1/26/2016,123.68
1/27/2016,124.39
1/28/2016,122.8
1/29/2016,125.61
2/1/2016,125.14
2/2/2016,122.16
2/3/2016,120.55
2/4/2016,120.64
2/5/2016,119.84
2/8/2016,115.99
2/9/2016,114.06
2/10/2016,115.75
2/11/2016,111.21
2/12/2016,113.79
2/15/2016,117.29
2/16/2016,117.28
2/17/2016,120.55
2/18/2016,120.75
2/19/2016,120.22
2/22/2016,122.29
2/23/2016,120.73
2/24/2016,118.43
2/25/2016,120.75
2/26/2016,122.52
2/29/2016,123.62
3/1/2016,125.26
3/2/2016,125.6
3/3/2016,125.35
3/4/2016,126.46
3/7/2016,125.97
3/8/2016,124.99
3/9/2016,125.52
3/10/2016,123.5
3/11/2016,127.45
3/14/2016,127.94
3/15/2016,127.06
3/16/2016,126.83
3/17/2016,126.3
3/18/2016,126.86
3/21/2016,125.97
3/22/2016,125.95
3/23/2016,125.85
3/24/2016,123.38
3/29/2016,124.41
3/30/2016,126.44
3/31/2016,124.81
4/1/2016,123.07
4/4/2016,123.53
4/5/2016,120.84
4/6/2016,121.8
4/7/2016,120.75
4/8/2016,122.34
4/11/2016,122.71
4/12/2016,123.66
4/13/2016,127.5
4/14/2016,127.95
4/15/2016,127.48
4/18/2016,127.75
4/19/2016,129.43
4/20/2016,130.15
4/21/2016,129.98
4/22/2016,129.64
4/25/2016,129.03
4/26/2016,128.76
4/27/2016,129.5
4/28/2016,129.39
4/29/2016,126.05
5/2/2016,126.46
5/3/2016,124.58
5/4/2016,123.31
5/5/2016,123.33
5/6/2016,122.83
5/9/2016,123.44
5/10/2016,124.13
5/11/2016,123.5
5/12/2016,122.88
5/13/2016,123.27
5/16/2016,123.11
5/17/2016,122.78
5/18/2016,123.27
5/19/2016,122.19
5/20/2016,124.18
5/23/2016,123.4
5/24/2016,126.18
5/25/2016,127.39
5/26/2016,128.29
5/27/2016,128.18
5/30/2016,128.5
5/31/2016,127.9
6/1/2016,127.05
6/2/2016,126.84
6/3/2016,125.69
6/6/2016,125.72
6/7/2016,127.18
6/8/2016,126.3
6/9/2016,125.12
6/10/2016,122.25
6/13/2016,119.98
6/14/2016,117.25
6/15/2016,118.43
6/16/2016,117.77
6/17/2016,119.13
6/20/2016,123.23
6/21/2016,123.96
6/22/2016,124.32
6/23/2016,126.64
6/24/2016,116.91
6/27/2016,113.06
6/28/2016,116.01
6/29/2016,118.98
6/30/2016,120.18
7/1/2016,121.24
7/4/2016,120.17
7/5/2016,118.15
7/6/2016,115.96
7/7/2016,116.91
7/8/2016,118.9
7/11/2016,120.96
7/12/2016,122.75
7/13/2016,122.71
7/14/2016,124.07
7/15/2016,123.61
7/18/2016,123.33
