date,TFI FP Equity,AIR FP Equity,VANTI FP Equity,VIV FP Equity,DSY FP Equity,ORA FP Equity,VIE FP Equity,DG FP Equity,RI FP Equity,LOR FP Equity,PUB FP Equity,EL FP Equity,ENGI FP Equity,EDF FP Equity,ALO FP Equity,VK FP Equity,AF FP Equity,MTP FP Equity,SEV FP Equity,TE FP Equity,EDEN FP Equity,KN FP Equity,PUB FP Equity.1,SAF FP Equity,LR FP Equity,SOLB BB Equity,GTO NA Equity,ALU FP Equity,FR FP Equity,UG FP Equity,LI FP Equity,NOKIA FP Equity,SW FP Equity,ATO FP Equity,STMPA FP Equity,RMS FP Equity,DSY FP Equity.1,WLN FP Equity,HO FP Equity
10/10/2003,865296,1227376.0,11788663.0,6714250,6374863,1561874.0,1263932.0,573022,4072051.0,497992.0,492150,,,402329.0,35375,89391.0,,,,,115794.0,497992,114065,,87501.0,,13066365.0,795756,1793390.0,398183,,1113556.0,178495,4711011,151668,6714250,,565386.0,
10/13/2003,466856,1092186.0,5815316.0,3132940,4918193,939420.0,1175738.0,417605,2216228.0,698672.0,317618,,,169967.0,15345,83476.0,,,,,101308.0,698672,216166,,65686.0,,9919661.0,691842,1121957.0,56816,,730706.0,149317,3982584,37161,3132940,,464412.0,
10/14/2003,1593991,2023864.0,12442639.0,4225740,6138351,1668083.0,1887056.0,1126373,3305144.0,1182373.0,908546,,,233022.0,14111,61583.0,,,,,120217.0,1182373,125038,,45342.0,,14860689.0,389856,2380527.0,50570,,669533.0,125688,4871419,86256,4225740,,544061.0,
10/15/2003,1054236,3878190.0,11208058.0,9474020,8610665,1462742.0,3065109.0,882388,4190790.0,1007228.0,450186,,,289196.0,13544,98655.0,,,,,121129.0,1007228,700776,,85964.0,,14929682.0,1039995,2608822.0,106304,,796797.0,231248,7772932,149457,9474020,,815470.0,
10/16/2003,1033250,2402215.0,5304063.0,7481220,8114635,938776.0,2466551.0,549079,2210538.0,1525707.0,618100,,,176837.0,4411,93135.0,,,,,128805.0,1525707,194291,,102278.0,,22546993.0,752520,1839372.0,81445,,1032266.0,671989,6992950,131973,7481220,,488406.0,
10/17/2003,901821,2930864.0,11001606.0,3051210,7887610,932673.0,1126543.0,594080,1952733.0,1107933.0,854552,,,125073.0,2549,74039.0,,,,,53063.0,1107933,290086,,48052.0,,10151509.0,1156818,2557907.0,24733,,1082695.0,266875,4736961,188022,3051210,,281922.0,
10/20/2003,391866,2151399.0,10568214.0,2493620,3751823,1305025.0,1087533.0,620809,1065664.0,845326.0,426616,,,1011573.0,5425,127586.0,,,,,181169.0,845326,389999,,35595.0,,8753088.0,1064586,4225187.0,12112,,568405.0,294835,2937215,81612,2493620,,371641.0,
10/21/2003,694571,2253712.0,10689847.0,5169310,5461212,1158110.0,1646845.0,451611,1569027.0,337368.0,853784,,,692865.0,12320,153734.0,,,,,276974.0,337368,403906,,63147.0,,10012715.0,6101469,2454038.0,111702,,646826.0,463193,8367727,101346,5169310,,556595.0,
10/22/2003,1300482,2730547.0,7157284.0,8506870,6359316,1501348.0,1829114.0,662547,3476324.0,606941.0,643378,,,189883.0,10732,150643.0,,,,,77991.0,606941,191923,,59255.0,,12600288.0,3141177,1554241.0,177882,,989284.0,309658,6406832,90396,8506870,,479040.0,
10/23/2003,1062610,4167076.0,6813940.0,8893360,16402331,1703354.0,1545362.0,558376,2269920.0,714229.0,640352,,,243413.0,6600,97062.0,,,,,35279.0,714229,299104,,97557.0,,17098501.0,1747179,1284389.0,22482,,689595.0,331075,13092296,174309,8893360,,392879.0,
10/24/2003,1150346,1965288.0,3538770.0,7837260,5213877,1361505.0,682652.0,419237,2270409.0,496732.0,584572,,,123912.0,11044,47862.0,,,,,83205.0,496732,159588,,67939.0,,11373536.0,1804590,1223739.0,303744,,487224.0,160875,7207386,61320,7837260,,274971.0,
10/27/2003,765569,1592994.0,4014233.0,2533690,4044353,1226468.0,1112239.0,617580,1756087.0,373388.0,363248,,,184154.0,5772,53662.0,,,,,40934.0,373388,202160,,72643.0,,9937305.0,1102833,1065161.0,30322,,443128.0,110365,3610479,30495,2533690,,281193.0,
10/28/2003,1050549,2640968.0,4591163.0,5908950,7859108,669032.0,1869529.0,731067,2113211.0,660788.0,324090,,,319085.0,6199,133067.0,,,,,119685.0,660788,420986,,50312.0,,12348669.0,1613760,1407325.0,43699,,360655.0,171135,5738712,88998,5908950,,346265.0,
10/29/2003,937571,4905740.0,5558089.0,5229410,10580682,730854.0,1092944.0,514099,3420442.0,1246291.0,556926,,,180706.0,25673,93326.0,,,,,50251.0,1246291,295313,,234964.0,,15127134.0,1734471,1836519.0,320467,,408180.0,266809,5597118,86010,5229410,,703367.0,
10/30/2003,2354126,4861464.0,6980361.0,3502200,15262993,2112153.0,2039316.0,738601,2875282.0,1254195.0,493468,,,117346.0,11186,128333.0,,,,,82156.0,1254195,281674,,109008.0,,29444706.0,2026473,2605330.0,73049,,704574.0,284181,4326167,96561,3502200,,567617.0,
10/31/2003,1378337,1866771.0,3640629.0,3008300,5240931,1717098.0,1371212.0,566526,6383597.0,782056.0,400726,,,76977.0,8068,87203.0,,,,,24746.0,782056,148295,,187013.0,,11135486.0,547779,1584187.0,115332,,500214.0,236275,3232185,50040,3008300,,596000.0,
11/3/2003,1124961,2349379.0,6610424.0,1624090,7632290,1359116.0,2055543.0,546732,3316130.0,878336.0,509796,,,373856.0,31234,127162.0,,,,,41101.0,878336,465494,,153174.0,,12658448.0,1348014,1371883.0,130103,,753557.0,295730,4593810,223563,1624090,,389823.0,
11/4/2003,1475068,2391830.0,5101385.0,3115940,7468178,2134865.0,2888857.0,1768089,2644162.0,831143.0,430306,,,307807.0,6829,100779.0,,,,,53306.0,831143,552732,,107464.0,,9433053.0,1724643,2794973.0,97634,,1329108.0,157331,3817069,114423,3115940,,246813.0,
11/5/2003,2650814,2329223.0,4982487.0,5179010,8631473,3023999.0,1358651.0,891725,3259542.0,524485.0,529280,,,200702.0,15512,96884.0,,,,,57304.0,524485,339885,,119770.0,,10683322.0,1607730,1536825.0,117935,,741031.0,384205,5699712,288765,5179010,,868468.0,
11/6/2003,1600233,3700828.0,6289196.0,4076490,8651742,2557762.0,2277262.0,1344239,2773270.0,480742.0,567522,,,107055.0,13294,97908.0,,,,,56392.0,480742,199004,,81753.0,,11183134.0,814485,1603619.0,135531,,735932.0,138218,5572712,78705,4076490,,684517.0,
11/7/2003,2025367,2482732.0,7581739.0,4054050,9801500,3462656.0,2760978.0,1441444,3080761.0,1219112.0,326074,,,224958.0,15933,92233.0,,,,,66743.0,1219112,185564,,64220.0,,10812950.0,1468989,1263933.0,97014,,1271776.0,317895,6971597,108495,4054050,,817069.0,
11/10/2003,854508,2056212.0,8052993.0,2838110,5523426,2399764.0,1035294.0,898782,1364991.0,336506.0,308510,,,136822.0,15788,44349.0,,,,,27223.0,336506,202148,,41574.0,,8487266.0,743892,1079856.0,39115,,378917.0,336620,2701686,35118,2838110,,272315.0,
11/12/2003,1394359,1489459.0,4137491.0,4038310,6051110,1226496.0,1511534.0,868928,5445634.0,654629.0,260758,,,252825.0,8726,130794.0,,,,,92477.0,654629,189583,,136684.0,,6570470.0,727575,2059318.0,80553,,952859.0,164761,4408181,151929,4038310,,406177.0,
11/13/2003,3707185,2465643.0,5407563.0,5253870,9270913,1540155.0,1688601.0,990887,5590287.0,1029143.0,277958,,,2512819.0,9600,76888.0,,,,,34367.0,1029143,176703,,66819.0,,11575504.0,721779,3961208.0,52979,,1114885.0,209687,4766910,122334,5253870,,1156875.0,
11/14/2003,2492670,1613474.0,3984986.0,3632050,7315247,1551023.0,3817441.0,818904,10683484.0,1083244.0,430982,,,715705.0,5336,76463.0,,,,,47044.0,1083244,177870,,37287.0,,6148240.0,449097,2028387.0,166467,,2067807.0,420765,4731941,113265,3632050,,1011864.0,
11/17/2003,1320911,2075978.0,5416540.0,6567450,7020608,1131506.0,1904710.0,734280,4145082.0,713721.0,350862,,,511567.0,14840,97115.0,,,,,63247.0,713721,332558,,79455.0,,14878755.0,812394,1941173.0,86287,,903180.0,299714,4186827,109503,6567450,,393739.0,
11/18/2003,1139720,3721890.0,6364121.0,4473810,7191706,1033902.0,1881674.0,773623,3527747.0,594028.0,564062,,,414555.0,74950,132347.0,,,,,150556.0,594028,105764,,53356.0,,12925717.0,1470240,2004380.0,98914,,787165.0,147193,4228067,51930,4473810,,709498.0,
11/19/2003,1285736,4303922.0,8714644.0,3924510,12798723,2509934.0,2390336.0,547295,4301046.0,1119226.0,837810,,,277710.0,3861,196867.0,,,,,82536.0,1119226,156520,,68861.0,,12370178.0,1409583,1900041.0,101647,,782605.0,391495,4973278,196365,3924510,,855807.0,
11/20/2003,1059460,2448969.0,9416777.0,2808290,8333587,3344482.0,2596130.0,678902,28575874.0,582090.0,462284,,,603020.0,76308,194722.0,,,,,33090.0,582090,292734,,82399.0,,18262945.0,2364783,2369209.0,75705,,377067.0,217306,6816416,63831,2808290,,647761.0,
11/21/2003,1494705,3377502.0,6749497.0,5621110,10769192,1840057.0,2862074.0,510185,4636819.0,538080.0,260080,,,300366.0,3714,139921.0,,,,,36890.0,538080,144428,,88519.0,,9969089.0,1009476,1353193.0,43578,,368308.0,85556,4922194,33795,5621110,,514238.0,
11/24/2003,897040,3148215.0,7384108.0,3341260,7866997,972495.0,1506266.0,661470,2749070.0,312755.0,359176,,,291095.0,4117,124260.0,,,,,37514.0,312755,279458,,65216.0,,8674571.0,819789,1714207.0,74866,,539103.0,178331,3894279,74184,3341260,,617938.0,
11/25/2003,1588928,3424502.0,5296236.0,3058090,6913065,2114989.0,2091538.0,710923,5834994.0,633036.0,957954,,,398289.0,3366,114914.0,,,,,87871.0,633036,357974,,56535.0,,10848042.0,1347456,4675378.0,155514,,895646.0,121383,4918363,83688,3058090,,762230.0,
11/26/2003,1631223,2936469.0,7103150.0,1711140,7713964,2949190.0,3219646.0,2956290,3443967.0,741937.0,1577468,,,1235611.0,182823,66630.0,,,,,57213.0,741937,678329,,82456.0,,9314902.0,488685,3011806.0,97492,,616335.0,113602,4449711,321426,1711140,,655071.0,
11/27/2003,950734,2682759.0,3924620.0,2079710,6045873,2612948.0,2119866.0,907918,1544236.0,312744.0,405368,,,4359128.0,1430,54349.0,,,,,55115.0,312744,109912,,71630.0,,4346764.0,730887,1484546.0,64734,,1161435.0,74133,2611078,69012,2079710,,341446.0,
11/28/2003,2564420,19747614.0,14827188.0,4954150,38522889,4426271.0,5136325.0,996994,5959866.0,495152.0,545418,,,1377365.0,17234,112079.0,,,,,72094.0,495152,148231,,44716.0,,20473064.0,712620,3076556.0,115323,,1840429.0,140653,9951134,92040,4954150,,2391763.0,
12/1/2003,1917064,4518574.0,8999335.0,2539560,9423877,1225346.0,1499833.0,1009865,3098686.0,820467.0,422064,,,2134852.0,42807,66268.0,,,,,43350.0,820467,491563,,155381.0,,8698145.0,1693236,1144988.0,128141,,496475.0,173258,5234866,73674,2539560,,543562.0,
12/2/2003,2310935,4711349.0,10249198.0,2634720,7182117,1951963.0,1763215.0,730501,2887828.0,1000718.0,384674,,,851024.0,5852,156161.0,,,,,86154.0,1000718,999717,,307752.0,,9354934.0,1278486,1453155.0,187647,,952987.0,150260,4642886,144291,2634720,,604118.0,
12/3/2003,3394251,2618283.0,14643642.0,2516140,6252864,1720517.0,1913270.0,548656,1976849.0,1040332.0,463618,,,870463.0,12100,80649.0,,,,,83494.0,1040332,1036887,,285652.0,,15226835.0,2175558,1312897.0,95151,,504499.0,149941,4983029,72609,2516140,,938893.0,
12/4/2003,1418124,4383759.0,6541306.0,2829210,5320825,1719821.0,1237975.0,391522,4465908.0,774727.0,605408,,,562950.0,14773,65880.0,,,,,97584.0,774727,328446,,269360.0,,10924489.0,1432692,1815162.0,43473,,679655.0,127831,4379557,90984,2829210,,656106.0,
12/5/2003,1434618,3068295.0,9596312.0,2093280,7843237,832793.0,1295514.0,702944,5051364.0,562312.0,296974,,,1399013.0,20930,71869.0,,,,,29822.0,562312,258953,,136867.0,,9223144.0,1245447,979338.0,76695,,449930.0,146129,5089966,61383,2093280,,436603.0,
12/8/2003,660325,1830408.0,4718252.0,1376290,5037229,686411.0,884147.0,339744,2156081.0,568611.0,356070,,,672474.0,7652,64368.0,,,,,15124.0,568611,140764,,62744.0,,5303526.0,913767,1146059.0,310699,,305646.0,201679,3264076,60225,1376290,,344740.0,
12/9/2003,1226219,2637405.0,5999712.0,3518930,8689755,1428591.0,2429627.0,852812,4550790.0,533020.0,381934,,,458100.0,11263,188325.0,,,,,95866.0,533020,170526,,139915.0,,8227083.0,544116,1910497.0,24921,,690195.0,128564,6982578,181671,3518930,,826470.0,
12/10/2003,1162747,1928652.0,5473385.0,3304370,8087923,1617702.0,967386.0,496636,2405149.0,648691.0,318382,,,1088352.0,4901,153734.0,,,,,125689.0,648691,220833,,96283.0,,14828110.0,943599,1606275.0,61720,,589040.0,229931,6806027,71961,3304370,,702043.0,
12/11/2003,792850,2348119.0,7387644.0,1825720,5371394,882969.0,1593624.0,1198365,2348351.0,629442.0,535890,,,447236.0,3178,85652.0,,,,,31342.0,629442,627334,,100405.0,,9297454.0,1171557,1620240.0,177570,,346857.0,329451,4364812,128124,1825720,,801097.0,
12/12/2003,823814,3378076.0,7891483.0,976060,6925827,790886.0,1827558.0,710590,4199151.0,646231.0,263152,,,898172.0,14354,68109.0,,,,,38608.0,646231,169558,,49524.0,,7293513.0,1009488,3085760.0,64876,,822064.0,261581,5615678,91380,976060,,377792.0,
12/15/2003,384195,1328251.0,6546617.0,1807570,5913758,3569101.0,1170206.0,468744,4873340.0,422039.0,347864,,,418275.0,5119,86361.0,,,,,81989.0,422039,255162,,36630.0,,8462088.0,953796,1993314.0,43366,,520048.0,234126,5340684,47247,1807570,,552788.0,
12/16/2003,820852,2463337.0,6058318.0,2717940,5837917,2276568.0,1446649.0,655280,3388004.0,408339.0,459310,,,337154.0,8792,57687.0,,,,,74890.0,408339,220203,,95804.0,,14588056.0,1684917,2020027.0,93356,,565272.0,494686,5517014,42240,2717940,,538578.0,
12/17/2003,1119421,2786420.0,5625944.0,5582100,10159416,2570074.0,3896737.0,838641,4454873.0,696483.0,670266,,,1257131.0,12042,125351.0,,,,,63506.0,696483,366357,,211281.0,,14471080.0,1813227,1745508.0,81627,,553644.0,293194,6053930,59004,5582100,,1045749.0,
12/18/2003,841948,2395392.0,6516858.0,4760530,9605337,1904575.0,7773302.0,1194916,4214176.0,721367.0,864700,,,752231.0,10531,71770.0,,,,,54568.0,721367,256807,,108659.0,,10935129.0,1219464,1712497.0,33397,,345739.0,214733,5167631,47451,4760530,,781223.0,
12/19/2003,622009,1377030.0,5462761.0,2611790,9944680,1586383.0,4003952.0,648479,3929365.0,571180.0,650106,,,468647.0,9457,75076.0,,,,,1187196.0,571180,335870,,123005.0,,9924057.0,983664,1086040.0,57408,,518279.0,303449,5259995,105393,2611790,,558704.0,
12/22/2003,708373,1517820.0,3392124.0,995600,5495955,1037352.0,1753151.0,474343,2193642.0,417031.0,228442,,,1117325.0,15458,54244.0,,,,,49917.0,417031,255325,,177374.0,,7806962.0,383409,1004373.0,71109,,387012.0,316229,5030796,76866,995600,,312608.0,
12/23/2003,570959,611813.0,4070850.0,1079210,3286847,1331990.0,2227452.0,483547,2566523.0,347171.0,527126,,,939709.0,5930,49856.0,,,,,70847.0,347171,190270,,57663.0,,9282368.0,725601,676729.0,41342,,387270.0,104040,2623162,48603,1079210,,329867.0,
12/24/2003,149233,293279.0,1833842.0,398870,1680772,326642.0,730059.0,239167,1286455.0,163487.0,103116,,,289394.0,953,19862.0,,,,,20961.0,163487,29395,,12373.0,,3232986.0,112461,507341.0,18987,,119198.0,39590,1020158,9441,398870,,106317.0,
12/29/2003,332412,630054.0,3911989.0,2136030,3591776,940105.0,770434.0,324246,1642661.0,425034.0,174536,,,651291.0,3188,52093.0,,,,,53580.0,425034,120505,,58705.0,,4847468.0,508251,468253.0,28573,,216917.0,125769,1447129,23316,2136030,,486569.0,
12/30/2003,475003,900692.0,3562908.0,1597010,4228896,800764.0,743259.0,719903,2215263.0,263117.0,191156,,,571481.0,36225,62353.0,,,,,60481.0,263117,92475,,65597.0,,5179752.0,593793,719371.0,34045,,388292.0,192106,3263884,16101,1597010,,262776.0,
12/31/2003,249250,763033.0,2159213.0,863160,2273656,1077738.0,641275.0,397694,824332.0,135374.0,69782,,,612576.0,6983,31973.0,,,,,48199.0,135374,101560,,18738.0,,3887049.0,540477,622055.0,5043,,392157.0,46974,1077008,15795,863160,,183738.0,
1/2/2004,251156,1132199.0,2955228.0,3139160,4002084,775951.0,884730.0,587142,1195348.0,338286.0,90590,,,557132.0,3424,20380.0,,,,,12266.0,338286,96255,,42675.0,,5447958.0,428823,868131.0,46555,,536661.0,178985,2172103,23559,3139160,,205878.0,
1/5/2004,541867,2776673.0,8568646.0,3344170,7495044,1351623.0,1709811.0,520554,1820328.0,724851.0,389378,,,1379060.0,4615,79337.0,,,,,40782.0,724851,422170,,137232.0,,10668030.0,2136012,1319187.0,295253,,1017523.0,257918,2776350,22065,3344170,,739668.0,
1/6/2004,815879,2877654.0,6160516.0,4347210,6482943,2146778.0,2174422.0,1450988,3474702.0,964863.0,419770,,,871405.0,3794,66382.0,,,,,20794.0,964863,335865,,155027.0,,16792097.0,1459632,1595547.0,104130,,740282.0,221427,3872206,116895,4347210,,286682.0,
1/7/2004,1061604,2170444.0,6926557.0,2364000,6637394,1609058.0,1760253.0,976494,4435587.0,890510.0,412370,,,1095782.0,17974,238848.0,,,,,66789.0,890510,418830,,101359.0,,16905557.0,1336653,1797264.0,188862,,2868255.0,254512,6307255,60765,2364000,,493119.0,
1/8/2004,1353682,3718588.0,9178761.0,4647120,9336591,3336840.0,2563475.0,3393109,3889300.0,1030977.0,719022,,,2429434.0,5164,283859.0,,,,,103618.0,1030977,523510,,89284.0,,62632742.0,1801395,1918162.0,243257,,816065.0,565783,12936315,83058,4647120,,407466.0,
1/9/2004,1062416,1520375.0,8889399.0,3139720,7676952,1111885.0,1415523.0,1914300,3742906.0,1139111.0,515510,,,5444834.0,16666,185071.0,,,,,99028.0,1139111,553285,,89869.0,,27759892.0,1329987,1920117.0,74739,,1474700.0,211901,9173539,46245,3139720,,801997.0,
1/12/2004,732378,2641746.0,6451338.0,4707290,5236273,789628.0,3209696.0,831101,2416950.0,625240.0,627654,,,4008252.0,14702,198409.0,,,,,21462.0,625240,231295,,225866.0,,12556873.0,978372,1224152.0,141203,,2782972.0,317150,4435482,35973,4707290,,421443.0,
1/13/2004,1239628,3457121.0,9215921.0,7575880,7203025,1068672.0,1559711.0,892892,4200582.0,1087294.0,765760,,,2346254.0,10631,136003.0,,,,,258233.0,1087294,500215,,89380.0,,52849228.0,1627146,1284295.0,61551,,1078889.0,722047,6281938,54174,7575880,,1084822.0,
1/14/2004,1393605,1931143.0,10137797.0,4859360,10019522,1397097.0,2260799.0,1106995,7450782.0,1150680.0,814012,,,2521942.0,7295,165184.0,,,,,311357.0,1150680,850265,,198195.0,,25613525.0,3481569,4045341.0,64657,,935172.0,510406,5232044,107865,4859360,,1756900.0,
1/15/2004,903498,2758691.0,6231993.0,5872950,7588414,902353.0,1349322.0,1149821,5338911.0,1316225.0,560988,,,1288018.0,18902,99201.0,,,,,709840.0,1316225,522985,,80764.0,,17078607.0,1053288,3133393.0,119274,,637171.0,516035,4984698,122403,5872950,,756107.0,
1/16/2004,2747368,2444600.0,8948769.0,5743910,8869825,1089576.0,1586075.0,964106,4385055.0,1151243.0,276776,,,927419.0,14037,152150.0,,,,,215262.0,1151243,343965,,68275.0,,23284592.0,1780407,2234660.0,76001,,339883.0,1167176,7808454,119904,5743910,,432931.0,
1/19/2004,1416922,648696.0,6280223.0,4979010,6043480,850906.0,1255425.0,1501507,4485888.0,905529.0,563832,,,7009396.0,7430,128471.0,,,,,151225.0,905529,211920,,74563.0,,18539052.0,1295898,1008539.0,52495,,426608.0,437807,3724732,22872,4979010,,343076.0,
1/20/2004,1386270,1875117.0,7320274.0,3028670,6750775,1307713.0,2177001.0,418287,4002194.0,784773.0,265846,,,21042865.0,4893,106808.0,,,,,203072.0,784773,633620,,85278.0,,24065645.0,1291695,1876739.0,90371,,427828.0,220877,5771147,39729,3028670,,446836.0,
1/21/2004,1249191,1597393.0,4332468.0,5310980,5464540,1752721.0,3321019.0,459333,3867140.0,1111298.0,424146,,,16363693.0,8038,165991.0,,,,,123302.0,1111298,457410,,106822.0,,26264367.0,1353912,3164150.0,80038,,568014.0,153941,6134869,70818,5310980,,930128.0,
1/22/2004,1311550,2123218.0,4467443.0,3075180,8973612,1696749.0,1501438.0,846536,4746248.0,1246629.0,553714,,,4939054.0,22389,223737.0,,,,,267383.0,1246629,317550,,47775.0,,17562659.0,1308648,3502961.0,58725,,847129.0,444119,6996403,38463,3075180,,551829.0,
1/23/2004,1063089,1975411.0,5093667.0,3837600,8715892,1556942.0,1438273.0,557818,2490094.0,840794.0,941228,,,2652623.0,17166,220124.0,,,,,44749.0,840794,252595,,56336.0,,11972785.0,897816,2562020.0,105515,,400610.0,234379,4257029,72615,3837600,,568235.0,
1/26/2004,531374,1617151.0,6126757.0,1469930,9049646,590533.0,753384.0,381592,2200513.0,575058.0,420268,,,4531341.0,3237,139266.0,,,,,29686.0,575058,167470,,32108.0,,7028699.0,695421,1501255.0,82977,,292307.0,357435,3865611,32850,1469930,,325918.0,
1/27/2004,1634546,1366707.0,7548855.0,4936700,14469075,2441520.0,1836264.0,378708,3486159.0,1040045.0,3058108,,,3610744.0,10606,137976.0,,,,,44262.0,1040045,155030,,60190.0,,11238812.0,2333685,2321429.0,55141,,716724.0,480297,4480560,53904,4936700,,797143.0,
1/28/2004,2331974,3683310.0,8172820.0,3178380,6453601,1837972.0,1980424.0,499439,2052976.0,1415464.0,1040366,,,2472553.0,23647,260693.0,,,,,37438.0,1415464,399660,,68904.0,,9330149.0,2069400,2299493.0,74529,,562698.0,399982,4037083,117237,3178380,,737124.0,
1/29/2004,1584956,2599873.0,5570242.0,3597360,9180565,1479160.0,1536011.0,815800,3916894.0,802598.0,575156,,,3262773.0,10528,125742.0,,,,,239461.0,802598,131225,,70302.0,,10688902.0,2187138,2455762.0,90463,,631454.0,348852,19127003,97599,3597360,,706856.0,
1/30/2004,3238916,4679792.0,5874453.0,4063560,9322706,1787259.0,1673567.0,653837,3274421.0,799473.0,662636,,,1948853.0,12894,309581.0,,,,,388208.0,799473,253285,,112558.0,,24496117.0,2108511,1755628.0,58951,,589232.0,330816,10028686,99291,4063560,,1364214.0,
2/2/2004,1433877,2354803.0,6109419.0,3394570,4239740,820177.0,1198558.0,733743,2420792.0,572502.0,761582,,,2567320.0,17459,141362.0,,,,,225355.0,572502,321525,,152965.0,,10802533.0,1587270,1460644.0,84575,,483044.0,640311,3596119,107487,3394570,,830404.0,
2/3/2004,2274148,2276585.0,4744021.0,3750450,5637624,1212848.0,3049395.0,1072493,5068478.0,555285.0,868554,,,3494749.0,16391,170256.0,,,,,772813.0,555285,404020,,104314.0,,14785969.0,1887804,2173419.0,35531,,451732.0,2217898,6864945,124695,3750450,,570848.0,
2/4/2004,1267442,1378191.0,7304404.0,9533160,25882520,1383559.0,2433351.0,691890,3749451.0,953205.0,820590,,,4001515.0,162174,105236.0,,,,,178205.0,953205,489600,,122060.0,,23992066.0,794715,2703750.0,25769,,542810.0,408798,5631395,54444,9533160,,278185.0,
2/5/2004,1221330,2253294.0,9084120.0,6161480,12124308,3087786.0,2184033.0,2882901,3414553.0,540505.0,605034,,,4161137.0,1791,83744.0,,,,,65998.0,540505,219215,,70942.0,,43289985.0,1342452,1843546.0,51690,,578741.0,427121,6911782,32388,6161480,,834609.0,
2/6/2004,1440097,1302364.0,5099788.0,4663100,7017260,1089212.0,2314638.0,1631735,4006596.0,294782.0,503040,,,1946880.0,5514,152849.0,,,,,53686.0,294782,2341130,,99403.0,,28634369.0,2002299,1609254.0,66782,,723904.0,657641,5265662,43596,4663100,,504501.0,
2/9/2004,1322184,936921.0,5033655.0,3331050,6623893,1809161.0,1700790.0,1291815,1682175.0,773326.0,774068,,,3769543.0,8259,208398.0,,,,,47014.0,773326,801275,,96668.0,,16671068.0,1788288,1447145.0,55367,,351386.0,218456,3736010,53790,3331050,,495335.0,
2/10/2004,1239745,1049858.0,2772692.0,2306950,6049812,1127461.0,959250.0,578914,3977247.0,663279.0,382232,,,6628599.0,14283,571749.0,,,,,134824.0,663279,756420,,47855.0,,14815979.0,1334112,1883390.0,69502,,755787.0,110432,3138868,297366,2306950,,451132.0,
2/11/2004,1073131,1113604.0,12812002.0,1917770,6569842,1332868.0,1923927.0,868746,3122914.0,755363.0,287490,,,11630970.0,4280,433796.0,,,,,112115.0,755363,191880,,74926.0,,12961962.0,2709390,6461569.0,135183,,1146582.0,134583,4661721,73839,1917770,,1078323.0,
2/12/2004,1141619,1845480.0,8662531.0,3915530,11621048,1310661.0,1361911.0,674136,7041591.0,2237439.0,272382,,,18396515.0,13294,413431.0,,,,,167808.0,2237439,558795,,87562.0,,10365678.0,1563123,1904751.0,176651,,1228302.0,225950,4748170,156264,3915530,,619942.0,
2/13/2004,702363,1449524.0,5589502.0,4541190,10067488,1315234.0,4340978.0,1251638,5335629.0,771802.0,592928,,,6844373.0,12053,219757.0,,,,,96444.0,771802,301255,,46006.0,,8505013.0,1074270,2413374.0,104611,,996912.0,292092,5787375,121737,4541190,,1861685.0,
2/16/2004,354689,540443.0,2622277.0,1564680,5110527,748502.0,2271933.0,549907,2145081.0,310005.0,270874,,,3706903.0,3137,157464.0,,,,,26463.0,310005,196235,,52812.0,,3559240.0,1265001,1010234.0,137394,,1164171.0,76522,2577882,38883,1564680,,1206928.0,
2/17/2004,574649,1027872.0,16357143.0,2499670,6301347,2116705.0,2060860.0,1293759,4641885.0,558235.0,351112,,,6625763.0,47940,566705.0,,,,,24518.0,558235,956075,,67012.0,,10294772.0,722004,1566442.0,174560,,335082.0,415339,5638994,37140,2499670,,987675.0,
2/18/2004,530086,1604247.0,6430873.0,3085340,6032710,1824357.0,1630430.0,1007399,2854513.0,644522.0,680084,,,6615513.0,17407,602654.0,,,,,97812.0,644522,432680,,110961.0,,7921196.0,1740852,1383343.0,184624,,394022.0,166642,4682380,100170,3085340,,300933.0,
2/19/2004,893415,2176288.0,9514999.0,4507440,7229881,1595700.0,1036647.0,529848,10050238.0,408856.0,895610,,,6909460.0,7735,234470.0,,,,,913930.0,408856,254140,,84667.0,,8326059.0,1663608,1477500.0,145663,,763356.0,276899,6627765,84654,4507440,,568724.0,
2/20/2004,654375,1518484.0,7409925.0,6629670,6553185,1255307.0,1857388.0,1405670,6278948.0,655931.0,513868,,,18851662.0,2276,123967.0,,,,,120095.0,655931,273205,,87025.0,,9468052.0,1526538,1036105.0,122241,,1396084.0,204041,4679912,76398,6629670,,423897.0,
2/23/2004,651587,838087.0,4973815.0,3703900,24583371,856555.0,1373355.0,591022,2123137.0,484470.0,535940,,,4534803.0,23594,80311.0,,,,,31084.0,484470,194945,,84293.0,,8212395.0,1051467,1673420.0,213228,,418000.0,240906,4172102,39228,3703900,,390039.0,
2/24/2004,2564643,2221335.0,8164729.0,2867650,15495525,1310842.0,2556570.0,1071805,4767642.0,629152.0,504718,,,4045638.0,10487,188784.0,,,,,66378.0,629152,452065,,70335.0,,14284348.0,1455282,1441221.0,204512,,731194.0,418296,8189992,71331,2867650,,846843.0,
2/25/2004,1374446,1753880.0,12601832.0,6991170,8597567,3174899.0,1955816.0,933307,8739263.0,2361402.0,542950,,,5128331.0,9500,123069.0,,,,,108847.0,2361402,1014765,,56845.0,,17488577.0,4515618,2469818.0,191348,,515939.0,232133,4822078,43950,6991170,,690263.0,
