date,TFI FP Equity,AIR FP Equity,VANTI FP Equity,VIV FP Equity,DSY FP Equity,ORA FP Equity,VIE FP Equity,DG FP Equity,RI FP Equity,LOR FP Equity,PUB FP Equity,EL FP Equity,ENGI FP Equity,EDF FP Equity,ALO FP Equity,VK FP Equity,AF FP Equity,MTP FP Equity,SEV FP Equity,TE FP Equity,EDEN FP Equity,KN FP Equity,PUB FP Equity.1,SAF FP Equity,LR FP Equity,SOLB BB Equity,GTO NA Equity,ALU FP Equity,FR FP Equity,UG FP Equity,LI FP Equity,NOKIA FP Equity,SW FP Equity,ATO FP Equity,STMPA FP Equity,RMS FP Equity,DSY FP Equity.1,WLN FP Equity,HO FP Equity
2/2/1999,207520,,3745017.0,1947150,2445018,,114822.0,205462,,57120.0,397620,,,101005.0,11815,,,,,,24335.0,57120,66833,,69379.0,,2544677.0,575907,875941.0,140876,,263387.0,24490,2573676,96975,1947150,,142207.0,
2/3/1999,324410,,2984694.0,1623920,1846267,,91094.0,488043,,14580.0,204680,,,43219.0,15536,,,,,,42879.0,14580,139440,,72157.0,,3436754.0,473418,5315227.0,42212,,386262.0,45824,2328318,277668,1623920,,138249.0,
2/4/1999,665520,,3144547.0,2085630,1758412,,268266.0,223657,,40630.0,469940,,,82009.0,25911,,,,,,42834.0,40630,126473,,86166.0,,3873869.0,385569,2151333.0,40981,,251362.0,39024,2360982,38238,2085630,,85125.0,
2/5/1999,867150,,5082139.0,1425850,1538206,,433200.0,101988,,83050.0,178320,,,46773.0,22341,,,,,,40386.0,83050,79485,,61933.0,,9420018.0,576135,1208795.0,25603,,208402.0,24230,5056674,88872,1425850,,157684.0,
2/8/1999,238070,,9040762.0,1758370,1525497,,22253.0,185570,,58500.0,156760,,,31734.0,134411,,,,,,66333.0,58500,17010,,41643.0,,7401926.0,557934,993243.0,43526,,313548.0,20346,2489310,36177,1758370,,266871.0,
2/9/1999,455270,,6353378.0,2723130,2458969,,259128.0,174501,,88920.0,172500,,,142395.0,96058,,,,,,106233.0,88920,59693,,62314.0,,6333666.0,679482,1119746.0,23336,,343629.0,40884,1991178,50187,2723130,,287080.0,
2/10/1999,442280,,7526738.0,4840540,2391721,,83858.0,195369,,53730.0,499180,,,103996.0,25207,,,,,,60207.0,53730,60428,,58640.0,,4965108.0,667896,704310.0,37530,,556524.0,40418,2922246,129234,4840540,,191921.0,
2/11/1999,301990,,4392436.0,1409420,1858703,,222856.0,634110,,45410.0,262580,,,76664.0,43620,,,,,,15519.0,45410,20895,,44493.0,,3595091.0,1237452,4287547.0,67010,,339413.0,101460,1574544,100335,1409420,,151837.0,
2/12/1999,311160,,5294780.0,1952100,2741297,,324718.0,456261,,278110.0,372060,,,36201.0,57586,,,,,,57760.0,278110,154035,,135375.0,,5018326.0,835326,1905957.0,16368,,414745.0,70884,2541630,23400,1952100,,510649.0,
2/15/1999,370930,,3197139.0,982290,1212749,,120725.0,88436,,86970.0,181160,,,27541.0,52983,,,,,,69935.0,86970,61530,,77722.0,,2384359.0,468027,1545473.0,51474,,160834.0,30636,889770,16806,982290,,78751.0,
