date,TFI FP Equity,AIR FP Equity,VANTI FP Equity,VIV FP Equity,DSY FP Equity,ORA FP Equity,VIE FP Equity,DG FP Equity,RI FP Equity,LOR FP Equity,PUB FP Equity,EL FP Equity,ENGI FP Equity,EDF FP Equity,ALO FP Equity,VK FP Equity,AF FP Equity,MTP FP Equity,SEV FP Equity,TE FP Equity,EDEN FP Equity,KN FP Equity,PUB FP Equity.1,SAF FP Equity,LR FP Equity,SOLB BB Equity,GTO NA Equity,ALU FP Equity,FR FP Equity,UG FP Equity,LI FP Equity,NOKIA FP Equity,SW FP Equity,ATO FP Equity,STMPA FP Equity,RMS FP Equity,DSY FP Equity.1,WLN FP Equity,HO FP Equity,WLN FP Equity.1,TEP FP Equity,ALO FP Equity.1,STLAP FP Equity,ERF FP Equity,EDEN FP Equity.1,VIV FP Equity.1,MSCI FRANCE
2/19/1999,0.054662379,,,0.004199513,0.046944444,0.001206571,,0.022276679,-0.019301371,,0.026415094,0.027736796,,,0.039410674,0.02345773,,,,,,-0.01410099,0.026415094,-0.001902751,,-0.030024798,,0.011336723,0.023430362,0.012760006,0.023486157,,0.029319139,0.052631725,0.03695122,0.002836636,0.046944444,,-0.004381847,,0.0,0.039410674,,0.07165109,,0.004199513,0.008589075
2/22/1999,0.006097561,,,0.021350679,0.008224993,0.007229306,,-0.026634836,0.028625157,,-0.02879902,0.002009762,,,-0.012499712,0.009980742,0.09937931,,,,,0.000955442,-0.02879902,0.003802775,,0.016669835,,0.028542424,0.036144535,0.007873707,0.005878319,,-0.01212021,0.024999405,0.0,-0.012857327,0.008224993,,-0.025149324,,0.028203062,-0.012499712,,-0.026162791,,0.021350679,0.009951201
2/23/1999,0.006666667,,,0.0,-0.044736842,-0.001196467,,-0.013681832,0.004350328,,-0.043533123,0.031518625,,,0.046413578,0.001098509,0.011299479,,,,,-0.00095453,-0.043533123,0.02273021,,-0.003122254,,0.03369836,-0.031395312,-0.022657315,-0.01754272,,-0.036810151,-0.036584516,0.006896552,-0.005774324,-0.044736842,,-0.039987101,,-0.032131661,0.046413578,,-0.001492537,,0.0,0.001326386
2/24/1999,0.029500301,,,-0.011064133,0.046831956,-0.005388471,,-0.016389063,-0.032039506,,0.012532982,-0.016666667,,,0.0,-0.031076874,-0.034077957,,,,,0.009525464,0.012532982,-0.018520859,,-0.008617779,,-0.041228416,-0.026412933,-0.000797337,-0.004769668,,-0.04394946,-0.023797216,-0.04109589,-0.012358079,0.046831956,,-0.033926772,,0.013765182,0.0,,0.0,,-0.011064133,-0.013908601
2/25/1999,-0.023976608,,,-0.015751292,-0.05,0.026489613,,0.007427449,-0.035775642,,-0.003257329,-0.016949153,,,0.001612707,-0.017737859,-0.010989452,,,,,-0.018842492,-0.003257329,-0.007548142,,-0.011057406,,-0.020001581,-0.061035834,-0.028002208,-0.027504455,,-0.005996062,-0.02489725,-0.033928571,-0.011805279,-0.05,,-0.061196106,,-0.023162939,0.001612707,,-0.032884903,,-0.015751292,-0.014680484
2/26/1999,-0.053325345,,,-0.00126198,-0.027700831,-0.024046737,,0.040980122,-0.005567862,,-0.020261438,0.004310345,,,-0.027777844,-0.01959075,-0.016374567,,,,,0.015375172,-0.020261438,-0.02851582,,-0.003988446,,-0.016834329,0.024953414,-0.006581378,0.033210416,,-0.012064463,-0.03191443,-0.04805915,-0.025369128,-0.027700831,,-0.018518519,,-0.004905969,-0.027777844,,0.020092736,,-0.00126198,-0.011783036
3/1/1999,-0.007594937,,,-0.012223708,0.011396011,-0.004807485,,0.026158244,0.015858892,,-0.006004003,-0.015736767,,,-0.020704104,-0.023510178,0.004756499,,,,,-0.015142355,-0.006004003,-0.027585711,,-0.000806645,,0.053451312,-0.00448558,-0.013256845,0.0,,0.056312447,0.07087842,0.009708738,-0.020658312,0.011396011,,0.010566038,,-0.017255546,-0.020704104,,-0.015151515,,-0.012223708,0.005518329
3/2/1999,0.042729592,,,-0.013232418,0.008169014,-0.032005017,,-0.027869728,-0.004588058,,0.016778523,-0.003197674,,,-0.027483927,-0.000802867,-0.008875483,,,,,0.013445968,0.016778523,0.006233624,,-0.01444484,,0.074878525,-0.064351351,-0.023505929,0.011907647,,-0.036609125,-0.014365683,-0.048715385,0.028125439,0.008169014,,-0.013816281,,-0.001672241,-0.027483927,,-0.015384615,,-0.013232418,-0.009506076
3/3/1999,0.037920489,,,0.012108801,-0.016485052,0.023080905,,-0.002456463,-0.00369335,,0.010561056,0.001749781,,,0.004348066,0.0,-0.01432794,,,,,-0.009489198,0.010561056,-0.004798505,,0.0,,0.043992929,0.004126553,0.040410249,0.021760665,,-0.03866819,-0.036959476,0.088948547,0.003054758,-0.016485052,,0.059825824,,-0.010050251,0.004348066,,0.0,,0.012108801,0.018403087
3/4/1999,0.010606953,,,0.011968573,0.018465909,0.012805925,,-0.039310096,0.016666667,,-0.000653168,0.021834061,,,-0.04761912,0.020077999,0.002422302,,,,,-0.019160212,-0.000653168,0.040999778,,0.006514023,,0.051803021,-0.00547809,0.064464275,-0.000575313,,0.054092027,0.011891946,0.022893508,-0.0015,0.018465909,,0.096105752,,-0.010998308,-0.04761912,,0.015625,,0.011968573,0.024676965
3/5/1999,-0.028571429,,,-0.002535999,-0.0013947,-0.008429338,,0.021735733,0.054646779,,0.0,-0.002849003,,,0.027272625,0.023227443,-0.003021459,,,,,-0.007807861,0.0,-0.005797278,,-0.017797628,,-0.022541047,0.031681818,0.0,-0.000575644,,0.017104189,0.055021101,0.040529946,-0.006100059,-0.0013947,,-0.012385919,,-0.00855432,0.027272625,,-0.036923077,,-0.002535999,-0.003034038
3/8/1999,0.006602641,,,-0.012698442,-0.001396648,-0.010322236,,0.008760211,-0.024178952,,0.0,0.005142857,,,0.008849525,0.096579014,-0.018181294,,,,,0.003949613,0.0,0.00776798,,-0.035421537,,-0.009390833,0.041387128,0.01319755,-0.000575975,,-0.029107653,-0.043544754,0.017441901,0.001557276,-0.001396648,,-0.062706271,,0.008628128,0.008849525,,0.006389776,,-0.012698442,-0.004469805
