,date,TFI FP Equity,AIR FP Equity,VANTI FP Equity,VIV FP Equity,DSY FP Equity,ORA FP Equity,VIE FP Equity,DG FP Equity,RI FP Equity,LOR FP Equity,PUB FP Equity,EL FP Equity,ENGI FP Equity,EDF FP Equity,ALO FP Equity,VK FP Equity,AF FP Equity,MTP FP Equity,SEV FP Equity,TE FP Equity,EDEN FP Equity,KN FP Equity,PUB FP Equity.1,SAF FP Equity,LR FP Equity,SOLB BB Equity,GTO NA Equity,ALU FP Equity,FR FP Equity,UG FP Equity,LI FP Equity,NOKIA FP Equity,SW FP Equity,ATO FP Equity,STMPA FP Equity,RMS FP Equity,DSY FP Equity.1,WLN FP Equity,HO FP Equity,WLN FP Equity.1,TEP FP Equity,ALO FP Equity.1,STLAP FP Equity,ERF FP Equity,EDEN FP Equity.1,VIV FP Equity.1,MSCI FRANCE,,,
3842,2/25/2014,13.6,53.11,38.5535,6.1097,8.454,9.63,12.4764,53.95,86.46,,69.06,79.13,17.775,25.4793,18.1742,312.4996,48.5435,,14.27,,23.25,5.117,69.06,50.7,44.465,18.7894,81.87,3.187,32.8333,10.4756,33.87,,57.097,52.2141,6.195,235.75,8.454,,48.75,,44.84,18.1742,,21.585,23.25,6.1097,123.45,,,
3843,2/26/2014,13.25,53.97,38.4343,6.1344,8.348,9.305,12.2932,53.51,86.62,,68.62,78.86,17.555,24.9429,17.9702,316.9419,50.3591,,14.08,,23.19,5.125,68.62,49.54,44.46,18.8061,81.03,3.165,33.0967,10.6534,33.43,,56.6493,51.8587,6.494,235.3,8.348,,48.75,,44.84,17.9702,,21.65,23.19,6.1344,122.93,,,
3844,2/27/2014,13.35,53.78,38.2196,5.9992,8.265,9.2,13.3056,54.19,85.46,,68.02,76.33,18.615,25.0759,17.9331,332.3032,50.6365,,14.56,,23.14,5.209,68.02,49.865,44.855,18.6891,81.3,3.151,33.2167,10.6699,33.175,,56.5098,52.5695,6.491,232.15,8.265,,48.615,,44.88,17.9331,,21.32,23.14,5.9992,122.93,,,
3845,2/28/2014,13.48,53.39,38.7999,6.0225,8.328,9.069,13.2188,54.13,85.29,,68.8,75.66,18.59,25.5458,18.1325,323.3355,50.46,,14.48,,23.3,5.227,68.8,51.01,44.93,18.7727,81.5,3.16,33.8167,10.6286,33.04,,56.73,53.2727,6.569,233.5,8.328,,48.1,,46.1,18.1325,,21.18,23.3,6.0225,123.3,,,
3846,3/3/2014,13.16,51.7,37.7586,5.9222,8.247,8.853,12.9247,52.43,83.7,,67.05,73.07,18.225,25.2576,17.488,315.2397,48.7351,,14.335,,23.1,4.99,67.05,50.51,43.995,18.2633,78.09,3.042,33.1267,10.5417,32.495,,55.7759,52.025,6.425,230.7,8.247,,47.555,,45.92,17.488,,21.185,23.1,5.9222,120.15,,,
3847,3/4/2014,13.355,53.36,38.7125,5.9992,8.379,9.087,13.2766,53.66,84.5,,67.71,73.85,18.71,25.4039,17.6132,318.9762,49.8598,,14.37,,23.685,5.031,67.71,51.13,44.54,18.7727,79.15,3.117,34.5167,10.9098,33.115,,56.7227,52.7359,6.6,231.85,8.379,,48.37,,45.99,17.6132,,21.565,23.685,5.9992,122.97,,,
3848,3/5/2014,13.32,52.75,38.474,5.9789,8.331,9.165,13.455,54.16,83.34,,67.31,73.18,18.88,25.5325,17.4927,314.9075,49.9305,,14.51,,23.665,5.181,67.31,50,44.235,18.8979,81.24,3.132,34.7167,11.2655,32.965,,56.8621,52.9325,6.649,230.9,8.331,,47.945,,45.84,17.4927,,21.38,23.665,5.9789,122.86,,,
3849,3/6/2014,13.22,52.96,38.3945,6.0312,8.408,10.13,13.4936,53.96,84.18,,67.89,73.71,19.04,25.4394,17.7384,314.2848,50.223,,14.47,,23.83,5.214,67.89,49.74,44.1,19.1484,84.58,3.093,34.8833,11.3978,33.045,,57.4639,53.4089,6.66,232.3,8.408,,47,,47.15,17.7384,,21.485,23.83,6.0312,123.66,,,
3850,3/7/2014,13,51.31,37.7268,5.9047,8.41,10.235,13.7443,53.26,84.15,,68,73.24,18.745,25.3419,18.0722,316.9004,52.4522,,14.435,,23.7,5.133,68,49.2,43.99,19.0315,82.01,2.993,34.05,11.191,32.935,,57.207,52.8039,6.725,230.15,8.41,,46.5,,45.92,18.0722,,21.55,23.7,5.9047,122.33,,,
3851,3/10/2014,12.77,50.49,37.9176,5.9004,8.409,10.675,13.7876,53.58,84.2,,66.31,73.24,18.915,25.6034,18.0537,311.7107,52.7548,,14.39,,23.305,5.141,66.31,48.205,43.75,18.6808,79.3,3.015,33.45,10.947,33,,56.8768,52.4561,6.757,231.35,8.409,,46.385,,45.6,18.0537,,21.175,23.305,5.9004,122.45,,,
3852,3/11/2014,12.57,50.36,36.0098,5.8626,8.401,10.595,13.7684,53.64,83.95,,65.77,73.07,19.28,25.6256,17.9192,310.2576,53.4609,,14.555,,23.285,5.121,65.77,48.235,43.63,18.8645,79.92,3.028,33.7333,10.9388,33.07,,57.141,52.1763,6.716,235.85,8.401,,46.9,,45,17.9192,,21.15,23.285,5.8626,121.93,,,
3853,3/12/2014,12.905,50.1,35.5328,5.8553,8.336,10.555,13.7346,53.73,81.92,,65.29,71.85,19.235,25.4483,18.1696,306.3965,52.2505,,14.595,,22.95,5.05,65.29,47.38,43.475,18.5639,79.83,2.922,33.01,10.641,32.47,,57.1557,51.647,6.666,234.05,8.336,,46.35,,44.05,18.1696,,20.795,22.95,5.8553,120.73,,,
3854,3/13/2014,12.595,50.11,35.4215,5.7768,8.312,10.3,13.5659,53.05,81.59,,64.82,71.34,18.965,25.0848,17.743,302.1618,51.5696,,14.51,,22.835,5.019,64.82,47,43.585,18.2883,80.91,2.85,32.7267,10.6286,32.12,,56.5539,51.1554,6.605,233.15,8.312,,47,,43.68,17.743,,20.725,22.835,5.7768,119.28,,,
3855,3/14/2014,12.505,49.96,34.6027,5.7855,8.356,10.115,13.4261,52.37,81.54,,64.06,71.11,18.87,25.0981,17.4417,303.781,50.2179,,14.14,,22.785,4.891,64.06,46.835,43.335,18.3635,80.23,2.802,32.2733,10.3804,31.68,,55.8053,50.5127,6.534,231.45,8.356,,46.92,,43.81,17.4417,,20.8,22.785,5.7855,118.28,,,
3856,3/17/2014,12.68,50.36,35.8985,5.8524,8.36,10.18,13.6623,53.13,81.16,,64.74,71.58,19.18,25.3463,17.6503,307.7251,51.2922,,14.395,,22.86,4.963,64.74,47.955,43.86,18.4052,81.45,2.847,32.8033,10.5459,32.125,,56.0842,51.1101,6.717,232.75,8.36,,47.595,,45.06,17.6503,,20.8,22.86,5.8524,119.81,,,
3857,3/18/2014,12.9,50.55,36.2244,5.7695,8.444,10.205,13.6286,53.65,81.56,,65.11,72.35,19.7,25.3995,18.1186,306.4381,51.6957,,14.35,,22.725,5.09,65.11,48.325,43.99,18.5054,81.13,2.88,33.4833,10.8602,32.425,,56.4878,50.9437,6.729,234.6,8.444,,47.35,,44.68,18.1186,,20.605,22.725,5.7695,120.96,,,
3858,3/19/2014,12.725,51.33,36.6536,5.7274,8.384,10.145,13.6527,53.3,80.8,,64.39,72.93,19.71,25.3286,18.1093,302.743,54.5957,,14.595,,22.85,5.215,64.39,49.085,44.325,18.6223,80.27,2.852,33.7,10.9512,32.295,,56.0401,49.9909,6.727,237.5,8.384,,47.11,,44.76,18.1093,,21.545,22.85,5.7274,120.87,,,
3859,3/20/2014,12.74,52.5,35.7713,5.7972,8.41,10.22,13.7298,53.7,80.39,,64.3,73.85,19.63,25.2709,18.1974,307.9327,54.9487,,14.565,,22.79,5.18,64.3,49.965,44.405,18.5138,80.92,2.908,33.7833,11.067,31.6,,55.387,50.1951,6.852,236.9,8.41,,47.47,,43.8,18.1974,,21.31,22.79,5.7972,121.42,,,
3860,3/21/2014,12.695,51.9,35.1353,5.7187,8.425,10.225,13.7202,53.06,80.93,,64.75,73.9,19.515,25.302,18.6842,307.6005,53.9652,,14.725,,23.23,5.138,64.75,50.37,44.385,18.7393,82.73,2.867,33.6333,10.976,31.5,,55.9227,49.9682,6.865,239,8.425,,47.24,,42.8,18.6842,,21.485,23.23,5.7187,121.64,,,
3861,3/24/2014,12.15,51.18,34.9764,5.7085,8.382,10.03,13.8214,52.42,81.1,,63.94,72.76,19.385,24.9341,18.6842,306.3965,53.4609,,14.795,,23.23,5.138,63.94,50.2,44,18.614,82.77,2.704,32.27,10.4838,31.8,,55.2622,49.3028,6.699,238.6,8.382,,46.425,,42.51,18.6842,,20.99,23.23,5.7085,120.06,,,
3862,3/25/2014,12.145,52.01,35.1353,5.6983,8.427,10.225,14.0046,53.5,81.7,,64.25,72.77,19.73,24.8897,18.7769,312.292,53.2591,,14.81,,22.4,5.131,64.25,50.73,44.69,18.9564,83.91,2.707,32.45,10.4714,32.09,,55.7026,50.2707,6.725,239.95,8.427,,46.995,,42,18.7769,,21.285,22.4,5.6983,121.83,,,
3863,3/26/2014,12.2,52.86,38.784,5.7565,8.486,10.27,14.048,53.71,83.51,,65.79,72.95,19.705,25.0892,18.7584,320.0142,53.8391,,14.815,,22.155,5.143,65.79,50.33,45.5,19.0482,84.66,2.725,33.2667,10.7692,31.61,,55.864,50.9815,6.816,241.1,8.486,,48,,42,18.7584,,20.915,22.155,5.7565,122.94,,,
3864,3/27/2014,12.1,52.2,39.9048,5.7928,8.483,10.435,13.8021,54.04,84.03,,65.26,73.23,19.705,25.005,17.845,316.1946,53.6626,,14.83,,22.16,5.238,65.26,50.31,45.38,19.0399,84.23,2.814,33.4833,10.9553,32.3,,55.798,50.9362,6.776,241.05,8.483,,47.795,,41.6,17.845,,21.355,22.16,5.7928,122.8,,,
3865,3/28/2014,11.91,52.6,40.3818,5.9062,8.566,10.71,14.019,54.29,84.96,,65.57,74.05,19.96,25.2311,17.9841,326.2417,54.167,,14.875,,22.775,5.344,65.57,50.19,45.03,19.0232,84.4,2.883,33.8333,11.1786,32.63,,55.798,49.6582,6.73,242.15,8.566,,48.045,,41.99,17.9841,,21.6,22.775,5.9062,123.66,,,
3866,3/31/2014,12,51.99,41.6537,5.8786,8.504,10.72,13.8455,53.91,84.5,,65.58,73.2,19.86,25.4571,18.3782,327.1966,55.0244,,14.745,,22.775,5.331,65.58,50.29,45.095,19.0315,84.54,2.862,34.0833,11.3275,32.48,,55.8714,49.628,6.724,241.6,8.504,,48.13,,42.09,18.3782,,21.725,22.775,5.8786,123.22,,,
3867,4/1/2014,12.21,52.87,41.0813,5.8611,8.51,10.75,14.0721,54.52,84.38,,64.57,73.42,19.83,26.2196,19.8711,324.1244,57.8739,,14.945,,22.48,5.529,64.57,50.53,45.16,19.1234,86.41,2.938,34.9667,11.6501,32.45,,55.9741,49.8019,6.729,242.55,8.51,,49.21,,43.26,19.8711,,21.225,22.48,5.8611,124.13,,,
3868,4/2/2014,13.08,52.49,40.7316,5.8684,8.527,10.755,14.1251,54.04,84.16,,64.31,73.6,19.735,26.357,20.3718,323.9998,58.8322,,14.815,,22.56,5.411,64.31,49.965,45.58,19.0482,85.6,3.031,34.8333,11.5343,32.585,,55.475,49.5675,6.787,243.25,8.527,,49.22,,43.5,20.3718,,21.5,22.56,5.8684,124.21,,,
3869,4/3/2014,13.2,53.12,41.4549,5.9527,8.508,10.815,13.8744,54.23,83.16,,65.26,73.63,19.71,26.0555,20.0612,327.3627,58.807,,14.85,,22.71,5.643,65.26,51.16,45.655,18.5806,85.91,3.036,34.8333,11.7287,32.6,,55.6292,48.9928,6.777,243.6,8.508,,49.315,,43.66,20.0612,,21.5,22.71,5.9527,124.7,,,
3870,4/4/2014,13.04,54,41.6537,5.976,8.518,10.835,13.8792,54.75,84.21,,64.84,74,19.605,26.0555,20.4738,330.601,60.2444,,14.85,,22.915,5.567,64.84,51.59,46.08,18.5138,86.15,2.963,35.1667,11.952,33.32,,56.3117,49.4465,6.704,242.3,8.518,,49.86,,43.41,20.4738,,21.175,22.915,5.976,125.68,,,
3871,4/7/2014,12.82,53.32,40.9859,5.9949,8.466,10.66,14.0914,53.95,84.45,,63.32,73.8,19.805,26.1708,20.2605,329.1064,59.1096,,14.825,,22.9,5.526,63.32,50.05,45.52,18.3384,86.9,2.858,34.7333,11.9851,33.2,,55.7392,48.8113,6.67,243.05,8.466,,49.02,,43.37,20.2605,,20.835,22.9,5.9949,124.33,,,
3872,4/8/2014,12.82,51.35,39.9048,5.8001,8.516,10.71,13.9516,53.91,84.03,,62.25,74.01,19.96,25.63,20.4831,327.9439,57.7983,,14.52,,23.41,5.418,62.25,48.34,44.81,18.5472,85.83,2.853,34.0167,11.6418,33.26,,55.6585,48.1685,6.56,243.85,8.516,,48.025,,42.32,20.4831,,20.7,23.41,5.8001,123.91,,,
3873,4/9/2014,13.255,51.02,40.66,5.8815,8.511,10.88,14.0094,54.4,85.23,,63.33,73.9,19.93,25.8738,20.3857,334.7112,58.227,,14.62,,23.545,5.43,63.33,48.815,45.22,18.4804,85.11,2.819,34.6667,11.6418,33.15,,56.1649,48.6222,6.673,244.6,8.511,,49.3,,43.1,20.3857,,20.8,23.545,5.8815,124.54,,,
3874,4/10/2014,13.235,50.07,41.8921,5.8524,8.551,10.795,13.9275,53.88,84.82,,63.04,73.16,19.915,25.6655,20.3996,333.3827,58,,14.525,,24.28,5.33,63.04,49.21,45.53,18.5889,84.73,2.816,34.0167,11.588,33.225,,56.1869,48.9701,6.574,246.8,8.551,,47.86,,42.85,20.3996,,20.835,24.28,5.8524,123.73,,,
3875,4/11/2014,12.95,49.815,40.3103,5.8015,8.318,10.72,13.7443,53.77,84.34,,60.83,72.15,19.625,25.5103,20.1632,328.4006,56.487,,14.2,,24.245,5.185,60.83,48.45,44.81,18.3885,83.31,2.759,33.7333,11.3234,33.11,,55.2035,47.609,6.41,248.5,8.318,,46.085,,42,20.1632,,20.68,24.245,5.8015,122.39,,,
3876,4/14/2014,12.45,49.005,38.943,5.8422,8.45,10.84,13.4888,53.07,86.7,,61,72.6,19.79,25.2266,20.4042,331.3899,54.9739,,13.985,,23.995,5.148,61,47.765,44.585,18.4136,81.48,2.69,32.5333,10.612,31.335,,54.9687,46.9133,6.208,250.8,8.45,,45.045,,40.92,20.4042,,20.115,23.995,5.8422,122.68,,,
3877,4/15/2014,12.305,49.06,38.5773,5.7405,8.542,10.65,13.2911,52.61,87.24,,61.2,72.09,19.655,24.9385,20.2095,329.5631,53.6878,,13.745,,23.96,5.051,61.2,47.48,44.705,18.4971,81.86,2.61,31.35,10.4259,31.58,,56.774,47.1326,6.262,254.15,8.542,,44.095,,40.6,20.2095,,19.535,23.96,5.7405,121.64,,,
3878,4/16/2014,12.59,50.59,41.3357,5.8146,8.559,10.81,13.86,54,88.06,,63.05,72.34,19.97,25.2709,20.6778,334.5452,54.747,,14.715,,23.67,5.128,63.05,49,45.045,18.7476,82.49,2.657,32.77,10.885,31.865,,57.6327,46.6789,6.318,253.2,8.559,,45.355,,41.72,20.6778,,19.85,23.67,5.8146,123.35,,,
3879,4/17/2014,12.68,51.33,41.8683,5.8568,8.647,10.935,13.831,54.1,85.65,,63.89,72.11,19.94,25.7098,20.9421,343.4298,55.4783,,14.62,,23.745,5.248,63.89,49.66,45.49,18.8311,84.59,2.82,33.55,10.9967,32,,57.9923,45.7488,6.446,255.65,8.647,,45.825,,42.07,20.9421,,20.19,23.745,5.8568,124.01,,,
3880,4/22/2014,13.075,51.37,42.5281,5.8626,8.845,11.125,13.966,54.65,85.94,,63.44,73.83,19.995,25.661,21.6746,345.6302,57.3444,,14.7,,24.33,5.272,63.44,49.78,46.225,19.2904,85.23,2.836,34.15,11.2655,32.495,,57.9776,46.6184,6.626,254.35,8.845,,45.845,,42.39,21.6746,,20.91,24.33,5.8626,125.47,,,
3881,4/23/2014,13.08,50.94,42.5281,5.7884,8.885,10.955,13.6816,54,85.67,,61.75,74.37,19.565,25.5325,22.5694,344.966,56.7644,,14.64,,24.825,5.224,61.75,47.96,45.985,19.232,84.45,2.908,33.3333,11.1207,32.87,,57.552,47.1326,6.671,251.45,8.885,,45.055,,41.76,22.5694,,21,24.825,5.7884,124.67,,,
3882,4/24/2014,12.67,50.88,43.2753,5.8509,8.738,11.025,13.778,54.13,85.7,,62.11,74.68,19.365,25.7497,25.0359,350.7368,57.2183,,14.39,,24.76,5.17,62.11,48.045,46.825,19.1735,82.3,2.944,32.74,11.0008,32.975,,57.596,47.7904,6.7,251.85,8.738,,44.705,,41.88,25.0359,,20.18,24.76,5.8509,125.41,,,
3883,4/25/2014,12.48,50.4,43.5694,5.7041,8.689,10.8,13.6334,53.73,85.15,,61.8,75.22,19.07,25.2665,,351.4842,55.1,,14.14,,24.835,5.08,61.8,47.92,46.8,19.3489,78.96,2.886,32.2467,10.6038,33.05,,57.3465,47.8736,6.7,252.05,8.689,,45.02,,41.3,,,20.14,24.835,5.7041,124.47,,,
3884,4/28/2014,12.365,50.4,43.1163,5.6503,8.695,10.84,13.6527,54.15,85.81,,60.39,76.2,19,24.6903,,354.7225,54.9487,,14.13,,24.765,5.045,60.39,47.8,46.585,19.5159,79.43,2.804,32.19,10.7816,33.14,,56.7667,47.5787,6.769,254.65,8.695,,44.72,,40.97,,,19.76,24.765,5.6503,124.86,,,
3885,4/29/2014,12.3,50.09,43.3389,5.6678,8.743,11.2,13.725,55.03,86.07,,60.27,77.37,18.96,24.3401,,358.3345,56.2096,,14.225,,24.71,5.198,60.27,47.49,46.745,19.4574,80.59,2.838,33.1533,10.5252,33.5,,57.1043,47.5107,6.869,255.15,8.743,,44.72,,41.56,,,19.82,24.71,5.6678,125.91,,,
3886,4/30/2014,12.25,49.49,42.7507,5.6227,8.863,11.675,12.9585,54.34,86.51,,61.4,77.09,18.175,24.5085,27.3726,353.7676,52.2757,,14.15,,24.31,5.117,61.4,48.445,46.5,19.4908,80.7,2.882,32.9133,10.55,33.045,,57.0236,47.057,6.896,253.15,8.863,,45.85,,41.29,27.3726,,20,24.31,5.6227,125.61,,,
3887,5/2/2014,13,49.25,42.6076,5.5675,8.873,11.805,12.8958,54.09,86.61,,61.08,76.45,18.545,24.1716,27.5951,348.1628,53.9148,,14.105,,23.845,5.114,61.08,48.075,46.36,19.5827,79.92,2.863,32.5667,10.2,32.89,,57.6254,47.3746,6.86,252.95,8.873,,45.58,,41.25,27.5951,,20.24,23.845,5.5675,124.91,,,
3888,5/5/2014,12.915,49.135,42.3691,5.5907,8.886,12.07,12.9247,54.33,86.12,,61.21,76.42,18.67,24.38,27.2196,347.2494,52.9313,,14.13,,24.01,5.055,61.21,47.9,46.42,19.6161,80.07,2.856,32.6067,9.53,32.56,,57.2878,47.2233,6.794,252.45,8.886,,45.56,,41.69,27.2196,,20.3,24.01,5.5907,124.96,,,
3889,5/6/2014,12.75,48.845,41.7332,5.5399,8.963,12.02,12.8572,54.11,85.63,,60.72,75.94,18.67,24.1761,26.6261,347.8306,54.1165,,13.975,,23.875,5.03,60.72,47.5,45.895,20.1171,78.09,2.919,31.78,9.24,32.905,,57.0236,47.2611,6.875,251.75,8.963,,45.52,,41.5,26.6261,,20.745,23.875,5.5399,124.06,,,
3890,5/7/2014,12.885,48.555,43.1004,5.5529,8.91,12.05,12.5198,54.13,86.3,,60.3,77.37,18.77,24.6149,26.8162,346.17,52.8052,,13.975,,23.505,5.086,60.3,47.01,46.05,20.1171,76.67,2.893,31.4267,9.223,33.55,,57.5226,46.1495,6.816,252.15,8.91,,45.44,,41,26.8162,,20.5,23.505,5.5529,124.45,,,
3891,5/8/2014,12.895,48.595,42.6076,5.5486,8.975,12.2,12.7801,54.6,86.42,,60.69,78.42,19.08,24.9607,26.7281,351.4011,53.3852,,14.215,,23.58,5.177,60.69,47.23,46.54,20.518,76.67,2.933,31.7333,9.15,34.215,,57.6767,46.5049,7.011,254.5,8.975,,45.435,,40.84,26.7281,,20.615,23.58,5.5486,126.01,,,
3892,5/9/2014,12.915,48.66,41.6457,5.505,9,12.065,12.6162,54.46,86.08,,60.2,78.32,19.31,24.9607,26.1857,335.8737,52.0487,,14.16,,23.655,5.047,60.2,47.635,46.62,20.376,77.09,2.857,31.4233,9.51,34.3,,57.6841,46.0437,6.95,256.5,9,,45.145,,42.24,26.1857,,21.4,23.655,5.505,125.26,,,
3893,5/12/2014,12.96,49.49,42.0034,5.5268,9.053,12.18,12.8958,54.74,86.47,,60.51,79.35,19.465,25.1557,26.9089,340.6897,54.1165,,14.535,,24.13,5.049,60.51,47.99,46.775,20.6182,78.9,3.009,31.65,9.525,34.57,,57.6694,46.1117,7.109,255.85,9.053,,45.14,,42.68,26.9089,,21.435,24.13,5.5268,125.72,,,
3894,5/13/2014,12.98,52.54,41.7729,5.5079,9.04,12.24,13.0163,54.48,86.68,,60.85,78.98,19.585,25.2709,26.7513,338.946,53.8391,,14.49,,24.36,5.119,60.85,48.64,46.975,20.4595,78.23,3.035,31.9933,9.54,34.695,,57.7501,45.9832,7.168,255.2,9.04,,45.11,,42.99,26.7513,,21.085,24.36,5.5079,126.09,,,
3895,5/14/2014,12.72,51.97,41.9637,5.505,9.043,12.28,13.0597,54.37,86.76,,60.25,79.43,19.51,25.4305,27.1871,336.4549,53.9905,,14.585,,24.33,5.07,60.25,48.7,47.645,20.2842,78,3.019,31.2033,9.732,34.395,,58.1391,45.9,7.174,254.3,9.043,,44.96,,44.17,27.1871,,20.79,24.33,5.505,125.93,,,
3896,5/15/2014,12.38,50.85,41.8126,5.4541,8.98,12.27,12.8235,53.12,87.44,,59.16,78.02,19.345,25.3286,26.4731,330.518,52.0235,,14.57,,24.37,4.816,59.16,47.805,46.7,19.7998,77.48,2.919,30.1833,9.369,34.295,,57.9556,45.5748,6.876,255.95,8.98,,44.705,,43.52,26.4731,,20.64,24.37,5.4541,124.4,,,
3897,5/16/2014,12.29,50.37,40.501,5.4221,8.99,12.455,12.891,53.3,88.94,,59.33,78.31,19.425,25.4394,26.0559,322.6713,50.687,,14.675,,24.395,4.808,59.33,47.155,46.405,19.5994,76.72,2.853,29.8,9.299,33.91,,57.9263,44.2289,6.842,254.2,8.99,,43.585,,42.95,26.0559,,20.565,24.395,5.4221,124.58,,,
3898,5/19/2014,12.365,51.32,39.7459,5.4948,9.014,12.565,12.8717,53.69,89,,59.74,78.33,19.685,25.4172,26.7235,318.478,52.4522,,14.625,,24.685,4.718,59.74,47.46,46.965,19.7664,77.78,2.857,30.08,9.419,34.59,,58.007,43.7298,6.962,259.85,9.014,,44.285,,43.5,26.7235,,20.67,24.685,5.4948,124.97,,,
3899,5/20/2014,12.5,50.6,39.1815,5.4744,9.042,12.52,12.9681,53.51,88.37,,60.91,77.79,19.79,25.6522,26.5149,320.6369,52.6791,,14.715,,24.025,4.842,60.91,47.315,46.955,19.6411,79.2,2.837,31.1167,9.443,34.39,,57.9776,44.6145,6.927,258.6,9.042,,44.12,,44.29,26.5149,,21.05,24.025,5.4744,124.56,,,
3900,5/21/2014,12.515,50.38,42.1704,5.5166,9.059,12.175,13.0597,53.42,88.25,,61.6,78,19.99,25.3818,26.2413,318.9762,52.9565,,14.745,,23.68,4.853,61.6,47.72,46.96,19.7246,77.64,2.894,31.5433,9.431,34.74,,58.1244,45.0833,6.95,258,9.059,,44.16,,44.31,26.2413,,21.32,23.68,5.5166,125.01,,,
3901,5/22/2014,12.82,51.05,42.1386,5.5384,9.049,12.285,13.1899,53.66,89.32,,62.3,76.7,20.305,24.2115,26.6447,322.7543,53.0574,,15.1,,23.865,4.814,62.3,47.445,47.365,19.5409,77.66,2.846,31.7833,9.95,34.535,,58.418,45.9227,6.84,258.25,9.049,,44.09,,44.85,26.6447,,21.5,23.865,5.5384,125.32,,,
3902,5/23/2014,12.87,51.59,41.8842,5.5326,9.122,12.085,13.3297,53.86,89.22,,62.59,76.8,20.29,24.2204,26.5288,320.2633,53.007,,15.35,,23.76,4.861,62.59,48.19,46.295,19.6912,77.3,2.878,32.08,10.12,34.905,,58.2125,45.7336,6.893,258.15,9.122,,44.5,,44.72,26.5288,,21.72,23.76,5.5326,125.72,,,
3903,5/26/2014,12.905,51.75,41.7729,5.5704,9.087,12.145,13.32,54.24,89.24,,62.63,77.41,20.415,24.5041,26.6586,326.8645,54.52,,14.6,,23.78,4.948,62.63,48.73,46.75,19.7246,78.41,2.911,32.7433,10.455,34.85,,58.5868,48.5769,7.156,257.6,9.087,,44.895,,45.38,26.6586,,21.945,23.78,5.5704,126.71,,,
3904,5/27/2014,13.005,52.74,42.6235,5.5762,9.292,12.155,13.2959,54.33,89.19,,62.96,77.56,20.4,24.4154,26.6029,326.3248,55.2765,,14.72,,24.02,4.937,62.96,49.38,47.12,19.8666,80,2.976,32.0467,10.285,35.205,,58.6235,48.1837,7.21,258.75,9.292,,44.255,,46.03,26.6029,,22.36,24.02,5.5762,126.73,,,
3905,5/28/2014,13.255,53.12,42.6473,5.566,9.346,12.17,13.3779,54.52,88.57,,63.43,77.43,20.39,24.4598,26.8858,323.1279,55.5791,,14.755,,23.13,4.963,63.43,49.67,47.205,19.9418,80.7,2.975,32.5933,10.305,35.38,,58.5868,49.0684,7.265,258.7,9.346,,44.34,,46.37,26.8858,,22.21,23.13,5.566,126.83,,,
3906,5/29/2014,13.25,52.65,42.5281,5.6067,9.374,12.375,13.4984,54.43,89.3,,63.14,77.84,20.375,23.5776,26.9692,332.5939,55.4531,,14.8,,23.215,4.99,63.14,49.505,46.28,19.9,80.12,2.992,32.6667,10.375,35.43,,58.5721,49.144,7.36,259.5,9.374,,44.265,,46.16,26.9692,,22.29,23.215,5.6067,126.9,,,
3907,5/30/2014,13.085,52.61,43.0448,5.5936,9.304,12.265,13.5177,54.3,89.95,,63.28,77.06,20.485,22.833,26.8904,331.3068,56.4113,,14.74,,22.995,5,63.28,49.785,46.435,19.8165,79.65,2.991,32.8333,10.38,35.615,,57.8602,49.8321,7.34,260,9.304,,43.91,,45.91,26.8904,,22.5,22.995,5.5936,126.69,,,
3908,6/2/2014,13.17,53.29,43.005,5.6416,9.29,12.03,13.5996,54.45,89.55,,63.26,77.09,20.49,22.8418,27.0017,333.3412,57.7983,,14.985,,22.9,5.078,63.26,50,46.595,19.8332,79.46,2.903,33.3133,10.34,36.1,,58.1758,49.2272,7.164,258.9,9.29,,45.3,,45.51,27.0017,,22.3,22.9,5.6416,126.58,,,
3909,6/3/2014,12.98,52.68,43.2435,5.6009,9.305,12.04,13.4839,54.42,89.46,,61.49,76.63,20.575,22.6069,26.8858,340.9388,56.7896,,14.85,,22.45,4.991,61.49,49.765,46.625,19.9835,80.32,2.855,33.05,10.15,36.2,,58.0143,48.9247,7.09,259.3,9.305,,45.125,,45.7,26.8858,,22.285,22.45,5.6009,126.12,,,
3910,6/4/2014,12.995,52.55,42.3214,5.6111,9.296,11.945,13.5418,54.6,88.6,,60.94,76.4,20.525,22.6157,26.8765,330.3104,57.7478,,14.765,,22.525,5.045,60.94,49.635,46.675,19.9334,80.9,2.863,32.9167,9.984,36.275,,57.9923,49.1062,7.084,260,9.296,,44.96,,46.23,26.8765,,22.44,22.525,5.6111,126.07,,,
3911,6/5/2014,13.1,53.48,42.9176,5.6154,9.331,12.315,13.5032,55.37,88.95,,60.68,76.89,20.86,22.6911,26.9089,336.3304,58.9835,,14.92,,22.735,5.191,60.68,50.58,47.095,19.8332,81.91,2.92,33.8833,10.295,36.49,,57.8308,49.6204,7.095,257.75,9.331,,45.64,,46.29,26.9089,,22.68,22.735,5.6154,127.42,,,
3912,6/6/2014,13.03,53.69,42.7665,5.5936,9.403,12.59,13.6237,56.38,87.66,,61,76.43,20.97,23.5466,27.4885,329.9368,59.0844,,15.21,,23.12,5.266,61,51.26,46.995,19.9334,82.16,2.95,35.1833,10.455,37.605,,58.0437,49.5372,7.089,255.2,9.403,,46.99,,46.87,27.4885,,22.94,23.12,5.5936,128.41,,,
