date,JMAT LN Equity,MCRO LN Equity,JMAT LN Equity.1,AL/ LN Equity,LMI LN Equity,POLY LN Equity,COB LN Equity,BLND LN Equity,CPG LN Equity,FXPO LN Equity,AGK LN Equity,WG/ LN Equity,KGF LN Equity,HL/ LN Equity,CNE LN Equity,LSEG LN Equity,WMH LN Equity,1655637D LN Equity,DRX LN Equity,ATST LN Equity,BBY LN Equity,FCIT LN Equity,PNN LN Equity,MERL LN Equity,FRES LN Equity,CW/ LN Equity,CNA LN Equity,539988Q LN Equity,BI/ LN Equity,ISYS LN Equity,III LN Equity,PSN LN Equity,HIK LN Equity,AU/ LN Equity,WEIR LN Equity,ESSR LN Equity,IAP LN Equity,EMG LN Equity,SRP LN Equity,ADN LN Equity,SEM LN Equity,INTU LN Equity,IDS LN Equity,SPT LN Equity,THUS LN Equity,ENRC LN Equity,VED LN Equity,CRDA LN Equity,HAS LN Equity,TUI LN Equity,MRO LN Equity,WTB LN Equity,EVR LN Equity,1837977D LN Equity,TATE LN Equity,PFC LN Equity,BKG LN Equity,MGGT LN Equity,MRW LN Equity,SCTN LN Equity,FRAS LN Equity,CURY LN Equity,BET LN Equity,SDR LN Equity,8179618Q LN Equity,CPI LN Equity,SDR LN Equity.1,8179618Q LN Equity.1,CPI LN Equity.1,FTSE ALL SHARES
1/20/1999,435842,,,1353342.0,128415.0,,987115.0,1965034,,,483601.0,,4424434,,761319,,,59824.0,,3000,5338384,752877,432189,,,,7131284,,,1831274.0,2361032,57475,,,923889,,2272125.0,1324286,393408,89109.0,534646.0,120385.0,,1107840,,,,149697.0,6899520,,,400533,,,7319765,,53733,64341.0,2020620.0,918407.0,,,,5254561,7305992.0,721981,,,,
1/21/1999,985757,,,1127568.0,24152.0,,1097396.0,4174998,,,278326.0,,4070672,,6340541,,,228970.0,,50000,966160,658842,453458,,,,10914855,,,653345.0,978752,97617,,,322724,,3147160.0,810327,8430589,391485.0,3039830.0,122786.0,,3857565,,,,226394.0,5270500,,,467863,,,2307194,,116886,47368.0,5750874.0,4059623.0,,,,707653,8461540.0,4071606,,,,
1/22/1999,166204,,,406528.0,53907.0,,449792.0,2275292,,,309312.0,,5568456,,1214901,,,1439.0,,110000,1011223,620113,324814,,,,9223376,,,944030.0,4211844,146087,,,618359,,585500.0,104764,123465,19426.0,560479.0,11393.0,,2209139,,,,60891.0,9336388,,,416913,,,1093383,,118863,28206.0,1917552.0,4739672.0,,,,576871,9578140.0,41183,,,,
1/25/1999,275148,,,918437.0,83668.0,,854531.0,2315418,,,6341.0,,2798817,,59884,,,1439.0,,35000,850169,908629,203794,,,,3080274,,,1420768.0,1585538,91573,,,934627,,120880.0,355577,269083,24124.0,252406.0,512198.0,,1297329,,,,50633.0,4273380,,,374464,,,3643993,,73973,24380.0,2550994.0,360832.0,,,,730341,6356281.0,295845,,,,
1/26/1999,1911527,,,1475103.0,179860.0,,7289493.0,1801212,,,22650.0,,3468061,,1572273,,,12923.0,,150000,889618,930413,365604,,,,10884693,,,565655.0,1076953,297167,,,138453,,165380.0,527552,894485,69662.0,1034015.0,400875.0,,5652334,,,,60686.0,8000264,,,1133685,,,1268320,,128525,493823.0,3391376.0,2635682.0,,,,1025047,4301380.0,3804945,,,,
1/27/1999,1040850,,,1210749.0,55763.0,,2598070.0,2619145,,,944172.0,,6120959,,3703230,,,618389.0,,100000,1113397,681868,110300,,,,11854348,,,2017682.0,376083,274130,,,387472,,246390.0,4684990,578954,23183.0,629853.0,358381.0,,4667360,,,,766310.0,3475148,,,461320,,,3359282,,950540,595701.0,2172442.0,2054526.0,,,,314424,3676697.0,6356484,,,,
1/28/1999,916983,,,2806381.0,108543.0,,1782524.0,7462548,,,494880.0,,4491301,,699080,,,21160.0,,95000,1057037,534747,636179,,,,7676153,,,1015395.0,1042235,1395394,,,900443,,987625.0,712509,196030,77454.0,3240583.0,660179.0,,49926072,,,,942186.0,4851162,,,657283,,,862960,,1169345,4087073.0,2109642.0,31854028.0,,,,1061236,5854736.0,3602240,,,,
1/29/1999,904799,,,2347514.0,202752.0,,890199.0,4545168,,,1212730.0,,5000467,,760892,,,4186.0,,95000,751308,382507,718444,,,,4713394,,,1877105.0,4270759,1091075,,,728947,,15127790.0,2558320,482821,24497.0,1906089.0,140084.0,,1596138,,,,168189.0,2599378,,,805568,,,927369,,714894,1149547.0,1626940.0,3333984.0,,,,3425636,7613637.0,1141813,,,,
2/1/1999,1047618,,,3145167.0,58464.0,,4040501.0,4223078,,,109991.0,,4013837,,815531,,,775.0,,10000,15853990,518367,324479,,,,8840263,,,3042641.0,1827174,555080,,,6485663,,868130.0,447946,1500126,4662.0,2054122.0,203076.0,,2926239,,,,187733.0,1527802,,,703491,,,1930583,,1051294,1292258.0,856878.0,1446835.0,,,,1178342,6319459.0,4489300,,,,
2/2/1999,1442211,,,1192285.0,116352.0,,5145196.0,17047391,,,31910.0,,3545530,,1794163,,,187839.0,,10000,24530400,890367,616454,,,,10486164,,,2679495.0,1881681,2092425,,,11027512,,110410.0,643461,2965288,11881.0,1952742.0,361172.0,,1733113,,,,167683.0,6288612,,,533373,,,558010,,862260,1582834.0,7827868.0,2009599.0,,,,2352354,5825057.0,12419541,,,,
2/3/1999,1019311,,,739028.0,74737.0,,7955189.0,12324646,,,97514.0,,4237787,,186628,,,184672.0,,10000,13358914,363348,1416548,,,,10718621,,,2579890.0,713313,307393,,,5671730,,6196965.0,1122928,330831,4429.0,2947544.0,260268.0,,1118808,,,,84552.0,2403228,,,534774,,,677980,,1156475,1781158.0,3893860.0,2592153.0,,,,1169606,5601825.0,2393915,,,,
2/4/1999,289335,,,852391.0,42661.0,,2010846.0,5326034,,,55906.0,,3188908,,67798,,,43840.0,,10000,6638605,568465,1412240,,,,9491563,,,2797632.0,806735,637768,,,4268467,,681220.0,2030427,610672,69932.0,2589503.0,642820.0,,3605558,,,,96274.0,4031908,,,1171770,,,1289665,,654067,1010175.0,3818956.0,4074150.0,,,,2524383,6434249.0,772172,,,,
2/5/1999,1025861,,,1718101.0,26505.0,,2462980.0,2191061,,,125913.0,,8184091,,353303,,,19748.0,,109000,4987086,454764,1136995,,,,9184221,,,855006.0,637927,572278,,,7315922,,1263605.0,1992118,1635260,31344.0,595268.0,431150.0,,1495348,,,,341271.0,1560746,,,938459,,,1517198,,522111,154943.0,4809984.0,3751061.0,,,,603906,5634623.0,1331083,,,,
2/8/1999,678454,,,1118857.0,104932.0,,2403479.0,2392625,,,312300.0,,3669979,,243856,,,31326.0,,109000,4851934,618250,935922,,,,6566225,,,536857.0,1798813,1078471,,,5701972,,1960945.0,3823764,111114,62352.0,221192.0,418696.0,,1051385,,,,549871.0,9161188,,,357691,,,411854,,1047287,707050.0,1148942.0,776790.0,,,,842483,6152617.0,1065951,,,,
2/9/1999,1567741,,,1348849.0,219283.0,,5048334.0,9347868,,,2908108.0,,2807210,,1030925,,,2267.0,,109000,3475347,752196,434076,,,,8932438,,,598056.0,982449,401616,,,393855,,480230.0,236660,1803639,154484.0,473512.0,356945.0,,2497786,,,,459221.0,5121732,,,445582,,,700580,,1027832,483925.0,2108380.0,2072114.0,,,,998412,9643383.0,10079297,,,,
2/10/1999,228229,,,482216.0,410648.0,,462426.0,5260056,,,97655.0,,2365508,,1945683,,,53699.0,,17700,899746,494190,1456774,,,,10127319,,,1338932.0,1014979,480997,,,1452471,,288655.0,2434840,1494006,4973.0,997708.0,450292.0,,134701,,,,237336.0,3349954,,,769517,,,802189,,267783,854386.0,2216782.0,2628515.0,,,,2055189,4193733.0,789749,,,,
