,JMAT LN Equity,MCRO LN Equity,JMAT LN Equity,AL/ LN Equity,LMI LN Equity,POLY LN Equity,COB LN Equity,BLND LN Equity,CPG LN Equity,FXPO LN Equity,AGK LN Equity,WG/ LN Equity,KGF LN Equity,HL/ LN Equity,CNE LN Equity,LSEG LN Equity,WMH LN Equity,1655637D LN Equity,DRX LN Equity,ATST LN Equity,BBY LN Equity,FCIT LN Equity,PNN LN Equity,MERL LN Equity,FRES LN Equity,CW/ LN Equity,CNA LN Equity,539988Q LN Equity,BI/ LN Equity,ISYS LN Equity,III LN Equity,PSN LN Equity,HIK LN Equity,AU/ LN Equity,WEIR LN Equity,ESSR LN Equity,IAP LN Equity,EMG LN Equity,SRP LN Equity,ADN LN Equity,SEM LN Equity,INTU LN Equity,IDS LN Equity,SPT LN Equity,THUS LN Equity,ENRC LN Equity,VED LN Equity,CRDA LN Equity,HAS LN Equity,TUI LN Equity,MRO LN Equity,WTB LN Equity,EVR LN Equity,1837977D LN Equity,TATE LN Equity,PFC LN Equity,BKG LN Equity,MGGT LN Equity,MRW LN Equity,SCTN LN Equity,FRAS LN Equity,CURY LN Equity,BET LN Equity,SDR LN Equity,8179618Q LN Equity,CPI LN Equity,SDR LN Equity,8179618Q LN Equity,CPI LN Equity
4/27/2000,0.000000000,0.018514724,0.000000000,-0.014007782,0.000000000,-0.022222222,-0.001113401,-0.001788420,0.017617900,-0.010526316,0.012480221,-0.002937261,-0.044947383,-0.028683181,0.000000000,0.017378371,0.032809883,0.007686187,-0.005104691,-0.008190008,0.006418466,-0.007920792,0.056603774,-0.024150059,0.037437604,-0.022727273,0.050161841,0.003773585,-0.035369775,-0.002529572,-0.023772198,0.072386059,-0.010810811,-0.039068806,0.027247956,-0.015264188,-0.007843137,-0.003009006,-0.010581803,-0.004291702,-0.041420118,0.009581316,0.023798627,0.000000000,-0.062068966,0.084084084,0.017278618,0.000000000,-0.010048278,0.017408040,0.044443865,-0.002564708,-0.041773543,0.018901890,0.013333333,0.004468481,0.053427419,0.000000000,0.000000000,-0.005729167,0.014005602,-0.005484461,-0.001709117,0.008113590,0.021926390,-0.022855951,0.008113590,0.021926390,-0.022855951
4/28/2000,0.070779447,-0.009091475,0.070779447,0.004735596,-0.007575753,0.038583510,-0.001671964,0.020883081,0.006567701,-0.021276596,0.023112682,0.014747922,0.020377166,0.002684564,0.012603359,0.010676277,0.013619962,0.022912477,0.012829044,0.009909166,0.000000000,0.003992016,0.008927109,-0.002883229,-0.021651965,-0.000232558,-0.052960221,0.112781955,-0.013333333,0.039729463,0.046265986,-0.002500000,0.010928962,0.005191358,-0.005305040,-0.012718601,0.000000000,-0.002015576,-0.005348808,0.000000000,0.061728395,0.000000000,-0.010505141,-0.016599043,-0.036764706,-0.006094183,0.000000000,-0.002090128,0.053732813,0.006653927,0.000000000,-0.014995213,-0.028680688,0.027385159,-0.006578947,-0.006353920,0.023923445,0.000000000,0.003401361,-0.003143007,0.000000000,-0.004901961,0.004565781,-0.017102616,0.019923372,0.070174787,-0.017102616,0.019923372,0.070174787
5/2/2000,-0.053971694,-0.006878749,-0.053971694,-0.059701493,0.000000000,0.021882952,-0.011134917,0.005262104,0.015420025,-0.008695652,0.021085258,-0.026164066,-0.028529940,-0.006693440,0.066393060,-0.022534775,0.011937373,0.000000000,0.014566102,0.007358953,0.006362905,0.009940358,0.016814908,0.027710843,-0.011475410,0.009537102,0.008774925,0.087837838,0.008445946,0.009756045,-0.014739752,-0.010025063,-0.016891892,0.017210978,0.032000000,-0.012077295,-0.005928854,-0.002009073,0.010755144,0.019496919,0.020348837,0.000000000,0.018974475,-0.037974167,0.015267176,0.146042363,-0.013269639,-0.004192963,0.007364086,-0.016997088,0.034042440,0.011743763,0.031889764,0.007738607,0.008828761,-0.030691539,0.005607477,0.006731482,-0.016949153,-0.016290068,-0.038674033,-0.003694581,0.000568750,0.023541453,0.003005259,-0.027930183,0.023541453,0.003005259,-0.027930183
5/3/2000,-0.006409997,0.004619219,-0.006409997,-0.020885547,-0.003053559,-0.005478088,0.000000000,0.018022038,0.005258595,-0.157894737,0.011799137,-0.005971480,0.014682651,0.061994609,0.007783261,0.013690139,-0.004423144,0.014913418,0.005618051,-0.000811688,-0.012659884,-0.009842520,0.002611681,-0.020398593,0.086235489,-0.043087558,0.010865552,-0.080745342,-0.031825796,-0.040257674,-0.044094171,-0.022784810,-0.015807560,0.032147156,-0.005167959,0.038712306,0.000000000,-0.001006559,0.000000000,-0.009578544,-0.036087369,-0.007119585,0.010418976,-0.020176473,0.003759398,-0.052042802,-0.015061861,0.000000000,-0.043869042,0.023054749,0.000000000,-0.002578862,-0.032811904,-0.064846416,0.005472967,0.023088096,-0.019516729,0.046823253,0.013793103,0.025641026,0.028735632,-0.001236094,-0.000568427,-0.042000000,-0.014232210,-0.049343983,-0.042000000,-0.014232210,-0.049343983
5/4/2000,0.032257914,-0.011492526,0.032257914,0.023890785,0.000000000,0.014521783,0.007323772,-0.010851734,0.001741592,-0.013020833,0.007287791,-0.039038450,0.027496810,0.000000000,-0.007723150,0.002841567,-0.035555938,0.000000000,0.005586665,0.005686434,0.012822211,0.000000000,0.024305556,0.005265677,0.031297710,-0.000963159,-0.011827115,-0.013513514,-0.031141869,-0.003355588,-0.008237970,-0.002590674,0.000000000,0.069674333,-0.025974026,-0.007453903,-0.005964215,0.000000000,0.008509934,-0.004302008,0.005911330,0.001193900,-0.002852128,0.031335445,-0.071161049,-0.055926116,0.006007646,0.000000000,-0.007648284,-0.017840459,0.004115779,-0.005172347,-0.000788955,0.018248175,0.001085651,-0.011604343,0.007582938,0.102232587,0.000000000,0.004166667,-0.002793296,0.002475248,-0.003408524,-0.013569937,-0.048632219,0.003284545,-0.013569937,-0.048632219,0.003284545
5/5/2000,-0.001249724,0.000000000,-0.001249724,-0.010000000,-0.004594052,-0.013820336,0.031869131,0.004618545,-0.019141006,-0.118733509,0.020261380,-0.006246536,0.009391033,0.035532995,0.000000000,-0.004961247,0.013824452,0.000000000,-0.001852662,0.005654281,0.056962209,0.004970179,-0.008475964,0.006666667,0.006661732,0.015907448,0.006529966,0.018835616,-0.001785714,0.008417513,-0.017441629,0.000000000,0.003491620,0.034482245,0.000000000,0.004743083,-0.004000000,-0.002025751,-0.003165274,-0.003215326,0.000979432,0.008354563,-0.049064906,0.019963494,-0.080645161,0.005434783,0.018458198,0.004210618,-0.004146998,-0.019120404,0.000000000,-0.010398479,0.056060008,-0.038530466,0.004349074,0.015001043,0.002822201,0.026088986,0.001700680,0.006224066,-0.030812325,0.074074074,0.007411058,0.019047619,0.003993610,0.075312803,0.019047619,0.003993610,0.075312803
5/8/2000,0.000625080,-0.023257182,0.000625080,0.002525253,-0.002307733,0.003003003,0.000000000,-0.012068985,-0.011827315,0.083832335,-0.014185380,-0.025157879,-0.039069681,-0.068627451,-0.031126420,-0.002847643,-0.003789561,0.007361488,0.013605892,-0.002409639,0.035932837,-0.000989120,-0.008545621,-0.004020814,0.050735294,-0.001423488,-0.004323611,0.006722689,0.012522361,-0.011686328,0.003381539,-0.005194805,-0.000695894,0.093334149,0.005333333,-0.031471282,0.000000000,-0.002019236,-0.026455815,-0.007560230,-0.002935421,0.009467939,-0.016890329,-0.004254350,0.000000000,0.018378378,0.010660981,0.002094506,-0.011311731,-0.020467950,0.000000000,0.017949748,-0.024672897,0.010251631,-0.015150278,0.002572710,-0.001876173,0.019770457,-0.015280136,0.016494845,0.046242775,-0.055172414,0.007357529,0.018691589,0.013524264,0.009133506,0.018691589,0.013524264,0.009133506
5/9/2000,-0.018136284,-0.019048766,-0.018136284,0.004198153,-0.026985335,-0.016966068,0.000000000,-0.001744000,0.007779227,0.102209945,0.002878962,0.012901057,0.048886714,0.006578947,-0.004020073,0.007855998,-0.003799332,0.000000000,-0.001220402,-0.002415459,-0.023124303,-0.001980198,0.000000000,0.010211351,-0.013995801,-0.005226895,-0.017373933,0.051752922,-0.010600707,-0.062499925,0.016006345,-0.015665796,0.002089136,0.021677988,-0.005305040,-0.045085297,-0.046184739,-0.007102923,-0.038041421,0.002166847,-0.007850834,0.000000000,0.036714521,-0.012820336,-0.026315789,0.107218684,-0.012130802,0.000000000,0.001806639,-0.018407965,0.000000000,0.016774958,-0.000766577,-0.025830258,-0.009890097,0.020511547,0.000000000,0.011083689,0.010344828,0.058316430,-0.027624309,0.004257908,-0.005056320,0.029561672,0.025117739,-0.047072987,0.029561672,0.025117739,-0.047072987
5/10/2000,-0.002547209,0.004854667,-0.002547209,-0.002508361,0.022979297,0.004060914,0.013548823,-0.002332209,-0.026128266,-0.162907268,0.000000000,0.004775658,0.022149378,-0.032679739,-0.012095169,-0.004252868,0.008396936,0.007293447,0.002443786,-0.003228410,-0.017746976,-0.002976190,-0.017241379,0.010813352,-0.006387509,-0.022689276,-0.007734654,-0.015873016,0.010714286,0.055855828,0.026534586,-0.015915119,0.028492008,0.018568186,0.066666667,0.025095704,-0.035789474,-0.011240052,-0.022601188,-0.001081081,-0.042532146,0.017583221,0.013620885,-0.030301676,-0.009009009,0.061361457,0.011211959,0.064853119,-0.045071117,-0.005068328,0.004097405,0.008460130,-0.037207518,0.032196970,0.004436969,-0.007537937,-0.009398496,0.016439605,0.008532423,0.053186392,-0.136363636,0.003028468,-0.008469368,-0.003960396,0.098009188,0.031032622,-0.003960396,0.098009188,0.031032622
5/11/2000,0.008939150,0.004831213,0.008939150,0.003352892,0.006971464,-0.013650152,0.008023520,0.007010163,-0.039024390,-0.149700599,0.008606799,-0.006335636,0.054176993,-0.043243243,0.008164485,-0.022775363,-0.006815113,0.000000000,-0.018281389,0.005668016,0.036135244,0.009950249,0.003508772,0.011627907,0.050714286,-0.058651026,0.067929949,-0.043548387,0.005300353,-0.016211494,-0.030694784,0.000000000,0.000000000,-0.020180053,0.005000000,0.054356846,-0.017467249,-0.004121922,-0.028899770,-0.007609578,-0.015495868,0.000000000,0.003359462,-0.045536743,0.054545455,-0.037037037,-0.028511088,-0.001962832,0.000628564,0.024961877,0.000000000,0.006711325,-0.018725100,0.011009174,-0.001102448,0.005064409,0.002846300,-0.048521147,0.011844332,-0.014103731,-0.092105263,-0.009661836,-0.002278188,0.005964215,0.062064156,0.025185484,0.005964215,0.062064156,0.025185484
5/12/2000,0.003797773,0.009615969,0.003797773,-0.015037594,0.026153745,-0.024602768,-0.001063203,0.013922725,-0.042510968,0.084507042,0.005689777,0.003190497,0.001712434,-0.008474576,0.048583303,-0.029132712,0.000000000,0.000000000,-0.003103439,0.009661836,0.069776757,0.009852217,-0.020979021,0.006896552,-0.017675051,-0.029595016,-0.017727027,-0.028667791,-0.015817223,0.012142121,0.000000000,0.008086253,0.023648649,0.031229030,0.014925373,0.023612751,0.000000000,0.000000000,0.000000000,0.003271649,0.031479538,0.002306012,-0.023214286,-0.013096366,0.000000000,0.045966229,-0.026086957,0.003937096,0.007546440,0.016898670,0.000000000,0.023333043,-0.013804304,-0.039927405,0.005529702,-0.004409384,-0.015137181,0.011334869,0.010033445,-0.000922935,0.014492754,-0.011585366,-0.012557647,0.000000000,-0.002626395,-0.014979105,0.000000000,-0.002626395,-0.014979105
5/15/2000,-0.007565672,-0.007145796,-0.007565672,-0.011026293,-0.034482617,-0.007882291,0.003725172,0.012585408,0.032471178,0.000000000,-0.012728918,-0.014309102,0.004702780,0.018518519,0.011581438,-0.006001379,0.000000000,0.000000000,-0.005604057,-0.000797448,0.005429220,-0.008780488,0.010714286,0.004566210,0.036678201,-0.017388978,-0.026538112,0.034722222,0.000000000,0.031705187,-0.004167040,0.026737968,-0.005940594,-0.007733507,0.083333333,-0.034986544,-0.004444444,0.000000000,0.011904517,0.007642923,-0.028484232,0.002297226,-0.016453382,0.018008407,-0.137931034,0.038565022,-0.069196429,-0.003921656,0.028715525,0.000977372,0.000000000,-0.045602051,0.006587073,-0.017958412,0.056105611,0.009487272,0.003842459,-0.002803837,-0.016556291,0.034642032,-0.017857143,-0.012954966,0.011561132,-0.006916996,-0.017116524,-0.017031369,-0.006916996,-0.017116524,-0.017031369
5/16/2000,-0.005082614,0.007197226,-0.005082614,0.016295026,-0.003105716,-0.007944915,0.018513742,0.022032331,0.002567391,0.012987013,-0.005730530,0.012901057,0.021276411,0.142657343,0.106873205,0.014341057,-0.016004841,0.000000000,-0.046570885,0.010375100,0.005399903,0.010826772,-0.005741688,0.002272727,0.047396529,0.008439967,0.014173201,-0.021812081,-0.001785714,0.024086573,0.013389417,0.007812500,-0.007968127,0.001298963,0.029411765,-0.037848606,-0.004464286,0.001034746,0.076470486,0.029294768,0.006282723,0.003441414,-0.004646840,0.005588320,0.100000000,-0.122625216,-0.020983213,0.001966692,-0.021845238,-0.032226516,0.000000000,-0.017918498,-0.045398773,0.007699711,-0.008332143,0.000629174,0.030622010,-0.028087050,-0.037037037,-0.038392857,0.007272727,-0.051875000,0.005714000,0.023880597,0.023442733,0.012992638,0.023880597,0.023442733,0.012992638
5/17/2000,0.015325737,-0.004762192,0.015325737,-0.005063291,-0.018691493,0.002135611,0.010397029,0.013820949,-0.015364899,-0.076923077,0.002883108,0.019107586,-0.011666652,-0.023255814,0.024132668,-0.047620734,0.009296406,0.000000000,-0.016311167,-0.006319115,0.000000000,-0.015579357,0.012882795,0.000000000,0.014659018,-0.039146868,0.067745021,-0.008576329,0.016100179,-0.016220609,-0.009909158,0.005167959,-0.022757697,0.059013565,-0.142857143,0.026915114,-0.026905830,-0.001033676,-0.060109422,0.006321030,-0.058272633,0.004571662,-0.010504202,0.022220099,0.040909091,0.082677165,0.025719535,0.021613374,0.016748450,-0.008577390,0.000000000,-0.004778070,-0.013281919,0.039159503,0.008402151,-0.007514324,0.002785515,0.002885219,0.041958042,-0.061745590,0.036101083,-0.077125906,0.005682530,0.018464529,-0.006544503,-0.067195412,0.018464529,-0.006544503,-0.067195412
5/18/2000,0.037735443,0.023924892,0.037735443,0.011026293,-0.019841257,-0.008524241,0.005138059,0.040347460,-0.003902343,-0.031250000,0.010055244,0.001565280,-0.011804370,-0.052631579,0.006735030,0.024999499,-0.001537474,0.021736056,-0.015943878,0.000794913,-0.005370901,0.009891197,0.000000000,0.001360544,-0.017587940,-0.017701602,-0.023163382,-0.022491349,0.012323944,-0.002473267,0.030859099,0.000000000,-0.026027397,-0.006121964,-0.053846154,0.022177419,-0.004608295,-0.001045638,-0.011627673,-0.002082927,-0.025414365,0.004550857,-0.001415428,-0.043477118,-0.021834061,0.068181818,-0.004776119,0.019231188,0.032947840,0.003562635,0.000000000,-0.032737358,0.005210595,0.000000000,0.077082143,0.005676281,0.001851852,-0.002876919,0.020134228,0.022266205,-0.114982578,0.012857143,-0.004520337,0.004770992,0.011198946,0.015062561,0.004770992,0.011198946,0.015062561
5/19/2000,0.018182176,0.014014596,0.018182176,-0.015100671,-0.012145741,0.006985492,0.002562824,-0.025155100,0.031331593,-0.093189964,-0.001421789,-0.007799608,-0.020049847,0.029100529,0.003347833,-0.010671221,0.014605017,0.007100444,0.013609851,-0.016679905,0.010812220,-0.021547502,0.006141069,0.007699275,-0.036445013,0.004004577,-0.032988427,-0.058407080,0.008695652,-0.043801737,-0.076052446,-0.002570694,0.023909986,-0.004313865,0.046070461,0.035897436,-0.027777778,0.000000000,0.029412619,-0.008414324,-0.120181406,-0.002266835,0.025041342,-0.062500954,-0.071428571,-0.062978723,-0.001799640,0.015094662,-0.090963202,0.019269538,0.000000000,0.017148480,-0.025917927,0.029411765,-0.052224429,0.003765654,-0.011090573,-0.011564146,0.004934211,0.063407551,-0.047244094,0.044428773,0.004540863,-0.008547009,0.002605863,-0.077420445,-0.008547009,0.002605863,-0.077420445
5/22/2000,-0.014285776,0.013825758,-0.014285776,-0.015332198,-0.013114835,-0.022411953,0.002542455,-0.038711503,-0.036707715,-0.209486166,-0.001423813,0.044025065,0.010882542,-0.001285347,0.049998865,-0.014636568,-0.008333333,0.000000000,-0.008951407,-0.005654281,0.000000000,-0.001001001,-0.039234895,0.000000000,0.035832780,0.033903134,0.014925051,-0.082706767,0.022413793,-0.025064717,-0.033274158,0.002577320,-0.006181319,0.005570428,0.031088083,0.023990861,-0.030952381,0.000000000,0.011428329,-0.021148533,-0.056701031,0.002271985,-0.011753860,0.000000000,0.062500000,0.094459582,0.018629808,0.007435101,0.072776210,-0.004975030,0.000000000,0.012866185,-0.035920177,-0.044642857,-0.009183684,-0.005001098,-0.001869159,-0.014618415,-0.018003273,0.023668639,0.061983471,0.037137070,0.006779517,0.028735632,-0.027290448,-0.067130562,0.028735632,-0.027290448,-0.067130562
5/23/2000,-0.036232586,0.004545738,-0.036232586,0.028546713,0.034883655,-0.038755459,0.000000000,-0.026846054,0.011825341,0.060000000,-0.001425843,-0.018076269,0.059430655,-0.011583012,0.022222823,-0.011728031,0.019862915,0.007036640,-0.012258065,0.004061738,0.000000000,-0.002004008,-0.029038156,-0.008988764,-0.005124920,0.047671535,0.011553770,0.045081967,0.008431703,0.002659639,-0.019928337,0.000000000,0.035936420,0.026460860,-0.012562814,-0.038304202,-0.012285012,0.017652703,-0.028249392,-0.019454991,-0.008196721,0.000000000,-0.004430970,0.084848682,-0.018099548,-0.006639004,-0.014749263,-0.023987479,-0.004847774,0.037000005,0.000000000,0.002190400,0.008279669,0.042056075,0.013389452,0.005026234,0.001872659,-0.050446333,0.003333333,0.030235660,-0.054474708,0.026041667,-0.007295593,0.025139665,-0.020708083,0.015742776,0.025139665,-0.020708083,0.015742776
5/24/2000,-0.006892407,0.049776841,-0.006892407,0.027754415,-0.001605092,-0.026121522,-0.030528565,0.034484002,-0.029868955,-0.254716981,-0.002858392,0.006136345,0.009756685,-0.044270833,0.006212100,-0.022152898,0.014978772,-0.006987472,0.006531679,0.001618123,0.000000000,-0.003012048,0.028038957,0.000000000,-0.008370895,0.014466070,-0.041538416,0.011764706,0.003344482,0.027409197,-0.010166273,-0.005141388,0.000667111,0.055155310,-0.015267176,0.013534416,0.000000000,0.006128593,-0.046510693,-0.040812830,0.031680441,0.000000000,-0.015226048,-0.052372859,-0.115207373,-0.026733500,0.005988024,-0.013231039,-0.050515906,0.029893853,0.000000000,-0.008742450,0.003193431,-0.002690583,0.036585366,0.013748093,0.004672897,-0.003119654,-0.016611296,-0.019421666,0.004115226,-0.012690355,-0.000564867,-0.039963669,-0.008185539,-0.068635960,-0.039963669,-0.008185539,-0.068635960
5/25/2000,-0.018296484,0.006463628,-0.018296484,-0.007364975,-0.020900398,0.014577259,-0.022576059,0.008888126,0.017401713,-0.012658228,-0.005730530,-0.003049460,-0.020531597,-0.020435967,0.000000000,-0.003234703,0.000739238,0.000000000,0.005840363,0.008077544,-0.016038709,0.004028197,0.036363636,0.001133787,-0.024675325,-0.019963702,0.019505014,-0.023255814,-0.003333333,-0.000860402,0.103641684,0.000000000,0.028000000,-0.027272702,0.000000000,0.027088897,-0.009950249,0.041584580,0.024389730,0.017255546,0.109479306,0.012459019,0.006898192,0.002208667,-0.020833333,0.030901288,-0.040476190,-0.003831501,0.004487458,-0.014981170,0.000000000,0.020723846,0.009549795,0.006294964,-0.019606723,-0.012329022,0.032558140,0.015672320,-0.005067568,0.003521127,0.135245902,-0.010282776,0.002827912,-0.020813623,-0.037138927,0.049919078,-0.020813623,-0.037138927,0.049919078
5/26/2000,-0.003855192,0.006422118,-0.003855192,-0.012366035,-0.006567961,0.006896552,-0.027926460,-0.023127780,0.047368421,-0.012820513,0.000000000,0.021406757,-0.004521088,0.048678720,0.000000000,-0.025973486,0.011801058,0.000000000,-0.007096774,-0.001602564,-0.010870922,-0.006018054,-0.026317226,0.001359003,0.038615180,0.003968254,0.053132561,-0.079365079,0.003344482,-0.076658275,0.013536679,-0.002583979,0.011673152,-0.021026599,0.000000000,-0.083209510,0.000000000,-0.002924036,0.017855305,0.000000000,-0.013237064,0.024608016,-0.007087172,0.014705696,-0.090425532,-0.009159034,-0.033498759,0.000000000,0.005742188,0.004752761,0.000000000,-0.041900443,-0.024774775,-0.037533512,0.019998834,0.006242868,-0.012612613,0.000000000,-0.028862479,-0.014473684,0.126353791,-0.023376623,0.015792440,0.012560386,-0.003571429,-0.009054944,0.012560386,-0.003571429,-0.009054944
