,date,JMAT LN Equity,MCRO LN Equity,JMAT LN Equity.1,AL/ LN Equity,LMI LN Equity,POLY LN Equity,COB LN Equity,BLND LN Equity,CPG LN Equity,FXPO LN Equity,AGK LN Equity,WG/ LN Equity,KGF LN Equity,HL/ LN Equity,CNE LN Equity,LSEG LN Equity,WMH LN Equity,1655637D LN Equity,DRX LN Equity,ATST LN Equity,BBY LN Equity,FCIT LN Equity,PNN LN Equity,MERL LN Equity,FRES LN Equity,CW/ LN Equity,CNA LN Equity,539988Q LN Equity,BI/ LN Equity,ISYS LN Equity,III LN Equity,PSN LN Equity,HIK LN Equity,AU/ LN Equity,WEIR LN Equity,ESSR LN Equity,IAP LN Equity,EMG LN Equity,SRP LN Equity,ADN LN Equity,SEM LN Equity,INTU LN Equity,IDS LN Equity,SPT LN Equity,THUS LN Equity,ENRC LN Equity,VED LN Equity,CRDA LN Equity,HAS LN Equity,TUI LN Equity,MRO LN Equity,WTB LN Equity,EVR LN Equity,1837977D LN Equity,TATE LN Equity,PFC LN Equity,BKG LN Equity,MGGT LN Equity,MRW LN Equity,SCTN LN Equity,FRAS LN Equity,CURY LN Equity,BET LN Equity,SDR LN Equity,8179618Q LN Equity,CPI LN Equity,SDR LN Equity.1,8179618Q LN Equity.1,CPI LN Equity.1,FTSE ALL SHARES,,
3907,7/23/2014,3199.766,1194.791,3199.766,,2810.889,549.5,224.127,728.5,1049.361,141.6,1746,777.5,336,1072,904.613,1768.6,354.1,477.9,710,448,234.7,381.5,1208.249,350.1,940.5,,310.9,,,,388.7,1294,1792,,2704,,353.1,122.8,292.829,459.7,,321.7,450.4,101.8,,,1120,2259.88,129,,862.232,3719.998,99.7,174.3,772.917,1150.529,2501,534.5,173.1,,708.5,332.9,1193.143,423.47,,737.846,423.47,,737.846,3623.2,,
3908,7/24/2014,3234.707,1198.996,3234.707,,2771.078,533,222.429,731,1058.721,142.5,1738,757.5,308.5,1070,882.093,1780.575,339,480.3,680.5,448.6,232.1,382.5,1214.249,350.8,919,,313,,,,389.5,1306,1817,,2713,,347.8,124,293.072,460,,321.8,447.9,100.5,,,1108,2273.672,125.9,,868.835,3735.462,99.55,172.3,765.917,1107.276,2512,530,173.6,,702.5,336.6,1185.143,427.55,,736.626,427.55,,736.626,3634.44,,
3909,7/25/2014,3220.943,1184.981,3220.943,,2907.4,542,221.69,717,1055.601,141.1,1737,745.5,304.6,1068,849.512,1785.181,342.5,475.2,668.5,449.1,253.1,381,1210.499,347.5,920.5,,312.3,,,,389.4,1280,1810,,2703,,353.4,124.6,292.829,459.4,,318.3,441.1,100.8,,,1108,2280.038,124.9,,871.475,3698.52,98.1,170.2,764.75,1083.246,2505,526,171,,694,339,1182.857,425.85,,738.456,425.85,,738.456,3619.34,,
3910,7/28/2014,3206.119,1181.477,3206.119,,2930.321,531,221.395,718.5,1048.321,139.5,1757,745.5,295.8,1047,847.595,1785.181,344.4,474.4,686.5,447.7,253,381.1,1216.499,345,940,,315.2,,,,388,1269,1801,,2708,,349.9,125.6,292.829,435,,319.7,430,99.3,,,1093,2253.514,124.1,,866.524,3720.857,95,165.7,766.5,1082.285,2476,517.5,172.3,,688.5,338.1,1177.143,423.98,,740.895,423.98,,740.895,3615.11,,
3911,7/29/2014,3205.06,1188.485,3205.06,,2901.368,527,217.629,716.5,1048.321,140.3,1774,750,300,1066,854.783,1794.392,345,469.9,699.5,447,251.5,382.2,1218.749,352.5,957.5,,315.4,,,,393.4,1285,1814,,2691,,350.8,126,292.829,430.7,,326.3,426.3,101.3,,,1090,2285.343,122.9,,878.408,3713.125,95.3,164.9,757.75,1072.674,2499,518.5,174.5,,693,335,1192,424.83,,740.895,424.83,,740.895,3626.41,,
3912,7/30/2014,3192.354,1198.295,3192.354,,2843.461,523,217.85,709.5,1022.32,137.5,1769,750,300.3,1050,867.719,1796.235,348.5,465.6,706.5,445.8,252.7,379.5,1223.249,350.9,940,,314.2,,,,386.9,1274,1811,,2668,,360.9,126.1,293.234,421.1,,320.3,420.6,102,,,1089,2267.307,122.5,,877.747,3704.534,97.05,166,744.333,1068.829,2480,514.5,171,,684.5,329.2,1185.143,424.83,,753.091,424.83,,753.091,3609.42,,
3913,7/31/2014,3133.06,1191.288,3133.06,,2752.982,507.5,216.004,703,1006.2,134.6,1720,750,300.6,1025,845.2,1785.181,352.6,456.2,699.5,442.7,237.9,377.5,1222.499,354.2,931,,309,,,,377.5,1253,1799,,2567,,347.8,119,292.91,413.8,,328.8,417.4,102.9,,,1051,2229.111,122,,868.835,3696.802,96.05,166.4,728,1054.411,2451,508.5,168.6,,668,334.7,1193.143,406.3,,732.968,406.3,,732.968,3585.62,,
3914,8/1/2014,3053.648,1163.257,3053.648,,2738.505,508.5,214.97,699,995.28,132.5,1720,730,300.7,1017,833.221,1752.941,343,447.9,688.5,440.5,239.8,376.1,1202.999,351.4,936,,306.8,,,,373.2,1259,1760,,2561,,346.7,116.8,280.115,414.3,,323.6,428.1,98.65,,,1074,2237.599,120.9,,868.174,3671.028,98.6,162.5,746.667,1067.868,2445,505.5,169.4,,663.5,334.9,1192,395.93,,719.552,395.93,,719.552,3559.02,,
3915,8/4/2014,3050.472,1142.235,3050.472,,2681.805,512.5,214.527,697,987.48,133.3,1721,726,300.5,995.5,830.347,1746.493,341.5,450,689,438.5,244,378.6,1203.749,348.7,941.5,,307.2,,,,372.2,1246,1747,,2525,,345.1,121,280.196,415.7,,322.6,420.7,96.25,,,1070,2240.782,120.5,,862.563,3630.65,100.3,167.6,744.917,1050.566,2426,503.5,168.3,,656,336.9,1176,391.68,,713.454,391.68,,713.454,3557.13,,
3916,8/5/2014,3055.766,1183.579,3055.766,,2662.503,507.5,212.238,694,988,132.3,1740,737,301,1008,826.993,1743.729,336.3,441,689,438.1,236.2,376.4,1214.999,344,926.5,,308.2,,,,374.2,1219,1746,,2576,,347.4,116.7,286.027,415.3,,320.6,405.5,97,,,1043,2259.88,120.6,,864.213,3575.666,99.25,170.5,751.333,1041.916,2380,479.7,168.2,,660,341.7,1198.857,394.57,,712.845,394.57,,712.845,3558.89,,
3917,8/6/2014,3085.413,1186.382,3085.413,,2715.584,531.5,211.942,682.5,998.4,130.1,1722,742.5,298.5,1033,877.781,1722.543,336.5,432.2,710,437,235.7,376.1,1178.249,343.7,985,,310.7,,,,371.4,1216,1695,,2571,,347,114.1,272.179,413.3,,321.3,403.8,96.3,,,1054,2249.27,116.2,,869.495,3554.188,100.7,172,766.5,1034.226,2379,478.5,167.8,,647,343.2,1216,390.66,,707.966,390.66,,707.966,3534.82,,
3918,8/7/2014,3091.766,1187.083,3091.766,,2692.662,516.5,218.367,686,996.84,128.7,1708,738.5,298.6,1050,848.075,1709.647,333.7,432.6,651.5,433.5,235.5,374,1180.499,343,980.5,,309.3,,,,367.3,1229,1700,,2547,,344.6,112.3,267.239,408.5,,324.7,414,95.65,,,1026,2252.453,116.8,,860.252,3545.596,98.65,176,765.333,1036.149,2401,478.1,167.3,,656,337,1203.429,386.58,,712.235,386.58,,712.235,3517.05,,
3919,8/8/2014,3088.59,1198.996,3088.59,,2755.395,515.5,213.789,683,991.64,128.7,1700,735,298.4,1084,838.492,1712.41,334,438.5,651,433,237.2,374.8,1178.999,342.1,1012,,307.9,,,,364.8,1217,1686,,2573,,351.5,109.8,266.187,405.3,,321.1,426.5,97.55,,,1013,2252.453,117.3,,860.582,3543.878,100,180.4,768.833,1034.226,2397,472.3,169.6,,657.5,320.4,1222.857,376.21,,711.625,376.21,,711.625,3503.69,,
3920,8/11/2014,3176.472,1222.121,3176.472,,2763.839,532,218.663,697.5,996.32,136.3,1720,753.5,299,1081,844.721,1752.941,340.3,439.5,639.5,438.5,243,379,1178.249,344.1,1022,,307.8,,,,368.5,1272,1702,,2607,,360.1,111.6,266.348,416,,323.6,429,98.7,,,1042,2306.563,121.4,,877.087,3598.862,99.95,181,777,1065.945,2466,471,166.8,,662,330,1216,390.15,,718.942,390.15,,718.942,3540.36,,
3921,8/12/2014,3134.119,1219.318,3134.119,,2646.82,533.5,216.299,695,995.8,132.5,1712,739,299.2,1050,848.554,1760.31,343.7,443.9,644.5,437.9,238.6,378.4,1183.499,343,1031,,308.5,,,,370.2,1276,1723,,2610,,360,112,267.644,417,,324.9,431.6,99.65,,,1039,2303.38,121.2,,882.369,3598.862,100.1,182.1,781.667,1049.605,2462,471.2,165.5,,682.5,322.3,1246.857,388.96,,718.333,388.96,,718.333,3540.59,,
3922,8/13/2014,3191.296,1210.909,3191.296,,2648.026,535,216.742,707,998.4,133.4,1725,739,301.3,1056,855.741,1778.733,346.7,446.3,645,441.5,236.5,381.2,1178.999,338,1026,,311.5,,,,371.3,1296,1739,,2617,,362.8,112.2,254.525,423.6,,330.5,436,100.4,,,1038,2301.258,122,,894.913,3615.185,103,184,785.167,1065.945,2492,467.3,169,,685.5,328.8,1257.143,390.15,,725.65,390.15,,725.65,3553.64,,
3923,8/14/2014,3263.296,1227.727,3263.296,,2698.694,545.5,215.93,724.5,999.96,133.3,1720,745,295.7,1078,856.22,1782.418,347.2,447.7,640,444.3,240.1,382.4,1193.999,333,1027,,314.6,,,,370.7,1310,1774,,2616,,364.2,113.4,258.25,425.2,,336.7,443.6,103.3,,,1025,2327.782,124.8,,902.175,3631.509,103.9,183.1,789.833,1099.586,2526,466.5,170.7,,689,329.7,1254.857,389.47,,728.089,389.47,,728.089,3571.61,,
3924,8/15/2014,3271.766,1229.829,3271.766,,2652.852,542,217.481,730.5,996.84,134.8,1710,746.5,295.4,1080,860.532,1775.048,345.1,447.4,639,441.5,239.9,382.5,1193.999,330,1005,,313.5,,,,377,1312,1775,,2597,,367.1,111.8,254.768,426.2,,336.6,435.6,100.2,,,1012,2321.416,125.6,,904.816,3672.747,104,183,795.083,1089.975,2531,467.8,173.1,,696,336.6,1253.714,389.64,,726.87,389.64,,726.87,3573.18,,
3925,8/18/2014,3296.119,1247.348,3296.119,,2649.232,535.5,218.441,724.5,997.36,139.6,1749,751.5,299.4,1109,897.905,1795.314,351.1,448.6,638,446.3,248,385.6,1194.749,334,1003,,314.5,,,,380.6,1335,1797,,2628,,371.1,113.5,256.064,431.4,,338.5,435.1,100,,,1027,2326.721,127.6,,915.379,3719.998,105,183.6,792.167,1095.742,2539,468.9,175,,703,338.3,1257.143,391.17,,739.065,391.17,,739.065,3600.68,,
3926,8/19/2014,3301.413,1243.844,3301.413,,2664.916,530.5,221.616,724,1009.84,138.8,1740,788.5,310.6,1107,897.426,1826.633,351.3,434.1,637.5,448.6,256,387.7,1205.249,334,973,,314.9,,,,392,1350,1804,,2648,,373.6,115.7,256.469,437.2,,339,438.8,102.4,,,1017,2334.148,129.4,,915.379,3768.968,108.3,187.2,789.833,1109.198,2583,466.5,175.4,,726.5,340,1252.571,397.8,,742.724,397.8,,742.724,3621.34,,
3927,8/20/2014,3313.06,1236.136,3313.06,,2623.898,528,219.179,723,1010.88,139.7,1742,778.5,312,1109,876.823,1834.002,347.3,429.3,641,447.2,238.9,385.9,1214.249,328.7,972.5,,316.7,,,,381.6,1323,1692,,2623,,371.4,113.7,250.557,436.5,,336.8,445.7,101,,,1019,2357.49,128.6,,916.7,3738.899,108.1,185.9,792.75,1094.781,2426,469.6,174.8,,716,338.5,1249.143,396.1,,740.285,396.1,,740.285,3606.33,,
3928,8/21/2014,3308.825,1252.954,3308.825,,2568.404,521,222.133,725,1012.44,137.8,1744,790.5,306.8,1133,878.739,1846.898,347.3,438,636,449.6,242.7,389,1223.249,331.8,938,,317.9,,,,387.6,1341,1742,,2632,,373.6,115.1,246.427,431.7,,337.3,440.3,103.5,,,1027,2356.429,129,,922.642,3757.8,108.4,187,799.167,1082.285,2479,466.7,176.3,,718.5,341.3,1257.143,406.64,,742.114,406.64,,742.114,3618.89,,
3929,8/22/2014,3327.884,1250.151,3327.884,,2623.898,516.5,221.026,720,1016.08,138,1734,786.5,304.6,1154,874.427,1869.005,348.9,440.9,636,449,242.4,389,1217.249,337.2,921.5,,316.6,,,,387.9,1348,1745,,2607,,374.4,115.5,247.804,431.8,,339.1,449.8,103.2,,,1005,2364.916,128.9,,924.952,3756.941,108.5,187.3,798,1082.285,2477,466.7,177.7,,717.5,341.5,1242.286,409.02,,738.456,409.02,,738.456,3619.38,,
3930,8/26/2014,3371.296,1232.632,3371.296,,2674.567,523,222.281,731,1024.92,135,1730,801.5,308.8,1175,914.675,1875.453,349.3,445.8,632,455.4,247,392,1232.249,337.3,912.5,,318.5,,,,388.6,1344,1770,,2658,,375.2,117.8,254.282,432,,342.7,449.7,102.5,,,1023,2382.953,133.3,,927.593,3762.954,113.9,187.9,803.25,1079.402,2484,470,181.8,,730.5,341.4,1224,413.44,,748.212,413.44,,748.212,3644.5,,
3931,8/27/2014,3388.237,1233.333,3388.237,,2824.159,540.5,221.764,726,1022.32,136.4,1711,793.5,305,1174,912.758,1898.482,351.4,447,638,453,242.8,392.5,1214.999,338.2,928.5,,318.1,,,,391.7,1339,1744,,2673,,376.9,121.5,255.335,436.8,,345,453,103.5,,,1027,2367.038,129.4,,920.001,3786.151,113.4,186,793.917,1104.392,2460,473,184.4,,735,341.8,1228.571,415.65,,740.285,415.65,,740.285,3649.22,,
3932,8/28/2014,3360.707,1234.034,3360.707,,2738.505,532.5,219.623,729,1021.8,130,1716,781.5,302.9,1117,869.157,1873.611,348.9,446.8,628.5,451.9,241.6,390.1,1209.749,340,940.5,,319.1,,,,389,1330,1706,,2650,,376.8,118.2,255.821,431.7,,342.9,449.1,103.4,,,982.5,2329.904,131.9,,914.389,3770.686,114,184.1,781.083,1079.402,2430,470.2,186.9,,720,341.5,1230.857,411.23,,742.114,411.23,,742.114,3634.23,,
3933,8/29/2014,3343.766,1221.42,3343.766,,2772.284,541,219.401,730.5,1018.68,132.1,1702,784.5,303.7,1122,860.532,1881.901,350,449.9,627.5,451.6,243,391,1220.249,344,962,,319.4,,,,393.2,1324,1727,,2645,,379.2,118.5,251.367,434.4,,342,446.4,103.1,,,1011,2315.05,133.5,,900.194,3770.686,112.8,183.2,789.25,1085.169,2398,471.6,177.5,,725.5,344.6,1248,414.12,,748.212,414.12,,748.212,3639.54,,
3934,9/1/2014,3367.06,1224.223,3367.06,,2787.967,538.5,223.167,729.5,1024.92,131.9,1700,778.5,308.6,1117,872.032,1895.718,349.8,449.8,629.5,451.4,242.7,391,1217.249,348,964,,322,,,,391.4,1333,1730,,2639,,375.2,118.1,251.367,435,,343.4,447.8,103,,,1013,2349.002,135,,912.078,3773.264,111.8,185.9,793.333,1082.285,2400,477.6,173.5,,732,368.4,1250.286,412.42,,746.383,412.42,,746.383,3644.57,,
3935,9/2/2014,3371.296,1222.121,3371.296,,2793.999,534.5,222.281,723,1025.44,128,1703,780.5,306.7,1139,862.449,1907.693,351.7,451.7,629,454,239,392.3,1221.749,352.3,952.5,,324.2,,,,394.6,1331,1719,,2706,,378.1,120.5,255.74,435.7,,343.4,440,104.7,,,1060,2338.392,132.9,,906.466,3761.236,107,186.2,810.25,1086.13,2391,476.9,174.1,,731,370.4,1251.429,417.01,,743.944,417.01,,743.944,3646.63,,
3936,9/3/2014,3388.237,1195.492,3388.237,,2774.697,524,221.469,731,1023.88,132.8,1706,769,307,1073,850.949,1897.561,355.2,444.2,637,455.4,241.1,395.9,1230.749,351.2,932,,325.2,,,,392.6,1350,1716,,2761,,380,122.2,253.31,439,,345.2,435.9,104,,,1082,2360.672,132.8,,898.214,3805.91,115,186.4,811.417,1085.169,2397,482,175.3,,734,364,1251.429,419.22,,751.261,419.22,,751.261,3667.38,,
3937,9/4/2014,3407.296,1202.5,3407.296,,2756.601,532.5,222.946,733,1028.56,133.3,1697,763.5,305.5,1049,844.242,1920.589,356.2,445.5,640.5,455.5,243.6,395.8,1239.749,352.9,909.5,,323.4,,,,389.9,1347,1700,,2745,,377.3,123.1,263.433,446.1,,348.4,434.4,105,,,1081,2359.611,132.6,,882.039,3847.148,119.9,184.2,809.083,1071.712,2383,477.8,173.8,,742.5,375,1291.429,417.35,,742.114,417.35,,742.114,3669.1,,
3938,9/5/2014,3369.178,1202.5,3369.178,,2707.139,519,222.872,732.5,1028.56,132,1680,760,305.9,1061,843.283,1879.138,352.8,440.4,643.5,455,242.1,396,1235.249,355,868,,324.3,,,,384.6,1335,1689,,2719,,368.5,123.1,261.894,446.4,,346.2,425.6,105.4,,,1091,2358.551,132.6,,880.058,3843.712,117.8,183,800.333,1059.217,2376,470.5,173.4,,730,374.9,1272,417.69,,725.65,417.69,,725.65,3656.63,,
3939,9/8/2014,3379.766,1184.28,3379.766,,2657.677,506,219.327,728,1021.8,131,1679,751,304.6,1033,838.971,1889.27,348.7,440.3,642.5,457.4,235.2,398,1223.249,346.5,851.5,,324.1,,,,375.3,1311,1661,,2679,,364.3,121.1,261.247,441,,345.5,422.3,105.6,,,1078,2352.185,131.4,,869.825,3778.419,118,182,796.25,1052.489,2327,471,170,,720,369.3,1264,414.8,,726.87,414.8,,726.87,3642.35,,
3940,9/9/2014,3354.355,1198.996,3354.355,,2656.471,513.5,219.253,719,1020.24,131,1672,761,307.2,1033,843.283,1909.536,353.5,435,642,456.4,234.6,399,1205.999,348,844.5,,323.8,,,,373,1358,1679,,2682,,361.7,119.4,261.085,437.9,,343.3,425.5,107.8,,,1074,2337.331,128,,855.3,3771.546,118.7,183.8,805.583,1052.489,2376,480.5,175.3,,720,371.4,1268.571,413.61,,717.113,413.61,,717.113,3640.38,,
3941,9/10/2014,3355.413,1175.871,3355.413,,2663.709,514,217.629,722,1019.72,130,1659,737.5,320.3,1022,850.949,1887.428,349.4,433.5,641,455.6,230,398,1216.499,340.1,842,,324.7,,,,375,1353,1667,,2711,,359.8,119,257.279,435.8,,339.5,429.8,103.4,,,1081,2311.868,126,,847.378,3758.659,119,187.6,807.333,1037.11,2367,485.3,176.6,,708,372.1,1254.857,415.14,,718.333,415.14,,718.333,3636.71,,
3942,9/11/2014,3335.296,1172.367,3335.296,,2579.262,503.5,213.641,720.5,1015.04,127.2,1652,733,320,1004,844.721,1867,343,430.5,656.5,455.9,227,398.5,1215.749,342.1,819,,323.6,,,,374.8,1348,1653,,2720,,357.7,119.7,254.282,431.2,,339.8,422.6,104.9,,,1068,2311.868,127.9,,839.455,3718.28,115.8,174,812,1031.343,2345,485.6,177.8,,714,369,1252.571,412.59,,717.723,412.59,,717.723,3621.17,,
3943,9/12/2014,3356.472,1180.776,3356.472,,2578.055,505,215.709,720,1012.44,127.2,1624,745,319,1005,844.242,1869,346.3,429.6,654.5,457.4,226,399.3,1217.249,353,816,,322,,,,378.2,1369,1656,,2704,,360.4,122.7,255.74,432.2,,341.2,423.4,105,,,1064,2327.782,128.4,,840.115,3648.691,117.9,174.9,814.333,1020.77,2365,485.4,176.5,,712.5,372.2,1280,415.99,,720.772,415.99,,720.772,3627.85,,
3944,9/15/2014,3322.59,1361.572,3322.59,,2590.119,505,215.413,713.5,1005.68,126.3,1631,742,315.9,987.5,841.846,1859,341.2,427.8,648,455.7,222.5,396.5,1201.499,349.6,821,,319.9,,,,376.6,1350,1656,,2673,,358.9,121.1,247.723,429.3,,341.1,423.3,103.8,,,1063,2325.66,125.4,,827.902,3610.89,122.9,174.1,815.5,1014.042,2356,483,176.1,,690,379.9,1268.571,413.1,,714.674,413.1,,714.674,3624.14,,
3945,9/16/2014,3282.354,1366.477,3282.354,,2545.483,502.5,215.487,702,1011.92,128.4,1616,730.5,314.5,971.5,852.866,1836,348,427.8,648,459.4,220.1,397.4,1204.499,342.9,812,,319.5,,,,373.9,1332,1616,,2644,,359.1,120.5,246.589,427.5,,336,415,103.3,,,1049,2334.148,123.9,,829.222,3584.257,127.6,172.3,812,999.624,2343,480.8,176.3,,664,368,1284.571,409.36,,708.576,409.36,,708.576,3616.35,,
3946,9/17/2014,3315.178,1365.075,3315.178,,2539.451,501.5,214.01,705.5,1019.72,128,1599,740,312,978.5,884.01,1864,349.7,429.4,643.5,461.2,223.6,396.4,1193.999,340.5,798,,319.9,,,,378.9,1352,1608,,2634,,376.4,121.6,237.276,427.6,,342.9,429.6,103.4,,,1039,2320.355,124.9,,818.659,3586.834,130.9,173.1,823.667,999.624,2357,480.1,178,,665,369,1285.714,412.76,,711.625,412.76,,711.625,3610.73,,
3947,9/18/2014,3316.237,1387.5,3316.237,,2452.591,481.3,215.635,715,1028.04,129,1607,740,317.4,983,881.135,1870,355.5,432.1,635,463.6,223.5,397.5,1194.749,350.6,782.5,,321.1,,,,386.2,1380,1604,,2630,,385,123.1,230.798,435.5,,344.1,434.2,107.6,,,1015,2344.758,125.5,,820.969,3663.296,140.4,171,854,1008.275,2367,480,178.4,,669.5,370.6,1305.143,415.48,,712.235,415.48,,712.235,3632.62,,
3948,9/19/2014,3286.59,1435.151,3286.59,,2488.783,475.8,217.333,716,1037.92,130.3,1618,757,316.1,986,890.718,1892,356,436.1,644,465.8,230.2,400.5,1175.249,353.6,776.5,,320,,,,398.9,1366,1615,,2640,,392.3,123.1,231.526,430.7,,345.6,434.3,106.9,,,1005,2295.953,126.8,,824.601,3658.141,145,170.5,867.417,1007.313,2377,489.7,182,,673.5,372,1312,419.22,,718.333,419.22,,718.333,3646.05,,
3949,9/22/2014,3304.59,1440.757,3304.59,,2435.701,473.1,214.822,713,1027.52,129.9,1595,750,315,992,856.22,1897,360.4,437,640,459,225.6,394.5,1169.999,350.1,760,,320,,,,392.5,1367,1663,,2593,,400,122,231.607,417.1,,342.6,431.2,106.1,,,975,2308.685,125,,818.659,3649.55,123.5,167.5,854.583,1016.925,2370,484.8,179,,667,374.5,1300.571,418.03,,714.064,418.03,,714.064,3613.37,,
3950,9/23/2014,3224.119,1443.56,3224.119,,2322.301,483.3,211.869,694.5,1006.2,125.5,1569,736,311.4,965.5,859.574,1909,360.6,431.1,636.5,453.6,222.4,392.2,1154.249,350,759,,314.4,,,,386.7,1354,1630,,2515,,398.2,120.7,230.96,407.6,,334.8,424.1,103.6,,,974.5,2232.294,119.7,,794.891,3569.652,123.4,169.6,711.667,999.624,2326,473.9,174.6,,654,368.7,1288,401.71,,700.039,401.71,,700.039,3563.14,,
3951,9/24/2014,3197.649,1443.56,3197.649,,2312.65,497.6,212.09,700,999.96,127.9,1570,738,318.5,964,866.282,1911,364.3,432.8,644.5,455.8,220.9,395.2,1176.749,348,775.5,,308.1,,,,385.6,1358,1660,,2514,,397,120.2,230.879,405.1,,332.2,414.4,105,,,1007,2228.05,119.3,,787.299,3552.469,127.8,170.7,702.333,1003.469,2320,470.8,176.1,,660,364,1299.429,406.47,,695.161,406.47,,695.161,3576.68,,
3952,9/25/2014,3117.178,1454.772,3117.178,,2249.917,475.7,212.681,691.5,991.64,121.2,1559,731,317.4,923.5,881.614,1892,373.8,433.3,640.5,452.8,220.2,391.8,1181.999,348.8,748,,306.6,,,,388,1326,1640,,2521,,394.6,119.1,230.555,398.8,,325.7,400,103.1,,,980,2206.831,117.7,,789.279,3550.751,123.5,167.1,691.25,981.362,2265,457.5,174.1,,637.5,363.2,1300.571,406.81,,701.259,406.81,,701.259,3543.59,,
3953,9/26/2014,3106.59,1444.962,3106.59,,2195.63,477.5,215.487,706,999.44,118.3,1566,739,320.9,924,876.344,1894,372.4,434.2,639.5,452.5,224.9,392.5,1181.249,350,761.5,,306.9,,,,384.6,1325,1613,,2545,,391,119.2,229.988,399.5,,330.5,400,103.5,,,968,2201.526,118.8,,780.036,3564.497,127.1,167.5,698.25,970.789,2258,455.3,171,,620.5,365.4,1339.429,409.19,,703.088,409.19,,703.088,3545.9,,
3954,9/29/2014,3106.59,1510.833,3106.59,,2173.915,497.2,213.862,702,1023.36,115.1,1576,747.5,320.7,937.5,856.22,1892,372.2,435.3,645,451.8,190.5,390.3,1193.249,352,760.5,,306.8,,,,383.8,1343,1625,,2541,,395.7,120.1,228.854,399,,330,398.4,103.3,,,974.5,2183.489,118.3,,783.668,3590.271,126.4,167.1,697.083,998.663,2261,455,169.7,,634,366,1320,408.51,,712.845,408.51,,712.845,3544.91,,
3955,9/30/2014,3090.707,1485.606,3090.707,,2241.473,516,214.97,702.5,1036.36,112.3,1548,759.5,323.9,945,845.679,1868,369.8,434,646.5,452.3,188.6,392.3,1186.499,351,760,,307.8,,,,383.3,1334,1733,,2502,,387.3,118.8,231.688,400.5,,322.7,392.2,104.6,,,998.5,2178.185,116.3,,817.668,3568.793,130,166.9,690.083,996.741,2250,451.2,168.3,,618.5,366.3,1334.857,406.47,,709.796,406.47,,709.796,3533.93,,
3956,10/1/2014,2991.178,1494.015,2991.178,,2132.898,496.6,209.358,690,1034.8,105.1,1528,743,319,929,822.201,1861,368.8,431.5,630.5,448.1,185.2,387.7,1177.499,350.4,747,,305.8,,,,377.1,1309,1715,,2430,,378.2,118.2,226.587,391,,320.6,399.7,99.9,,,974.5,2111.343,115.7,,812.057,3557.624,123.6,165.3,682.5,971.75,2224,444.7,159.9,,612.5,365.1,1326.857,408.68,,710.405,408.68,,710.405,3498.96,,
3957,10/2/2014,2971.06,1457.575,2971.06,,2119.627,497,205.148,687.5,1015.56,101.3,1498,719,314.7,933,821.722,1821,361.5,428.1,618,442.2,178,383.2,1153.499,343,749.5,,301.9,,,,366.9,1295,1727,,2343,,370.3,113.3,224.319,383.4,,316,390,97,,,932.5,2199.404,115,,809.086,3488.894,121.5,164.6,683.083,956.371,2192,437.9,158.9,,595,360.2,1316.571,396.78,,702.478,396.78,,702.478,3442.2,,
3958,10/3/2014,3038.825,1465.984,3038.825,,2015.878,480.6,207.512,688.5,1022.32,102.2,1538,723.5,315.2,942.5,841.846,1857,365.2,435,618.5,451.6,176.9,392.3,1177.499,343.2,720,,306.2,,,,370.5,1341,1782,,2359,,372.4,115.3,225.858,390.1,,317.8,394.6,99.45,,,936,2265.185,115.9,,816.018,3571.37,116.4,166.5,700,956.852,2243,438.9,157.8,,610,369,1340.571,401.54,,710.405,401.54,,710.405,3485.96,,
3959,10/6/2014,3081.178,1467.386,3081.178,,2025.529,490.8,207.807,688,1022.32,103,1548,718.5,316.3,944,861.97,1857,365.4,435.1,630,453.3,174.3,395.1,1172.999,345.7,745.5,,307.1,,,,370.7,1346,1761,,2368,,380.3,115.9,227.396,393,,317.3,392.1,98.65,,,955.5,2323.538,122.7,,832.523,3556.765,114,169.2,694.75,944.356,2239,445.7,160.4,,614,372.3,1348.571,399.67,,707.356,399.67,,707.356,3503.63,,
3960,10/7/2014,3043.06,1426.742,3043.06,,2056.895,486.8,202.859,686,1008.8,102.8,1509,697.5,312.6,940.5,879.219,1809,360.5,434.8,620,448.5,168.4,391.5,1160.249,341.6,735.5,,304.6,,,,366.1,1345,1785,,2293,,372.8,115.7,226.748,395.2,,312.7,395.6,77.1,,,937.5,2266.246,122.3,,820.639,3461.403,118.7,166.3,689.5,924.652,2217,436.4,159.3,,610.5,368.5,1346.286,390.32,,693.941,390.32,,693.941,3467.07,,
3961,10/8/2014,2964.707,1401.515,2964.707,,2089.467,470.7,200.422,682.5,1010.36,94.9,1477,678.5,312.7,929,848.554,1849,354.8,433.4,619,444.4,161.6,387.1,1160.999,336.5,723.5,,303.4,,,,365.4,1322,1798,,2311,,374,119.3,226.101,394,,315.9,397.9,71.2,,,905.5,2220.624,120,,814.367,3434.77,118.5,165,701.167,937.148,2157,438.9,160.1,,606,366.1,1331.429,388.96,,698.21,388.96,,698.21,3454.51,,
